synset_id	sense_id	sense_term	synset_id_no_pos
9337-N	9337-N-140059	кишечный заболевание	9337
9337-N	9337-N-182151	острый живот	9337
1054-N	1054-N-104372	инфекционный заболевание	1054
1054-N	1054-N-101345	карантинный болезнь	1054
1054-N	1054-N-124151	карантинный инфекция	1054
1054-N	1054-N-121924	эпидемиологический заболевание	1054
1054-N	1054-N-121927	эпидемический заболевание	1054
1054-N	1054-N-138380	зараза	1054
1054-N	1054-N-103858	заразный болезнь	1054
1054-N	1054-N-104374	инфекция	1054
1054-N	1054-N-120135	заразный заболевание	1054
1054-N	1054-N-104371	инфекционный болезнь	1054
144269-N	144269-N-681197	желтушность	144269
144269-N	144269-N-137579	желтуха	144269
110165-N	110165-N-154736	таблетка	110165
110165-N	110165-N-147005	пилюля	110165
110165-N	110165-N-710667	таблеточка	110165
9231-N	9231-N-203410	страбизм	9231
9231-N	9231-N-118440	косоглазие	9231
9677-N	9677-N-121896	лекарственный коррекция	9677
9677-N	9677-N-121808	медикаментозный коррекция	9677
9677-N	9677-N-105722	лекарственный помощь	9677
9677-N	9677-N-724956	фармакотерапия	9677
9677-N	9677-N-120919	медикаментозный терапия	9677
146388-N	146388-N-112091	стафилококк	146388
146388-N	146388-N-705475	патогенный стафилококк	146388
146388-N	146388-N-705476	стафилококковый инфекция	146388
5627-N	5627-N-102017	воспаление легкий	5627
5627-N	5627-N-116546	легочный патология	5627
5627-N	5627-N-108921	пневмония	5627
136162-N	136162-N-195619	сердечный недостаточность	136162
8658-N	8658-N-115939	наследственный патология	8658
8658-N	8658-N-115927	наследственный заболевание	8658
8658-N	8658-N-107277	наследственный генез	8658
8658-N	8658-N-116965	генетический нарушение	8658
8658-N	8658-N-118850	генетический порок	8658
8658-N	8658-N-102069	врожденный заболевание	8658
8658-N	8658-N-120057	наследственный предрасположенность	8658
8658-N	8658-N-121759	медико-генетический нарушение	8658
9485-N	9485-N-119943	пиелонефрит	9485
110393-N	110393-N-685166	психопатический расстройство	110393
110393-N	110393-N-677854	расстройство личность	110393
110393-N	110393-N-150493	психопатия	110393
110398-N	110398-N-669630	истерический невроз	110398
110398-N	110398-N-721631	истерический расстройство	110398
110398-N	110398-N-139461	истерия	110398
110398-N	110398-N-721633	конверсионный расстройство	110398
9484-N	9484-N-119357	инсульт	9484
9484-N	9484-N-119354	кровоизлияние в мозг	9484
133567-N	133567-N-188049	синдром укачивание	133567
133567-N	133567-N-155867	укачивание	133567
133567-N	133567-N-188047	вестибуло-вегетативный неустойчивость	133567
133567-N	133567-N-188048	нарушение вестибулярный аппарат	133567
133567-N	133567-N-188051	расстройство вестибулярный функция	133567
133567-N	133567-N-755313	укачивание в транспорт	133567
133567-N	133567-N-188046	болезнь передвижение	133567
113098-N	113098-N-151368	рассеянный склероз	113098
113098-N	113098-N-691943	множественный склероз	113098
9387-N	9387-N-200108	ринит	9387
9387-N	9387-N-119543	насморк	9387
118812-N	118812-N-671672	прогрессирование болезнь	118812
118812-N	118812-N-149743	прогрессирование	118812
118812-N	118812-N-671673	прогрессирование заболевание	118812
132005-N	132005-N-213298	запор кишечник	132005
132005-N	132005-N-184216	задержка стул	132005
132005-N	132005-N-138325	запор	132005
9483-N	9483-N-119845	бесплодие	9483
9483-N	9483-N-159970	бесплодность	9483
141543-N	141543-N-671781	деменция	141543
141543-N	141543-N-111573	слабоумие	141543
8482-N	8482-N-187699	люэс	8482
8482-N	8482-N-115397	сифилис	8482
9612-N	9612-N-685011	искусственный вентиляция	9612
9612-N	9612-N-685010	искусственный вентиляция легкое	9612
9612-N	9612-N-120520	искусственный дыхание	9612
142975-N	142975-N-122613	остеохондроз	142975
143639-N	143639-N-676991	энцефалопатия	143639
6961-N	6961-N-123489	дефект зрение	6961
6961-N	6961-N-120863	снижение зрение	6961
6961-N	6961-N-107251	нарушение зрение	6961
6961-N	6961-N-115557	потеря зрение	6961
137435-N	137435-N-104191	иммунодефицит	137435
137435-N	137435-N-118477	иммунопатология	137435
137435-N	137435-N-201290	болезнь иммунный система	137435
120996-N	120996-N-719388	кровяной тромб	120996
120996-N	120996-N-163266	тромб	120996
5882-N	5882-N-202399	инвазионный болезнь	5882
5882-N	5882-N-116847	паразитоз	5882
5882-N	5882-N-178768	инвазия	5882
5882-N	5882-N-108463	паразитарный болезнь	5882
5882-N	5882-N-202401	заражение паразит	5882
5882-N	5882-N-116103	паразитарный заболевание	5882
5882-N	5882-N-108464	паразитный болезнь	5882
10054-N	10054-N-118232	детский церебральный паралич	10054
10054-N	10054-N-188712	церебральный паралич	10054
10054-N	10054-N-120205	дцп	10054
112698-N	112698-N-146180	парша	112698
112698-N	112698-N-205605	паршивость	112698
112698-N	112698-N-205611	шелудивость	112698
145573-N	145573-N-699848	гастроэнтерит	145573
10025-N	10025-N-121524	тахикардия	10025
137569-N	137569-N-201731	сердечный приступ	137569
9856-N	9856-N-179028	экг	9856
9856-N	9856-N-139796	кардиограмма	9856
9856-N	9856-N-121687	электрокардиограмма	9856
109439-N	109439-N-140858	краснуха	109439
140373-N	140373-N-741510	фенамин	140373
140373-N	140373-N-209635	амфетамин	140373
114990-N	114990-N-112120	стерилизация	114990
114990-N	114990-N-148077	половой стерилизация	114990
109728-N	109728-N-118609	сепсис	109728
109728-N	109728-N-138379	заражение кровь	109728
116984-N	116984-N-729852	дергующий боль	116984
116984-N	116984-N-729851	стреляющий боль	116984
5330-N	5330-N-113696	физиотерапия	5330
9635-N	9635-N-119645	переливание кровь	9635
9635-N	9635-N-121689	трансфузионный терапия	9635
9635-N	9635-N-121753	трансфузия	9635
9635-N	9635-N-146573	переливание	9635
117985-N	117985-N-725984	маниакальный состояние	117985
117985-N	117985-N-141890	мания	117985
136615-N	136615-N-188050	морской болезнь	136615
5177-N	5177-N-692024	интенсивный терапия	5177
5177-N	5177-N-750100	реанимация больной	5177
5177-N	5177-N-173466	реанимирование	5177
5177-N	5177-N-750098	реанимация пострадавший	5177
5177-N	5177-N-750097	реанимация пациент	5177
5177-N	5177-N-142041	медицинский реанимация	5177
5177-N	5177-N-110638	реанимация	5177
5177-N	5177-N-750096	курс интенсивный терапия	5177
3700-N	3700-N-103136	дизентерия	3700
6044-N	6044-N-110643	ревматизм	6044
6044-N	6044-N-692031	ревматологический заболевание	6044
9014-N	9014-N-143182	нарыв	9014
9014-N	9014-N-136121	гнойник	9014
9014-N	9014-N-117512	гнойный воспаление	9014
9014-N	9014-N-188170	гнойный инфекция	9014
9014-N	9014-N-119898	нагноение	9014
9014-N	9014-N-117523	гнойно-септический заболевание	9014
116900-N	116900-N-133579	бессонница	116900
140261-N	140261-N-209360	клаустрофобия	140261
616-N	616-N-115737	недомогание	616
616-N	616-N-156837	хворь	616
616-N	616-N-106281	медицинский патология	616
616-N	616-N-103680	заболевание человек	616
616-N	616-N-107470	недуг	616
616-N	616-N-174280	нездоровье	616
616-N	616-N-737136	болячка	616
616-N	616-N-103678	заболевание	616
616-N	616-N-118922	общесоматический заболевание	616
616-N	616-N-120458	патология	616
616-N	616-N-156832	хвороба	616
616-N	616-N-101075	болезнь	616
616-N	616-N-156836	хворость	616
126756-N	126756-N-669780	воспаление мочевой пузырь	126756
126756-N	126756-N-173227	цистит	126756
143344-N	143344-N-673697	целлюлит	143344
133167-N	133167-N-187071	лабораторный анализ	133167
133167-N	133167-N-187072	медицинский анализ	133167
133167-N	133167-N-187070	клинический анализ	133167
4046-N	4046-N-105856	лечебно-профилактический помощь	4046
4046-N	4046-N-118904	профилактика инфекция	4046
4046-N	4046-N-179841	профилактический осмотр	4046
4046-N	4046-N-121829	профилактический лечение	4046
4046-N	4046-N-120775	лечебно-профилактический услуга	4046
4046-N	4046-N-753406	профилактика заболевание	4046
4046-N	4046-N-753404	профилактика болезнь	4046
4046-N	4046-N-106285	медицинский профилактика	4046
4046-N	4046-N-124062	медико-профилактический дело	4046
4046-N	4046-N-120923	медико-профилактический мероприятие	4046
4046-N	4046-N-120773	лечебно-профилактический обслуживание	4046
4046-N	4046-N-120774	лечебно-профилактический деятельность	4046
4046-N	4046-N-105857	лечебно-профилактический работа	4046
4046-N	4046-N-117001	лечебно-профилактический мероприятие	4046
4046-N	4046-N-110195	профилактический медицина	4046
4046-N	4046-N-120771	лечебно-оздоровительный работа	4046
4046-N	4046-N-120770	лечебно-оздоровительный мероприятие	4046
4521-N	4521-N-101283	вакцинопрофилактика	4521
4521-N	4521-N-101280	вакцинация	4521
4521-N	4521-N-179824	ревакцинация	4521
4521-N	4521-N-109737	прививка	4521
4521-N	4521-N-110196	профилактический прививка	4521
113028-N	113028-N-143500	нейрохирургия	113028
134528-N	134528-N-191015	сальмонелла	134528
3373-N	3373-N-123909	алкоголизация	3373
3373-N	3373-N-201197	алкогольный зависимость	3373
3373-N	3373-N-100380	алкоголизм	3373
4780-N	4780-N-720006	отравление ядовитый вещество	4780
4780-N	4780-N-702249	токсикация	4780
4780-N	4780-N-104369	интоксикация	4780
4780-N	4780-N-108315	отравление	4780
122264-N	122264-N-689970	колика	122264
122264-N	122264-N-140321	колики	122264
2046-N	2046-N-762253	заражение вирус	2046
2046-N	2046-N-122047	инфекционно-вирусный болезнь	2046
2046-N	2046-N-691499	инфекционно-вирусный заболевание	2046
2046-N	2046-N-134544	вирусный заболевание	2046
2046-N	2046-N-195862	вирусный инфекция	2046
2046-N	2046-N-101551	вирусный болезнь	2046
109636-N	109636-N-149451	приступ	109636
109636-N	109636-N-149452	приступ болезнь	109636
109636-N	109636-N-687695	пароксизм	109636
7782-N	7782-N-684524	искусственный инсеминация	7782
7782-N	7782-N-710870	пробирочный оплодотворение	7782
7782-N	7782-N-684522	экстракорпоральный оплодотворение	7782
7782-N	7782-N-116328	трансплантация эмбрион	7782
7782-N	7782-N-684523	перенос эмбрион в полость матка	7782
7782-N	7782-N-104199	имплантация эмбрион	7782
7782-N	7782-N-115752	зачатие в пробирка	7782
7782-N	7782-N-104453	искусственный оплодотворение	7782
7782-N	7782-N-710871	оплодотворение в пробирка	7782
4740-N	4740-N-121789	диабет	4740
4740-N	4740-N-211899	сахарный болезнь	4740
4740-N	4740-N-111186	сахарный диабет	4740
146536-N	146536-N-707952	шинный повязка	146536
146536-N	146536-N-707945	наложение шина	146536
112452-N	112452-N-196504	гиповитаминоз	112452
112452-N	112452-N-195669	витаминный недостаточность	112452
112452-N	112452-N-132748	авитаминоз	112452
9415-N	9415-N-726677	воспаление почка	9415
9415-N	9415-N-121633	нефрит	9415
9725-N	9725-N-124071	медицинский манипуляция	9725
9725-N	9725-N-165794	процедура	9725
9725-N	9725-N-122219	амбулаторный процедура	9725
9725-N	9725-N-121766	лечебный манипуляция	9725
9725-N	9725-N-121799	лечебный процедура	9725
9725-N	9725-N-120780	медицинский процедура	9725
111475-N	111475-N-673698	обменный нарушение	111475
111475-N	111475-N-673699	нарушение обмен	111475
111475-N	111475-N-143175	нарушение обмен вещество	111475
9402-N	9402-N-119695	астма	9402
9402-N	9402-N-122415	астматический состояние	9402
9608-N	9608-N-182521	полный потеря зрение	9608
9608-N	9608-N-119954	слепота	9608
151334-N	151334-N-116183	инсулин	151334
151334-N	151334-N-744019	сахароснижающий препарат	151334
151334-N	151334-N-735837	инсулиновый препарат	151334
110356-N	110356-N-143431	невралгия	110356
127152-N	127152-N-203289	непроходимость	127152
127152-N	127152-N-174312	непроходимость кишечник	127152
127152-N	127152-N-750318	кишечный непроходимость	127152
9655-N	9655-N-120679	бронхиальный астма	9655
109284-N	109284-N-155276	трахеит	109284
7513-N	7513-N-104193	иммунология	7513
135768-N	135768-N-726166	навязчивый страх	135768
135768-N	135768-N-194693	фобия	135768
4845-N	4845-N-132880	алкоголичка	4845
4845-N	4845-N-758342	забулдыга	4845
4845-N	4845-N-685189	пропойца	4845
4845-N	4845-N-169280	алкаш	4845
4845-N	4845-N-194769	алконавт	4845
4845-N	4845-N-191153	пьянчужка	4845
4845-N	4845-N-176854	пьянчуга	4845
4845-N	4845-N-715079	больной алкоголизм	4845
4845-N	4845-N-110309	пьяница	4845
4845-N	4845-N-191152	алкашка	4845
4845-N	4845-N-715163	лицо с алкогольный зависимость	4845
4845-N	4845-N-100381	алкоголик	4845
9905-N	9905-N-155223	траволечение	9905
9905-N	9905-N-122696	фитотерапия	9905
123981-N	123981-N-158217	язва	123981
123981-N	123981-N-707477	язвочка	123981
142000-N	142000-N-215404	лечение минеральный вода	142000
142000-N	142000-N-215403	бальнеотерапия	142000
142000-N	142000-N-118426	бальнеолечение	142000
123979-N	123979-N-167621	гипотония	123979
110633-N	110633-N-709493	стригущий лишай	110633
110633-N	110633-N-141582	лишай	110633
113571-N	113571-N-134695	водолечение	113571
113571-N	113571-N-167906	гидротерапия	113571
4391-N	4391-N-165384	раковый образование	4391
4391-N	4391-N-115388	раковый опухоль	4391
4391-N	4391-N-720090	недоброкачественный образование	4391
4391-N	4391-N-720089	недоброкачественный опухоль	4391
4391-N	4391-N-115278	злокачественный образование	4391
4391-N	4391-N-104030	злокачественный новообразование	4391
4391-N	4391-N-104029	злокачественный опухоль	4391
4391-N	4391-N-690810	раковый новообразование	4391
136064-N	136064-N-195308	рвота	136064
136064-N	136064-N-195311	блевота	136064
136064-N	136064-N-722161	сташнивать	136064
136064-N	136064-N-195309	блевать	136064
136064-N	136064-N-195310	блевание	136064
136064-N	136064-N-726090	рвотный акт	136064
135848-N	135848-N-741562	деформирующий артроз	135848
135848-N	135848-N-741561	остеоартроз	135848
135848-N	135848-N-194856	артроз	135848
10192-N	10192-N-120977	простатит	10192
10192-N	10192-N-196586	воспаление предстательный железа	10192
10192-N	10192-N-688401	воспаление простата	10192
144943-N	144943-N-688627	воспаление вена	144943
144943-N	144943-N-688611	флебит	144943
125387-N	125387-N-744516	бородавка на кожа	125387
125387-N	125387-N-170220	бородавка	125387
3338-N	3338-N-104883	клещевой энцефалит	3338
3338-N	3338-N-168313	таежный энцефалит	3338
110367-N	110367-N-196872	диарея	110367
110367-N	110367-N-736569	жидкий стул	110367
110367-N	110367-N-148244	понос	110367
110367-N	110367-N-722697	расстройство стул	110367
7392-N	7392-N-113141	тромбофлебит	7392
112670-N	112670-N-134394	ветряной оспа	112670
112670-N	112670-N-168507	ветрянка	112670
114938-N	114938-N-153418	снохождение	114938
114938-N	114938-N-141726	лунатизм	114938
114938-N	114938-N-153641	сомнамбулизм	114938
9683-N	9683-N-120975	синусит	9683
124613-N	124613-N-189827	мышечный некроз	124613
124613-N	124613-N-187794	отмирание	124613
124613-N	124613-N-168847	омертвение	124613
124613-N	124613-N-189826	некроз ткань	124613
124613-N	124613-N-189825	некроз	124613
110150-N	110150-N-142209	мигрень	110150
133318-N	133318-N-187499	одышка	133318
140909-N	140909-N-211764	атипичный пневмония	140909
140909-N	140909-N-155186	торс	140909
4779-N	4779-N-104076	зубопротезный помощь	4779
4779-N	4779-N-122308	зуботехнический работа	4779
4779-N	4779-N-215883	вставление зуб	4779
4779-N	4779-N-104074	зубной протезирование	4779
4779-N	4779-N-215882	вставка зуб	4779
4779-N	4779-N-104075	зубопротезирование	4779
4779-N	4779-N-705429	протезирование зуб	4779
114870-N	114870-N-150283	простукивание	114870
114870-N	114870-N-196330	выстукивание	114870
114870-N	114870-N-744711	перкуссия	114870
4392-N	4392-N-108141	опухоль	4392
4392-N	4392-N-188632	новообразование	4392
142357-N	142357-N-136761	депрессия	142357
142357-N	142357-N-181600	депрессивность	142357
142357-N	142357-N-216601	депрессивный расстройство	142357
142357-N	142357-N-181598	депрессивный состояние	142357
142357-N	142357-N-719530	нервный депрессия	142357
1056-N	1056-N-111920	спид	1056
1056-N	1056-N-104190	иммунодефицит человек	1056
1056-N	1056-N-712038	вич спид	1056
1056-N	1056-N-101566	вич-инфекция	1056
1056-N	1056-N-117578	синдром приобрести иммунодефицит	1056
110237-N	110237-N-720070	чувство боль	110237
110237-N	110237-N-122787	физический боль	110237
110237-N	110237-N-729477	болезненный ощущение	110237
110237-N	110237-N-133796	боль	110237
110237-N	110237-N-720073	ощущение боль	110237
110237-N	110237-N-720069	болевой ощущение	110237
110237-N	110237-N-123143	физический страдание	110237
9489-N	9489-N-119940	панкреатит	9489
9489-N	9489-N-679757	воспаление поджелудочный железа	9489
8804-N	8804-N-116629	простуда	8804
8804-N	8804-N-116327	простудный заболевание	8804
9023-N	9023-N-117556	малярия	9023
9023-N	9023-N-118905	малярийный инфекция	9023
109296-N	109296-N-129126	катар	109296
125067-N	125067-N-169647	аритмия	125067
125067-N	125067-N-744292	сердечный аритмия	125067
125067-N	125067-N-746531	перебой в ритм сердце	125067
125067-N	125067-N-746533	перебой в работа сердце	125067
125067-N	125067-N-744293	нарушение сердечный ритм	125067
8159-N	8159-N-102511	гомеопатия	8159
8159-N	8159-N-723986	гомеопатический лечение	8159
8159-N	8159-N-196582	гомеотерапия	8159
3214-N	3214-N-112140	столбняк	3214
141541-N	141541-N-213978	болезнь альцгеймер	141541
141541-N	141541-N-213981	синдром альцгеймер	141541
4325-N	4325-N-685086	отравление пищевой продукт	4325
4325-N	4325-N-685085	отравление пища	4325
4325-N	4325-N-685087	отравление продукт питание	4325
4325-N	4325-N-745294	пищевой токсикоинфекция	4325
4325-N	4325-N-108819	пищевой отравление	4325
4325-N	4325-N-745293	токсикоинфекция	4325
135455-N	135455-N-193480	удушье	135455
135455-N	135455-N-194903	асфиксия	135455
124412-N	124412-N-168462	метастаз	124412
109860-N	109860-N-154702	сыпь	109860
109068-N	109068-N-100392	аллергия	109068
109068-N	109068-N-122413	аллергологический реакция	109068
109068-N	109068-N-120651	аллергический заболевание	109068
109068-N	109068-N-122318	аллергический состояние	109068
109068-N	109068-N-100390	аллергический реакция	109068
151774-N	151774-N-738599	лежачий больной	151774
129712-N	129712-N-179372	варикоз	129712
129712-N	129712-N-179371	варикозный расширение вена	129712
129712-N	129712-N-179373	варикоз вена	129712
7528-N	7528-N-111095	сальмонеллез	7528
124454-N	124454-N-135700	высыпание	124454
124454-N	124454-N-741807	появление сыпь	124454
8509-N	8509-N-119867	ишемия	8509
8509-N	8509-N-753541	ишемический болезнь сердце	8509
8509-N	8509-N-115496	ишемический болезнь	8509
9473-N	9473-N-123597	анестезирование	9473
9473-N	9473-N-681010	анестезирующий действие	9473
9473-N	9473-N-100437	анестезия	9473
109334-N	109334-N-150452	прыщ	109334
109334-N	109334-N-707697	прыщик	109334
133856-N	133856-N-188711	речевой нарушение	133856
133856-N	133856-N-182520	дефект речь	133856
133856-N	133856-N-188702	нарушение речь	133856
133856-N	133856-N-741559	расстройство речь	133856
133856-N	133856-N-741560	речевой расстройство	133856
9400-N	9400-N-119852	миопия	9400
9400-N	9400-N-214399	минусовой зрение	9400
9400-N	9400-N-119679	близорукость	9400
8216-N	8216-N-107202	наркоз	8216
8216-N	8216-N-119899	общий анестезия	8216
153474-N	153474-N-749036	аневризма	153474
133077-N	133077-N-186709	обморок	133077
133077-N	133077-N-186711	обморочный состояние	133077
8883-N	8883-N-202275	лечение зуб	8883
8883-N	8883-N-116919	стоматологический помощь	8883
8883-N	8883-N-210407	зубоврачебный дело	8883
8883-N	8883-N-679464	лечение заболевание полость рот	8883
126870-N	126870-N-199333	кондом	126870
126870-N	126870-N-122638	презерватив	126870
109990-N	109990-N-136470	грудной жаба	109990
109990-N	109990-N-115497	стенокардия	109990
9407-N	9407-N-119686	гипертонический болезнь	9407
9407-N	9407-N-167620	артериальный гипертензия	9407
9407-N	9407-N-122281	гипертонический криз	9407
9407-N	9407-N-119856	гипертония	9407
110468-N	110468-N-146138	паранойя	110468
110468-N	110468-N-217332	параноидальный психоз	110468
8094-N	8094-N-106114	малокровие	8094
8094-N	8094-N-100435	анемия	8094
115124-N	115124-N-155376	тромбоз	115124
3729-N	3729-N-102286	гангрена	3729
3729-N	3729-N-747426	омертвение конечность	3729
124017-N	124017-N-167689	гельминт	124017
124017-N	124017-N-136060	глист	124017
124017-N	124017-N-136061	глиста	124017
136318-N	136318-N-187249	гемодиализ	136318
136318-N	136318-N-196875	диализ	136318
136318-N	136318-N-723375	почечный гемодиализ	136318
136318-N	136318-N-196876	диализ почка	136318
136318-N	136318-N-196878	почечный диализ	136318
127631-N	127631-N-175419	тошнота	127631
127631-N	127631-N-198860	подташнивание	127631
150035-N	150035-N-730046	свиной грипп	150035
5423-N	5423-N-104690	кариес	5423
3464-N	3464-N-108262	оспа	3464
9478-N	9478-N-119896	миома	9478
6259-N	6259-N-105720	лейкоз	6259
6259-N	6259-N-111164	миеломный болезнь	6259
6259-N	6259-N-110529	рака кровь	6259
6259-N	6259-N-100899	белокровие	6259
6259-N	6259-N-105719	лейкемия	6259
9493-N	9493-N-119963	холецистит	9493
115333-N	115333-N-182529	алкогольный психоз	115333
115333-N	115333-N-133462	белый горячка	115333
111428-N	111428-N-146384	перевязывание	111428
111428-N	111428-N-752058	перевязка рана	111428
111428-N	111428-N-146383	перевязка	111428
111428-N	111428-N-683979	наложение повязка	111428
9821-N	9821-N-121223	постельный режим	9821
119526-N	119526-N-712018	колющий боль	119526
119526-N	119526-N-183945	колотье	119526
146293-N	146293-N-704778	болезнетворный организм	146293
146293-N	146293-N-705250	возбудитель инфекция	146293
146293-N	146293-N-101907	возбудитель инфекционный болезнь	146293
146293-N	146293-N-138380	зараза	146293
146293-N	146293-N-121018	патогенный микроорганизм	146293
146293-N	146293-N-104374	инфекция	146293
146293-N	146293-N-121019	болезнетворный микроорганизм	146293
8510-N	8510-N-115503	гонорея	8510
8510-N	8510-N-155361	триппер	8510
112579-N	112579-N-119738	инфаркт	112579
126321-N	126321-N-167941	изжога	126321
109331-N	109331-N-158000	экзема	109331
109331-N	109331-N-709494	мокнущий лишай	109331
138079-N	138079-N-697868	фейслифтинг	138079
138079-N	138079-N-203255	подтяжка лицо	138079
9649-N	9649-N-120664	меланома	9649
9649-N	9649-N-120663	рак кожа	9649
4359-N	4359-N-136954	дифтерит	4359
4359-N	4359-N-103214	дифтерия	4359
143085-N	143085-N-671698	кифоз	143085
1062-N	1062-N-106266	медико-санитарный помощь	1062
1062-N	1062-N-187069	услуга здравоохранение	1062
1062-N	1062-N-121767	медицинский мера	1062
1062-N	1062-N-102049	врачебный помощь	1062
1062-N	1062-N-106313	медицинский уход	1062
1062-N	1062-N-120924	медико-оздоровительный услуга	1062
1062-N	1062-N-106318	медицинский наблюдение	1062
1062-N	1062-N-204004	медицинский обеспечение	1062
1062-N	1062-N-106282	медицинский помощь	1062
1062-N	1062-N-106322	медицинский обслуживание	1062
1062-N	1062-N-106276	медицинский деятельность	1062
1062-N	1062-N-106336	медобслуживание	1062
1062-N	1062-N-120929	медпомощь	1062
1062-N	1062-N-179891	медуслуга	1062
1062-N	1062-N-106294	медицинский услуга	1062
109333-N	109333-N-113343	угорь	109333
141530-N	141530-N-213950	парацетамол	141530
136420-N	136420-N-196856	дефибрилляция	136420
148386-N	148386-N-720121	чувство тяжесть	148386
148386-N	148386-N-720123	болезненный тяжесть	148386
148386-N	148386-N-155560	тяжесть	148386
148386-N	148386-N-720120	ощущение тяжесть	148386
111184-N	111184-N-133030	аппендицит	111184
109812-N	109812-N-195400	воспаление брюшина	109812
109812-N	109812-N-146855	перитонит	109812
136417-N	136417-N-196825	дерматит	136417
136417-N	136417-N-196826	воспаление кожа	136417
4030-N	4030-N-102401	гепатит	4030
4030-N	4030-N-137579	желтуха	4030
148622-N	148622-N-721401	кислородный терапия	148622
148622-N	148622-N-721402	оксигенотерапия	148622
148622-N	148622-N-721400	кислородотерапия	148622
132281-N	132281-N-184746	дисбактериоз	132281
129698-N	129698-N-729786	лечебный ванна	129698
129698-N	129698-N-134161	ванна	129698
147471-N	147471-N-670477	врожденный порок развитие	147471
147471-N	147471-N-123569	врожденный порок	147471
112450-N	112450-N-121954	абсцесс	112450
10123-N	10123-N-123051	пластический хирургия	10123
114693-N	114693-N-153862	спазма	114693
114693-N	114693-N-153861	спазм	114693
114693-N	114693-N-140503	конвульсия	114693
114693-N	114693-N-123458	судорога	114693
9050-N	9050-N-117626	кофеин	9050
9869-N	9869-N-121790	грыжа	9869
9869-N	9869-N-121791	грыжевой выпячивание	9869
144734-N	144734-N-174613	ожирение	144734
133287-N	133287-N-187448	прямой массаж сердце	133287
133287-N	133287-N-187447	массаж сердце	133287
136755-N	136755-N-197835	эмболия	136755
148860-N	148860-N-722703	остановка кровь	148860
148860-N	148860-N-722699	остановка кровотечение	148860
9805-N	9805-N-121609	инфузионный терапия	9805
9805-N	9805-N-121567	инфузия	9805
6962-N	6962-N-752094	пониженный слух	6962
6962-N	6962-N-178516	тугоухость	6962
6962-N	6962-N-115567	потеря слух	6962
6962-N	6962-N-214466	понижение острота слух	6962
6962-N	6962-N-178517	ослабление слух	6962
6962-N	6962-N-752093	нарушенный слух	6962
6962-N	6962-N-107259	нарушение слух	6962
6962-N	6962-N-116319	дефект слух	6962
6962-N	6962-N-118876	глухота	6962
4362-N	4362-N-104948	коклюш	4362
7000-N	7000-N-110317	работа в сверхурочный время	7000
7000-N	7000-N-111224	сверхурочный работа	7000
4705-N	4705-N-110234	психиатрический освидетельствование	4705
4705-N	4705-N-110230	психиатрический экспертиза	4705
3073-N	3073-N-114068	холера	3073
2283-N	2283-N-736273	хронический течение	2283
2283-N	2283-N-114105	хронический болезнь	2283
2283-N	2283-N-114106	хронический заболевание	2283
109020-N	109020-N-216538	кандидозный стоматит	109020
109020-N	109020-N-142403	молочница	109020
6161-N	6161-N-101001	биопсия	6161
8776-N	8776-N-116383	отит	8776
113568-N	113568-N-157498	чума	113568
110825-N	110825-N-145366	отек	110825
141880-N	141880-N-214959	газ в кишечник	141880
141880-N	141880-N-214958	метеоризм	141880
137570-N	137570-N-201733	плоскостопие	137570
113976-N	113976-N-152407	светолечение	113976
113976-N	113976-N-176715	фототерапия	113976
7514-N	7514-N-104195	иммунопрофилактика	7514
7514-N	7514-N-104184	иммунизация	7514
7918-N	7918-N-110258	психотерапия	7918
7918-N	7918-N-122059	психотерапевтический помощь	7918
108841-N	108841-N-124940	чесотка	108841
5567-N	5567-N-108465	паралич	5567
4035-N	4035-N-108073	онкологический заболевание	4035
4035-N	4035-N-690807	онкологический процесс	4035
4035-N	4035-N-690809	раковый процесс	4035
4035-N	4035-N-110554	раковый заболевание	4035
4035-N	4035-N-110528	рак	4035
4035-N	4035-N-690808	онкопроцесс	4035
4035-N	4035-N-121787	злокачественный процесс	4035
4035-N	4035-N-139698	канцер	4035
4035-N	4035-N-165070	онкозаболевание	4035
112828-N	112828-N-150677	радикулит	112828
111236-N	111236-N-103476	душевнобольной	111236
111236-N	111236-N-191666	психопатка	111236
111236-N	111236-N-184709	психический больной человек	111236
111236-N	111236-N-150489	психический больной	111236
111236-N	111236-N-191665	психопат	111236
4727-N	4727-N-113213	туберкулез	4727
9238-N	9238-N-118605	рахит	9238
137082-N	137082-N-199709	чешуйчатый лишай	137082
137082-N	137082-N-199708	псориаз	137082
153540-N	153540-N-749500	упражнение для растяжка	153540
153540-N	153540-N-749499	упражнение на растяжка	153540
153540-N	153540-N-167520	растяжка	153540
8705-N	8705-N-116192	катаракта	8705
8161-N	8161-N-188489	инфлюэнца	8161
8161-N	8161-N-102781	грипп	8161
144274-N	144274-N-736457	доброкачественный образование	144274
144274-N	144274-N-161613	доброкачественность	144274
144274-N	144274-N-681203	доброкачественный новообразование	144274
144274-N	144274-N-681202	доброкачественный опухоль	144274
6087-N	6087-N-119475	нейтронный терапия	6087
6087-N	6087-N-106043	лучевой терапия	6087
6087-N	6087-N-119245	медицинский рентгенорадиологический процедура	6087
6087-N	6087-N-106319	медицинский облучение	6087
6087-N	6087-N-713145	радиотерапия	6087
128086-N	128086-N-725862	полип слизистый оболочка	128086
128086-N	128086-N-148048	полип	128086
108862-N	108862-N-167895	воспалительный процесс	108862
