synset_id,sense_id,sense_term
5101-N,5101-N-201925,ПРИЕМНАЯ ДОЧЬ
5101-N,5101-N-113458,ПРИЕМНЫЙ РЕБЕНОК
5101-N,5101-N-212141,УСЫНОВЛЕННЫЙ РЕБЕНОК
10192-N,10192-N-120977,ПРОСТАТИТ
10192-N,10192-N-196586,ВОСПАЛЕНИЕ ПРЕДСТАТЕЛЬНЫЙ ЖЕЛЕЗА
10192-N,10192-N-688401,ВОСПАЛЕНИЕ ПРОСТАТА
150294-N,150294-N-731464,СМЕРТЬ ЧЕРЕЗ ПОВЕШЕНИЕ
150294-N,150294-N-146918,ПЕТЛЯ
150294-N,150294-N-170676,ПОВЕШЕНИЕ
3841-N,3841-N-104609,КАЛЬЦИЙ
6733-N,6733-N-118510,АКАДЕМИЧЕСКИЙ НЕУСПЕВАЕМОСТЬ
6733-N,6733-N-116351,НЕУСПЕВАЕМОСТЬ
6733-N,6733-N-103723,ЗАДОЛЖЕННОСТЬ
6733-N,6733-N-100312,АКАДЕМИЧЕСКИЙ ЗАДОЛЖЕННОСТЬ
114032-N,114032-N-200273,КРУЧИНА
114032-N,114032-N-737840,ТОСКЛИВЫЙ НАСТРОЕНИЕ
114032-N,114032-N-737843,ТОСКЛИВЫЙ ЧУВСТВО
114032-N,114032-N-159282,ТОСКЛИВОСТЬ
114032-N,114032-N-156794,ХАНДРА
114032-N,114032-N-743316,ТОСКА СМЕРТНЫЙ
114032-N,114032-N-744223,ТОСКА ЗЕЛЕНЫЙ
114032-N,114032-N-155193,ТОСКА
114032-N,114032-N-743317,СМЕРТНЫЙ ТОСКА
114032-N,114032-N-142071,МЕЛАНХОЛИЯ
9862-N,9862-N-121666,АДЕНОМА
108698-N,108698-N-728473,КАМУШЕК
108698-N,108698-N-109813,ПРИРОДНЫЙ КАМЕНЬ
108698-N,108698-N-720725,КУСОК ПОРОДА
108698-N,108698-N-728472,КАМЕШЕК
108698-N,108698-N-104613,КАМЕНЬ
148487-N,148487-N-104613,КАМЕНЬ
148487-N,148487-N-720724,КАМЕННЫЙ ПОРОДА
4740-N,4740-N-121789,ДИАБЕТ
4740-N,4740-N-211899,САХАРНЫЙ БОЛЕЗНЬ
4740-N,4740-N-111186,САХАРНЫЙ ДИАБЕТ
137116-N,137116-N-199890,НЕКРОФИЛЬСТВО
137116-N,137116-N-199889,НЕКРОФИЛИЯ
4362-N,4362-N-104948,КОКЛЮШ
136560-N,136560-N-197071,ХОЛЕСТЕРИН
6968-N,6968-N-102499,ГЛЮКОЗА
6968-N,6968-N-208506,ВИНОГРАДНЫЙ САХАР
114938-N,114938-N-153418,СНОХОЖДЕНИЕ
114938-N,114938-N-141726,ЛУНАТИЗМ
114938-N,114938-N-153641,СОМНАМБУЛИЗМ
126321-N,126321-N-167941,ИЗЖОГА
114032-N,114032-N-200273,КРУЧИНА
114032-N,114032-N-737840,ТОСКЛИВЫЙ НАСТРОЕНИЕ
114032-N,114032-N-737843,ТОСКЛИВЫЙ ЧУВСТВО
114032-N,114032-N-159282,ТОСКЛИВОСТЬ
114032-N,114032-N-156794,ХАНДРА
114032-N,114032-N-743316,ТОСКА СМЕРТНЫЙ
114032-N,114032-N-744223,ТОСКА ЗЕЛЕНЫЙ
114032-N,114032-N-155193,ТОСКА
114032-N,114032-N-743317,СМЕРТНЫЙ ТОСКА
114032-N,114032-N-142071,МЕЛАНХОЛИЯ
106676-N,106676-N-761365,ПРИВЫКАНИЕ К НОВЫЙ
106676-N,106676-N-188442,ПРИВЫКАНИЕ
133722-N,133722-N-188442,ПРИВЫКАНИЕ
111149-N,111149-N-139822,КАРОТИН
113507-N,113507-N-156985,ХРАПЕНИЕ
113507-N,113507-N-156984,ХРАП
136417-N,136417-N-196825,ДЕРМАТИТ
136417-N,136417-N-196826,ВОСПАЛЕНИЕ КОЖА
126009-N,126009-N-197567,ЭЛЕКТРОМАГНИТНЫЙ ИНДУКЦИЯ
126009-N,126009-N-197566,МАГНИТНЫЙ ИНДУКЦИЯ
126009-N,126009-N-171564,ИНДУКЦИЯ
5137-N,5137-N-100006,АБОРТ
5137-N,5137-N-714427,ПРОИЗВОДСТВО АБОРТ
5137-N,5137-N-109653,ИСКУССТВЕННЫЙ ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
5137-N,5137-N-119712,ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
112452-N,112452-N-196504,ГИПОВИТАМИНОЗ
112452-N,112452-N-195669,ВИТАМИННЫЙ НЕДОСТАТОЧНОСТЬ
112452-N,112452-N-132748,АВИТАМИНОЗ
106943-N,106943-N-101397,ВЕС
106943-N,106943-N-132767,АВТОРИТЕТ
106943-N,106943-N-134621,ВЛИЯНИЕ
149475-N,149475-N-726652,СИЛА ВЕС
149475-N,149475-N-101397,ВЕС
140481-N,140481-N-746477,ОБЩИЙ МАССА
140481-N,140481-N-746478,СУММАРНЫЙ МАССА
140481-N,140481-N-101397,ВЕС
140481-N,140481-N-141958,МАССА
140481-N,140481-N-209976,ФИЗИЧЕСКИЙ МАССА
140481-N,140481-N-209975,МАССА ФИЗИЧЕСКИЙ ТЕЛО
113098-N,113098-N-151368,РАССЕЯННЫЙ СКЛЕРОЗ
113098-N,113098-N-691943,МНОЖЕСТВЕННЫЙ СКЛЕРОЗ
5137-N,5137-N-100006,АБОРТ
5137-N,5137-N-714427,ПРОИЗВОДСТВО АБОРТ
5137-N,5137-N-109653,ИСКУССТВЕННЫЙ ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
5137-N,5137-N-119712,ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
9677-N,9677-N-121896,ЛЕКАРСТВЕННЫЙ КОРРЕКЦИЯ
9677-N,9677-N-121808,МЕДИКАМЕНТОЗНЫЙ КОРРЕКЦИЯ
9677-N,9677-N-105722,ЛЕКАРСТВЕННЫЙ ПОМОЩЬ
9677-N,9677-N-724956,ФАРМАКОТЕРАПИЯ
9677-N,9677-N-120919,МЕДИКАМЕНТОЗНЫЙ ТЕРАПИЯ
114938-N,114938-N-153418,СНОХОЖДЕНИЕ
114938-N,114938-N-141726,ЛУНАТИЗМ
114938-N,114938-N-153641,СОМНАМБУЛИЗМ
150611-N,150611-N-732885,РИНОПЛАСТИКА
150611-N,150611-N-732886,ПЛАСТИКА НОС
9070-N,9070-N-117649,СЕКСУАЛЬНЫЙ НАСИЛИЕ
9070-N,9070-N-210661,НАСИЛЬСТВЕННЫЙ ДЕЙСТВИЕ СЕКСУАЛЬНЫЙ ХАРАКТЕР
9070-N,9070-N-125376,ПОЛОВОЙ НАСИЛИЕ
106792-N,106792-N-155318,ТРЕПЕТ
106792-N,106792-N-154378,СТРАХ
106792-N,106792-N-133864,БОЯЗНЬ
119576-N,119576-N-155318,ТРЕПЕТ
119576-N,119576-N-730118,ТРЕПЕТ ВОЛНЕНИЕ
119576-N,119576-N-736833,ТРЕПЕТНОСТЬ
119576-N,119576-N-728623,ВНУТРЕННИЙ ТРЕПЕТ
114585-N,114585-N-155319,ТРЕПЕТАНЬЕ
114585-N,114585-N-155318,ТРЕПЕТ
114585-N,114585-N-736833,ТРЕПЕТНОСТЬ
616-N,616-N-115737,НЕДОМОГАНИЕ
616-N,616-N-156837,ХВОРЬ
616-N,616-N-106281,МЕДИЦИНСКИЙ ПАТОЛОГИЯ
616-N,616-N-103680,ЗАБОЛЕВАНИЕ ЧЕЛОВЕК
616-N,616-N-107470,НЕДУГ
616-N,616-N-174280,НЕЗДОРОВЬЕ
616-N,616-N-737136,БОЛЯЧКА
616-N,616-N-103678,ЗАБОЛЕВАНИЕ
616-N,616-N-118922,ОБЩЕСОМАТИЧЕСКИЙ ЗАБОЛЕВАНИЕ
616-N,616-N-120458,ПАТОЛОГИЯ
616-N,616-N-156832,ХВОРОБА
616-N,616-N-101075,БОЛЕЗНЬ
616-N,616-N-156836,ХВОРОСТЬ
111615-N,111615-N-103678,ЗАБОЛЕВАНИЕ
136064-N,136064-N-195308,РВОТА
136064-N,136064-N-195311,БЛЕВОТА
136064-N,136064-N-722161,СТАШНИВАТЬ
136064-N,136064-N-195309,БЛЕВАТЬ
136064-N,136064-N-195310,БЛЕВАНИЕ
136064-N,136064-N-726090,РВОТНЫЙ АКТ
107109-N,107109-N-194342,ХРИПОТА
107109-N,107109-N-157000,ХРИПЕНИЕ
107109-N,107109-N-156998,ХРИП
107109-N,107109-N-157004,ХРИПЛЫЙ ЗВУК
109988-N,109988-N-140951,КРОВОПОДТЕК
109988-N,109988-N-152829,СИНЯК
109988-N,109988-N-671477,ПОДКОЖНЫЙ КРОВОИЗЛИЯНИЕ
109988-N,109988-N-671478,ПОДКОЖНЫЙ ГЕМАТОМА
10199-N,10199-N-123831,БОЛЕЗНЬ ПЕЧЕНЬ
10199-N,10199-N-206195,ГЕПАТОПАТИЯ
10199-N,10199-N-123036,ЗАБОЛЕВАНИЕ ПЕЧЕНЬ
10199-N,10199-N-121352,ПЕЧЕНОЧНЫЙ НЕДОСТАТОЧНОСТЬ
147153-N,147153-N-711954,НЕРВНЫЙ АНОРЕКСИЯ
147153-N,147153-N-711953,АНОРЕКСИЯ
135771-N,135771-N-732523,ПРОВАЛ В ПАМЯТЬ
135771-N,135771-N-732524,ПРОВАЛ ПАМЯТЬ
135771-N,135771-N-196630,ПОТЕРЯ ПАМЯТЬ
135771-N,135771-N-732525,РАССТРОЙСТВО ПАМЯТЬ
135771-N,135771-N-196631,НАРУШЕНИЕ ПАМЯТЬ
135771-N,135771-N-194696,АМНЕЗИЯ
153575-N,153575-N-749812,СИДЯЧИЙ ОБРАЗ
153575-N,153575-N-749813,МАЛОАКТИВНЫЙ ОБРАЗ ЖИЗНЬ
153575-N,153575-N-756290,ГИПОДИНАМИЯ
153575-N,153575-N-749810,СИДЯЧИЙ ОБРАЗ ЖИЗНЬ
153575-N,153575-N-749811,МАЛОПОДВИЖНЫЙ ОБРАЗ ЖИЗНЬ
264-N,264-N-103544,ЖЕЛЕЗО
112452-N,112452-N-196504,ГИПОВИТАМИНОЗ
112452-N,112452-N-195669,ВИТАМИННЫЙ НЕДОСТАТОЧНОСТЬ
112452-N,112452-N-132748,АВИТАМИНОЗ
10085-N,10085-N-197155,ХИРОПРАКТИКА
10085-N,10085-N-122190,МАНУАЛЬНЫЙ ТЕРАПИЯ
106901-N,106901-N-145100,ОСМОТР
106901-N,106901-N-715694,ПРОИЗВОДСТВО ОСМОТР
106901-N,106901-N-139453,ИССЛЕДОВАНИЕ
106901-N,106901-N-144312,ОБСЛЕДОВАНИЕ
106901-N,106901-N-197374,ДООБСЛЕДОВАНИЕ
106686-N,106686-N-715693,ПРОИЗВОДСТВО ИССЛЕДОВАНИЕ
106686-N,106686-N-139146,ИЗУЧЕНИЕ
106686-N,106686-N-142703,НАБЛЮДЕНИЕ
106686-N,106686-N-139453,ИССЛЕДОВАНИЕ
25-N,25-N-107342,НАУЧНЫЙ ПРОИЗВЕДЕНИЕ
25-N,25-N-707269,ПРОИЗВЕДЕНИЕ НАУКА
25-N,25-N-139453,ИССЛЕДОВАНИЕ
25-N,25-N-107299,НАУЧНЫЙ ЛИТЕРАТУРА
25-N,25-N-123008,НАУЧНЫЙ СБОРНИК
25-N,25-N-107318,НАУЧНО-МЕТОДИЧЕСКИЙ ЛИТЕРАТУРА
134528-N,134528-N-191015,САЛЬМОНЕЛЛА
110417-N,110417-N-702073,ПОКРАСНЕНИЕ
110417-N,110417-N-151579,РДЕНИЕ
4521-N,4521-N-101283,ВАКЦИНОПРОФИЛАКТИКА
4521-N,4521-N-101280,ВАКЦИНАЦИЯ
4521-N,4521-N-179824,РЕВАКЦИНАЦИЯ
4521-N,4521-N-109737,ПРИВИВКА
4521-N,4521-N-110196,ПРОФИЛАКТИЧЕСКИЙ ПРИВИВКА
119918-N,119918-N-185801,НЕМНОГОСЛОВНОСТЬ
119918-N,119918-N-160641,МОЛЧАЛИВОСТЬ
119918-N,119918-N-753501,НЕМНОГОСЛОВИЕ
119918-N,119918-N-200328,НЕРАЗГОВОРЧИВОСТЬ
118453-N,118453-N-159025,МЯГКОТЕЛОСТЬ
118453-N,118453-N-153111,СЛАБОВОЛИЕ
118453-N,118453-N-184692,МАЛОДУШИЕ
118453-N,118453-N-159020,БЕЗВОЛЬНОСТЬ
118453-N,118453-N-169851,БЕЗВОЛИЕ
118453-N,118453-N-153116,СЛАБОСТЬ
118453-N,118453-N-159022,СЛАБОХАРАКТЕРНОСТЬ
5414-N,5414-N-117532,ПРОФИЛАКТИКА БЕРЕМЕННОСТЬ
5414-N,5414-N-105277,КОНТРАЦЕПЦИЯ
5414-N,5414-N-109611,ПРЕДУПРЕЖДЕНИЕ БЕРЕМЕННОСТЬ
139886-N,139886-N-124102,МЕРТВОРОЖДЕНИЕ
139886-N,139886-N-211422,МЕРТВОРОЖДЕННОСТЬ
9473-N,9473-N-123597,АНЕСТЕЗИРОВАНИЕ
9473-N,9473-N-681010,АНЕСТЕЗИРУЮЩИЙ ДЕЙСТВИЕ
9473-N,9473-N-100437,АНЕСТЕЗИЯ
117984-N,117984-N-141890,МАНИЯ
117984-N,117984-N-725983,МАНИАКАЛЬНЫЙ ПРИСТРАСТИЕ
117985-N,117985-N-725984,МАНИАКАЛЬНЫЙ СОСТОЯНИЕ
117985-N,117985-N-141890,МАНИЯ
2458-N,2458-N-720658,СЛУШАНЬЕ ДЕЛО
2458-N,2458-N-192589,ПРОЦЕСС
2458-N,2458-N-215645,ПРОЦЕСС ПО ДЕЛО
2458-N,2458-N-724958,РАЗБИРАТЕЛЬСТВО ДЕЛО
2458-N,2458-N-684066,РАССМОТРЕНИЕ В СУД
2458-N,2458-N-715120,РАССМОТРЕНИЕ ДЕЛО
2458-N,2458-N-110575,РАССМОТРЕНИЕ ДЕЛО В СУД
2458-N,2458-N-207929,РАССМОТРЕНИЕ СУД
2458-N,2458-N-211591,СЛУШАНИЕ В СУД
2458-N,2458-N-211590,СЛУШАНИЕ ДЕЛО
2458-N,2458-N-720659,СЛУШАНЬЕ В СУД
2458-N,2458-N-745419,СЛУШАНЬЕ ПО ДЕЛО
2458-N,2458-N-112303,СУД
2458-N,2458-N-112316,СУДЕБНЫЙ ПРАКТИКА
2458-N,2458-N-112334,СУДЕБНЫЙ РАЗБИРАТЕЛЬСТВО
2458-N,2458-N-112336,СУДЕБНЫЙ РАССМОТРЕНИЕ
2458-N,2458-N-211589,СУДЕБНЫЙ СЛУШАНИЕ
2458-N,2458-N-112350,СУДЕБНЫЙ ПРОЦЕСС
2458-N,2458-N-756984,ЧЕРЕЗ СУД
5390-N,5390-N-144786,ОПЕРАЦИЯ
5390-N,5390-N-689871,ОПЕРАТИВНЫЙ ЛЕЧЕНИЕ
5390-N,5390-N-113988,ХИРУРГИЧЕСКИЙ ОПЕРАЦИЯ
5390-N,5390-N-113990,ХИРУРГИЧЕСКИЙ ЛЕЧЕНИЕ
5390-N,5390-N-120132,ХИРУРГИЧЕСКИЙ ВМЕШАТЕЛЬСТВО
5390-N,5390-N-749313,ОПЕРИРОВАНИЕ
5390-N,5390-N-120094,ХИРУРГИЧЕСКИЙ МЕТОД
5390-N,5390-N-170749,ОПЕРАТИВНЫЙ ВМЕШАТЕЛЬСТВО
5390-N,5390-N-122245,ХИРУРГИЧЕСКИЙ КОРРЕКЦИЯ
5390-N,5390-N-120121,ХИРУРГИЧЕСКИЙ ПОМОЩЬ
114177-N,114177-N-142355,МОКРОТА
114000-N,114000-N-134603,ВЛАЖНОСТЬ
114000-N,114000-N-180256,ВЛАГА
114000-N,114000-N-142355,МОКРОТА
114000-N,114000-N-154718,СЫРОСТЬ
114000-N,114000-N-161291,ВОЛГЛОСТЬ
140415-N,140415-N-719788,ОСЛОЖНЕННЫЙ ТЕЧЕНИЕ
140415-N,140415-N-162543,ОСЛОЖНЕНИЕ
140415-N,140415-N-719782,ОСЛОЖНЕНИЕ ЗАБОЛЕВАНИЕ
140415-N,140415-N-209744,ОСЛОЖНЕНИЕ БОЛЕЗНЬ
111373-N,111373-N-204751,РАНЕНИЕ РАЗЛИЧНЫЙ СТЕПЕНЬ ТЯЖЕСТЬ
111373-N,111373-N-110557,РАНЕНИЕ
111373-N,111373-N-110556,РАНА
125365-N,125365-N-170166,БЕСПОМОЩНОСТЬ
125364-N,125364-N-170166,БЕСПОМОЩНОСТЬ
4359-N,4359-N-136954,ДИФТЕРИТ
4359-N,4359-N-103214,ДИФТЕРИЯ
5137-N,5137-N-100006,АБОРТ
5137-N,5137-N-714427,ПРОИЗВОДСТВО АБОРТ
5137-N,5137-N-109653,ИСКУССТВЕННЫЙ ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
5137-N,5137-N-119712,ПРЕРЫВАНИЕ БЕРЕМЕННОСТЬ
7506-N,7506-N-114743,ЭНЦЕФАЛИТ
7506-N,7506-N-102018,ВОСПАЛЕНИЕ МОЗГ
132988-N,132988-N-186540,ОБЕЗВОЖИВАНИЕ
149960-N,149960-N-150651,ПЯТНО
149960-N,149960-N-137886,ЗАГРЯЗНЕНИЕ
149960-N,149960-N-729582,ГРЯЗНЫЙ ПЯТНО
149960-N,149960-N-729583,ПЯТНО ГРЯЗЬ
107573-N,107573-N-203473,ПЯТНЫШКО
107573-N,107573-N-741555,ПЯТНО НА ПОВЕРХНОСТЬ
107573-N,107573-N-150651,ПЯТНО
107216-N,107216-N-104880,КЛЕЙМО
107216-N,107216-N-133597,БЕСЧЕСТЬЕ
107216-N,107216-N-735911,КЛЕЙМО НА РЕПУТАЦИЯ
107216-N,107216-N-735909,КЛЕЙМО ПОЗОР
107216-N,107216-N-147918,ПОЗОР
107216-N,107216-N-759618,ПОЗОРИЩЕ
107216-N,107216-N-735910,ПОЗОРНЫЙ КЛЕЙМО
107216-N,107216-N-150651,ПЯТНО
107216-N,107216-N-729589,ПЯТНО БЕСЧЕСТЬЕ
107216-N,107216-N-729588,ПЯТНО НА РЕПУТАЦИЯ
107216-N,107216-N-729591,ПЯТНО НА СОВЕСТЬ
107216-N,107216-N-729590,ПЯТНО ПОЗОР
107216-N,107216-N-154490,СТЫД
138996-N,138996-N-205665,МАЗОХИЗМ
121135-N,121135-N-163591,КЛЕПТОМАНИЯ
108350-N,108350-N-140386,КОЛПАЧОК
108350-N,108350-N-140382,КОЛПАК
113933-N,113933-N-140386,КОЛПАЧОК
113933-N,113933-N-140382,КОЛПАК
6962-N,6962-N-752094,ПОНИЖЕННЫЙ СЛУХ
6962-N,6962-N-178516,ТУГОУХОСТЬ
6962-N,6962-N-115567,ПОТЕРЯ СЛУХ
6962-N,6962-N-214466,ПОНИЖЕНИЕ ОСТРОТА СЛУХ
6962-N,6962-N-178517,ОСЛАБЛЕНИЕ СЛУХ
6962-N,6962-N-752093,НАРУШЕННЫЙ СЛУХ
6962-N,6962-N-107259,НАРУШЕНИЕ СЛУХ
6962-N,6962-N-116319,ДЕФЕКТ СЛУХ
6962-N,6962-N-118876,ГЛУХОТА
3729-N,3729-N-102286,ГАНГРЕНА
3729-N,3729-N-747426,ОМЕРТВЕНИЕ КОНЕЧНОСТЬ
133077-N,133077-N-186709,ОБМОРОК
133077-N,133077-N-186711,ОБМОРОЧНЫЙ СОСТОЯНИЕ
109961-N,109961-N-152991,СКОЛИОЗ
142838-N,142838-N-669951,ИНЦЕСТ
142838-N,142838-N-714436,КРОВОСМЕСИТЕЛЬСТВО
142838-N,142838-N-708034,КРОВОСМЕСИТЕЛЬНЫЙ КОНТАКТ
142838-N,142838-N-669952,КРОВОСМЕСИТЕЛЬНЫЙ СВЯЗЬ
142838-N,142838-N-669950,КРОВОСМЕШЕНИЕ
125387-N,125387-N-744516,БОРОДАВКА НА КОЖА
125387-N,125387-N-170220,БОРОДАВКА
126332-N,126332-N-176604,ПОЛОВОЙ БЕССИЛИЕ
126332-N,126332-N-751794,МУЖСКОЙ ИМПОТЕНЦИЯ
126332-N,126332-N-120454,ИМПОТЕНЦИЯ
151334-N,151334-N-116183,ИНСУЛИН
151334-N,151334-N-744019,САХАРОСНИЖАЮЩИЙ ПРЕПАРАТ
151334-N,151334-N-735837,ИНСУЛИНОВЫЙ ПРЕПАРАТ
8694-N,8694-N-116183,ИНСУЛИН
4684-N,4684-N-105390,КОРЬ
118308-N,118308-N-753196,ПЛОХОЙ НАСТРОЕНИЕ
118308-N,118308-N-155717,УГРЮМОСТЬ
118308-N,118308-N-195728,В ВОДА ОПУЩЕННЫЙ
118308-N,118308-N-142545,МРАЧНОСТЬ
118308-N,118308-N-159127,ПАСМУРНОСТЬ
118308-N,118308-N-154554,СУМРАЧНОСТЬ
9335-N,9335-N-119213,ИСКУССТВЕННЫЙ ВСКАРМЛИВАНИЕ
107254-N,107254-N-134719,ВОЗБУЖДЕННЫЙ СОСТОЯНИЕ
107254-N,107254-N-190035,РАЖ
107254-N,107254-N-134718,ВОЗБУЖДЕНИЕ
5796-N,5796-N-120274,ОТМОРОЖЕНИЕ
5796-N,5796-N-107788,ОБМОРОЖЕНИЕ
136615-N,136615-N-188050,МОРСКОЙ БОЛЕЗНЬ
9493-N,9493-N-119963,ХОЛЕЦИСТИТ
140909-N,140909-N-211764,АТИПИЧНЫЙ ПНЕВМОНИЯ
140909-N,140909-N-155186,ТОРС
117304-N,117304-N-153364,СМУЩЕНИЕ
117304-N,117304-N-201866,СМУЩЕННОСТЬ
149616-N,149616-N-727459,ПЕРХОТЬ
142817-N,142817-N-698191,ПЕДИК
142817-N,142817-N-669824,ПЕДОФИЛ
129712-N,129712-N-179372,ВАРИКОЗ
129712-N,129712-N-179371,ВАРИКОЗНЫЙ РАСШИРЕНИЕ ВЕНА
129712-N,129712-N-179373,ВАРИКОЗ ВЕНА
1056-N,1056-N-111920,СПИД
1056-N,1056-N-104190,ИММУНОДЕФИЦИТ ЧЕЛОВЕК
1056-N,1056-N-712038,ВИЧ СПИД
1056-N,1056-N-101566,ВИЧ-ИНФЕКЦИЯ
1056-N,1056-N-117578,СИНДРОМ ПРИОБРЕСТИ ИММУНОДЕФИЦИТ
3464-N,3464-N-108262,ОСПА
148860-N,148860-N-722703,ОСТАНОВКА КРОВЬ
148860-N,148860-N-722699,ОСТАНОВКА КРОВОТЕЧЕНИЕ
958-N,958-N-178545,ДВУОКИСЬ УГЛЕРОД
958-N,958-N-113299,УГЛЕКИСЛЫЙ ГАЗ
958-N,958-N-178546,УГЛЕКИСЛОТА
958-N,958-N-690923,ДИОКСИД УГЛЕРОД
9476-N,9476-N-141965,МАССИРОВАНИЕ
9476-N,9476-N-738911,МАССИРОВАНИЕ ТЕЛО
9476-N,9476-N-119892,МАССАЖ
137191-N,137191-N-218097,ТКАНЬ ДЛЯ ПЕРЕСАДКА
137191-N,137191-N-218093,ДОНОРСКИЙ ТКАНЬ
137191-N,137191-N-208564,ДОНОРСКИЙ ОРГАН
137191-N,137191-N-218094,ОРГАН ДЛЯ ПЕРЕСАДКА
137191-N,137191-N-218099,ОРГАН ДЛЯ ТРАНСПЛАНТАЦИЯ
137191-N,137191-N-218095,ТРАНСПЛАНТИРУЕМЫЙ ОРГАН
137191-N,137191-N-218096,ТРАНСПЛАНТИРУЕМЫЙ ТКАНЬ
137191-N,137191-N-200217,ТРАНСПЛАНТАТ
137191-N,137191-N-218098,ТКАНЬ ДЛЯ ТРАНСПЛАНТАЦИЯ
129363-N,129363-N-183276,ЗАТВЕРДЕЛОСТЬ
129363-N,129363-N-156062,УПЛОТНЕНИЕ
129363-N,129363-N-736154,МЕСТО УПЛОТНЕНИЕ
129363-N,129363-N-736155,МЕСТО ЗАТВЕРДЕНИЕ
129363-N,129363-N-138534,ЗАТВЕРДЕНИЕ
129364-N,129364-N-719901,УПЛОТНЕНИЕ ЖИЛЕЦ
129364-N,129364-N-156062,УПЛОТНЕНИЕ
112536-N,112536-N-156062,УПЛОТНЕНИЕ
112536-N,112536-N-738328,СТАТЬ БОЛЕЕ ПЛОТНЫЙ
112536-N,112536-N-738327,СТАТЬ ПЛОТНЫЙ
124391-N,124391-N-168421,УПЛОТНИТЕЛЬ
124391-N,124391-N-156062,УПЛОТНЕНИЕ
112535-N,112535-N-156062,УПЛОТНЕНИЕ
133288-N,133288-N-187449,ОСТАНОВКА СЕРДЦЕ
133288-N,133288-N-691488,ОСТАНОВКА СЕРДЕЧНЫЙ ДЕЯТЕЛЬНОСТЬ
116804-N,116804-N-748599,ЗАВЫШЕННЫЙ САМОМНЕНИЕ
116804-N,116804-N-152225,САМОМНЕНИЕ
116804-N,116804-N-748598,ЗАВЫШЕННЫЙ САМООЦЕНКА
125409-N,125409-N-726492,БИОЛОГИЧЕСКИЙ ПОЛЕ
125409-N,125409-N-170258,БИОПОЛЕ
125409-N,125409-N-195158,АУРА
637-N,637-N-109669,ПРЕСТУПЛЕНИЕ
637-N,637-N-208219,УГОЛОВЩИНА
637-N,637-N-113309,УГОЛОВНО-ПРАВОВОЙ ДЕЯНИЕ
637-N,637-N-113308,УГОЛОВНО-ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-167934,УГОЛОВНОНАКАЗУЕМЫЙ ДЕЯНИЕ
637-N,637-N-167933,УГОЛОВНО-НАКАЗУЕМЫЙ ДЕЯНИЕ
637-N,637-N-113318,УГОЛОВНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-122203,УГОЛОВНЫЙ ПРАВОНАРУШЕНИЕ
637-N,637-N-754674,СОДЕЯННОЕ
637-N,637-N-109683,ПРЕСТУПНОСТЬ
637-N,637-N-109682,ПРЕСТУПНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-109681,ПРЕСТУПНЫЙ ДЕЯНИЕ
637-N,637-N-109680,ПРЕСТУПНЫЙ ДЕЙСТВИЕ
637-N,637-N-702843,ПРЕСТУПНЫЙ ДЕЯТЕЛЬНОСТЬ
637-N,637-N-122875,ПОДСУДНЫЙ ДЕЛО
637-N,637-N-115257,ВОЛНА НАСИЛИЕ
637-N,637-N-176370,КРИМИНАЛ
637-N,637-N-116317,КРИМИНАЛИЗАЦИЯ
637-N,637-N-192496,ОБЩЕУГОЛОВНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-122086,ОБЩЕСТВЕННО-ОПАСНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-119210,КРИМИНАЛЬНЫЙ ДЕЯТЕЛЬНОСТЬ
637-N,637-N-119201,КРИМИНАЛЬНЫЙ СФЕРА
637-N,637-N-120539,КРИМИНАЛЬНЫЙ ПОСЯГАТЕЛЬСТВО
637-N,637-N-107895,ОБЩЕСТВЕННО-ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-192501,ОБЩЕСТВЕННО ОПАСНЫЙ ДЕЯНИЕ
637-N,637-N-122348,ОБЩЕСТВЕННО-ОПАСНЫЙ ДЕЙСТВИЕ
637-N,637-N-192498,КРИМИНАЛЬНЫЙ ПРЕСТУПЛЕНИЕ
637-N,637-N-119755,ОБЩЕСТВЕННО ОПАСНЫЙ ДЕЙСТВИЕ
637-N,637-N-119754,ОБЩЕСТВЕННО ОПАСНЫЙ БЕЗДЕЙСТВИЕ
637-N,637-N-120538,КРИМИНОГЕННЫЙ СФЕРА
637-N,637-N-118217,КРИМИНАЛЬНЫЙ ДЕЙСТВИЕ
637-N,637-N-125413,КРИМИНАЛЬНЫЙ СОБЫТИЕ
143344-N,143344-N-673697,ЦЕЛЛЮЛИТ
128653-N,128653-N-177031,МЕДЛИТЕЛЬНОСТЬ
128653-N,128653-N-177027,НЕТОРОПЛИВОСТЬ
128653-N,128653-N-177029,НЕСПЕШНОСТЬ
115626-N,115626-N-134808,ВОЛНЕНИЕ
115626-N,115626-N-720706,ВОЛНЕНИЕ ВОДА
106833-N,106833-N-730950,ЧУВСТВО ВОЛНЕНИЕ
