sentences,EF,INF,ADR,DI,Finding
I am concerned that it aggrivates my Rhinitis and swells the nasal passages.,0,0,1,0,0
"Ветряная оспа (простым языком ветрянка) - вирусное заболевание, вызываемое вирусом герпеса 3 типа.",0,0,0,1,0
Через день воспалилось горло.,0,0,1,0,0
"Надеюсь, гриппом болеть не буду.",0,0,0,1,0
but have gotten leg cramps with all & some hair loss with Mevacor.,0,0,1,0,0
"Вылечились, опять в сад с ИРС-19, но опять слегли, причем с сильным ринитом.",0,0,1,0,0
"Severe back pain, flank pain, hematuria, kidney failure.",0,0,1,0,0
"С одной стороны да, это опасная болезнь, которая не лечиться, но с другой вакцинация может её вызвать если ребёнок к этому чувствителен!",0,0,0,0,0
"Назначили ликопид после очень затяжной болезни, из-за пониженного иммунитета, с хроническим тонзилитом.",0,0,0,1,0
Although I complained to my doctor about the muscle and joint pain she insisted that I needed to take it so the fat would get out of my liver since my liver enzymes were elevated.,0,0,1,0,0
"My shoulder pain suddenly worsen, especially left side.",0,0,1,0,0
But have been complaining to my Dr for a while now of terrible muscle pain and nothing was mentioned that it could be Lipitor.,0,0,1,0,0
The stuff works; however it's changed my personality.,0,0,1,0,0
Muscle aches and pains.,0,0,1,0,0
"My knee swells with fluid, so that any movement causes excrutiating pain.",0,0,1,0,0
Применять спрей можно при любых воспалительных процессах носовой полости.,0,0,0,1,0
"but after this little episode, and after reading that it can cause heavy menstrual bleeding, i highly doubt this drug is the best fit for my problem!!",0,0,1,0,0
"It never occured to me that the pain began around the time I started taking Lipitor, when I was 36.",0,0,1,0,0
My joints quit aching and my cholestral went back up to 222.,0,0,1,0,0
"Когда в семье есть маленькие дети, стараешься подбирать средства от простуды наружного применения .",0,0,0,1,0
"Ну скажу так, смотря на всех деток которые уже разговаривали предложениями, то мы же говорили только отдельные слова, Сначала начала говорить нам воспитатель, что ребенок в таком возрасте должен уже говорить два и более слова в предложении, да и бабушки настаивали.",0,0,0,1,0
Sudden feelings of cramp like being punched in the stomach.,0,0,1,0,0
В саду отказывается есть и спать.,0,0,0,1,0
Орвирем нам помог уже несколько раз.,1,0,0,0,0
The only problem is I feel I have suffered memory loss and the ability to concentrate since taking this medication.,0,0,1,0,0
Will stop Lipitor for now and try to resume running -once my muscle pull heals and hopefully it won't recur.,0,0,1,0,0
"Have had problems with my hips and knees in the past but just within the last year I've been experiencing spasms in upper thighs, especially after doing anything physical.",0,0,1,0,0
Next the calf sensation turned painful at night and started increasing.,0,0,1,0,0
Extreme muscle weakness and thinking problems.,0,0,1,0,0
I then called my doctor and told him about my leg cramps and told me to stop taking the Lipitor and he was going to prescribe another drug.,0,0,1,0,0
"Two weeks after discontinuing mevacor, the muscle pain was very much improved (full range of motion took a year to recover); tremor disappeared; vision in eye awaiting cataract surgery improved to pre-Mevacor level (my eye surgeon said that he had seen existing cataracts made more severe by statins in other patients as well); noticed distinct improvement mental function in two weeks.",0,0,1,0,0
Flu-like symptoms and fatigue.,0,0,1,0,0
The last few days I have experienced swollen legs and ankles and a pain in my lower leg making it hard to get around.,0,0,1,0,0
brain fog mood swings .,0,0,1,0,0
I was on Voltaren for about 4 years and all of the sudden had a minor stroke and had blood clots that traveled to my eye.,0,0,1,0,0
"Перед сном и на утро сильно болели глаза, хоть волком вой.",0,0,1,0,0
"Extreme fatigue, general muscle aches, dark urine, burning back pain.",0,0,1,0,0
"Моя дочь очень часто болеет гнойной ангиной и врач посоветовал нам сдать кровь на вирус Эштейна Барра, мы сдали и анализ оказался положительным.",0,0,0,1,0
Препарат эффективен при любом виде герпетической инфекции - а их как известно целых восемь.,0,0,0,1,0
four months ago I noticed it was difficult for me to get out of bed.,0,0,1,0,0
"Many of the side effects have lifted however I am still experiencing sore and stiff hips, knees, ankles and feet.",0,0,1,0,0
"Swollen and stiff knees and elbows, mental distress, others that I am now only becoming aware of after reading many of these others testimonials.",0,0,1,0,0
Видимо какая то трава вызвала аллергию.,0,0,1,0,0
"increasing muscle pain in legs, right hip, depression.",0,0,1,0,0
Could NOT HOLD IT!,0,0,1,0,0
"Пегасис-это противовирусный препарат, который помогает избавляться от различных вирусов, в том числе и гепатита C который до недавнего времени считался неизлечимым.",0,0,0,1,0
"Он то да, притупил основные симптомы гриппа, но бороться с ним мне пришлось все-таки с помощью антибиотика.",0,1,0,1,0
The problem is if i stop arthrotec I become paralysed by back pain.,0,0,0,0,0
"Naseua, vomiting, cramps, dry eyes, loss of appetite.",0,0,1,0,0
"The cramps and tightness was sporatic from ankles, to calf to top of thigh then back of thigh, it didn't make sense as I hadn't done anything out of the ordinary to be feeling this way and it felt different than a overworked muscle type of pain.",0,0,1,0,1
"My Grandmother is in the hopital with side affect of a storke, the Dr now think that it could be a reaction to Lipitor that she has been taking.",0,0,1,0,0
Numbness and tingling on left side of face and left arm.,0,0,1,0,0
I COULD NOT WALK WITHOUT FALLING.,0,0,1,0,0
Doctor refering me to a nuerologist for twitching and light head.,0,0,1,0,0
I thought I was having a heart attack - went to emergency room.,0,0,0,0,1
При этом не справляется с поставленной перед ним задачей - ОРВИ.,0,0,0,1,0
The lipitor increased the pain tenfold.,0,0,1,0,0
"Then two days later, I had to stop using it because the pain was becoming unbearable.",0,0,1,0,0
"It kept getting worse and worse - legs began feeling very tired, couldn't go up stairs easily, had cramping events in my legs 3-4 times a day.",0,0,1,0,0
I have since been diagnosed with polymyositis .,0,0,0,1,0
Some muscle aches and pains which I didn't have before now seem to come and go.,0,0,1,0,0
"Now after getting the back pain when we doubled the dosage, I think it wasn't the flu but a reaction to the drug.",0,0,1,1,0
Sudden grabbing pain in ankle comes and goes.,0,0,1,0,0
Больше его использовать не буду .,0,0,0,0,0
As soon as stopped Lipitor immediately felt much better but degenerative back disease (MD said was due to aging) is still severe but improving somewhat.,0,0,1,0,0
The best way to describe it would be to say that I notice that I am not as smart as I use to be.,0,0,1,0,0
I would much rather put up with my debilitating chronic knee pain (waiting for surgery) than to ever take another pill.,0,0,0,0,0
Mild insomnia.,0,0,1,0,0
Общее впечатление : Препарат не эффективен RATING 2 NOTE,0,0,0,0,0
Общее впечатление : Замечательное средство против ОРВИ RATING 5 NOTE,0,0,0,1,0
Migranes stopped after stopping lipitor.,0,0,1,0,0
"Из-за частых простудных заболеваний ребенку в возрасте 3,5 лет педиатр назначил препарат Имунорикс.",0,0,0,1,0
No relief in pain.,0,0,0,0,0
occasionally some leg cramps (in lower left leg only) if taken too late in the day.,0,0,1,0,0
"Joint pain in spine, hips and elbows.",0,0,1,0,0
This side effect makes you feel like you are constantly wearing heavy socks and gloves.,0,0,1,0,0
"Пропили курс глицина, помогло немного.",1,0,0,0,0
"Slight muscle aches in my back in the morning when I first started taking it, but that passed with time.",0,0,1,0,0
"shrinking muscels,leg arms,neck vertgo from convusing neck muscels.",0,0,1,0,0
Higher cholesterol in those over 60 is now found to be PROTECTIVE particularly against stroke!.,0,0,0,1,0
"A week later the pain came back, my ankle hurt so much I could hardly make to work.",0,0,1,0,0
heel is hot and feels like i am walking on a stone.,0,0,1,0,0
"Over time however I have noticed the occassional muscle soreness, lower back pain and now a pain in my left hip.",0,0,1,0,0
My symptoms developed gradually enough that I assumed I was relapsing with rheumatoid arthritis -- I was astounded to find the problem was Lipitor.,0,0,0,1,0
Neuropathy in feet.,0,0,1,0,0
"Muscle tightness, cramping in legs and back.",0,0,1,0,0
My doctor dismissed the leg pain and said that kidney failure was unrelated.,0,0,1,0,0
"This is the result of taking 1 pill a day for 12 days: On day 3, I felt stabbing pain above a knee.",0,0,1,0,0
I was skeptical when my doctor asked me to try Arthrotec but my pain is totally under control without any apparent side effects.,0,0,0,0,0
"I am experiencing severe hip joint pain, thigh pain, severe thigh fatigue upon minimal exertion which is drastically impairing the ability to walk anything beyond a relatively short distance.",0,0,1,0,0
Burning feet especially at night.,0,0,1,0,0
"ive just stopped taking them,going to start high dose fish oil,coenzyme10,vit c and alpha lipoic acid and see what the next bloods say,please note other meds were taken at the same time as the lipitor- ramipril and metoptolol &acid reducers for gout,so anybodies guess?.",0,0,0,0,1
"Еще понравилось, что нет возростных, ограничений, подходит беременным.",0,0,0,0,0
"After 6 months cut dose in half, still calf pains once in a while.",0,0,1,0,0
"extremly bad pains in hands,arms,shoulders.",0,0,1,0,0
"Felt like it was burning my esophagus all the way down, then dry heaves once it hit my stomach.",0,0,1,0,0
I was at a local club about 2 months later walked into the toilet I'd been in there many times before but this I couldn't work out witch door to walk out(I think it also has an effect on your memory).,0,0,1,0,0
Did not associate foot pain or colitis with statin until reading of others with similar problems.,0,0,1,0,0
"Снотворным Рубикон ""Меласон"" я пользуюсь в то время, когда бывают трудные, напряженные дни и бывает порой такое, что трудно заснуть по ночам.",0,0,0,1,0
"Эта мазь нам всегда помогала, поэтому она всегда в моей сумочке.",1,0,0,0,0
"Способен вызвать сыпь, которая начинает чесаться и без приема других препаратов(против)аллергии, она не проходила никогда.",0,0,1,0,0
The first day it seemed to make all the pain of a muscle spasm in shoulder go away.,0,0,0,0,0
A terrible drug that caused me excrutiation pain at times throughout my entire body.,0,0,1,0,0
"Мне очень понравилось средство, у ребенка насморк, который 2 недели не проходил, прошел за 3 дня, я была удивленна, что перепробывали все и толку не было, а тут 3 дня и все.",1,0,0,1,0
"The thing is, if I were to stop taking zoloft today, it would be months before I felt the depression returning, and it would take months to get back to normal when I restarted zoloft.",0,0,0,1,0
"I am so glad I hit upon this site because my doc hasn't paid any attention to my complaints of charley horses in my feet, legs, abdomen, breasts, shoulders, sides.",0,0,1,0,0
Эффективны и нам они помогли в комплексе с другими лекарственными препаратами.,1,0,0,0,0
About two years ago I started waking up with significant congestion with clear phlem.,0,0,1,0,0
"Препарат глицин, 3 р. в день, мне назначал врач в комплексе с другими препаратами ( афобазол, фенибут), для снятия стресса, успокоения.",0,0,0,1,0
"I previously had pain in the other shoulder, elbow, and knee, but moved and had to get another MD.",0,0,0,0,0
I had kidney pain on the right side to the point I could not bend forwad.,0,0,1,0,0
Uterus contractions.,0,0,1,0,0
"Started with muscle pain and weakness, which I thought was due to my age and job.",0,0,1,0,0
"My heels hurt in the morning when I first get up, but the pain subsides once I take a few steps.",0,0,1,0,0
"Как и все препараты такого типа, вылечить простуду и уж тем более грипп, Лемсип не может, но снять симптомы этих заболеваний и вернуть к нормальной жизни вполне способен.",0,0,0,1,0
"I have vaginal bleeding, my cycle was back (I'm menopausal ), breast pain Other symptoms I have: erithema, my skin is so dry I have little cuts on my hands, I 'm sweating a lot (usually I don't), pruritus ani etc I took it 3 times: the first for 3 days, then I stopped because it didn't make great improvements and I had diarrhea.",0,0,1,0,0
"heavy aching legs, especially in the morning.",0,0,1,0,0
I lost all sexual desires and thoughts.,0,0,1,0,0
Кашель насморк.,0,0,0,1,0
"Headaches seem to be dissipating as well, and the extreme fatigue is disappearing.",0,0,1,0,0
Кстати таблетки помогли несколько уменьшить симптомы болезни.,1,0,0,0,0
"Выписывают детям при любой простуде, хотя особого действия я от них я не замечала, что ешь, что радио слушаешь.",0,0,0,1,0
"После первого применения, через некоторое время препарат вызвал рвоту, понос и боли в животике(понос и боль продолжается 3-й день уже)!!!",0,0,1,0,0
"Blured vision, chest pain, sore muscles.",0,0,1,0,0
"В какой-то мере Анаферон относится к гомеопатии, а такие препараты, как известно, действую очень медленно в плане лечения, но зато эффективно, заставляя организм бороться с вирусом самостоятельно.",0,0,0,0,0
"been off drug for almost 5 months muscel pain is gone strength has recovered to 25 percent of normal,fatigue and vertigo have lifted,cq10 may have helped.",0,0,1,0,0
One week ago I ran out of lipitor and after a few days found that my arm & elbow pain subsided.,0,0,1,0,0
"Although It works wonders for my back pain, it is not worth it to go through the uterus pain and cramping.",0,0,1,0,0
Sex drive has decreased too.,0,0,1,0,0
Two months ago my right heel became painful for no reason.,0,0,1,0,0
"Long story short, I was diagnosed with severe gastric distress (GERD) and with a ""gastric cocktail"" and a high octane prilosec, I had some serious relief and sent home.",0,0,0,1,0
"Family history of Heart desease, diabetes, and high blood pressure, all of which I have not inherited so far, thank G-d.",0,0,0,1,0
severe back pain in the mornings.,0,0,1,0,0
The ball of the foot would feel as if it was inflamed.,0,0,1,0,0
I am only taking 75 mg a day and it is wonderful for relieving all of my aches and pains.,0,0,0,0,0
very bad pain in my muscles.,0,0,1,0,0
Intense and constant pain in my legs and arms.,0,0,1,0,0
"After the pain intensified after it should have gone away, I became concerned.",0,0,1,0,0
After 2 1/2 years on it (10 mg/day) I developed serious muscle pain and restlessness in my legs which made it almost impossible to sleep.,0,0,1,0,0
"Depression,muscle pain,night sweats,lack of concentration,SUPER dry skin.",0,0,1,0,0
I stopped taking the Lipitor and the lower back pain in the morning disapeared.,0,0,1,0,0
insomia.,0,0,1,0,0
The blisterey rash on my arms and legs had me concerned even more.,0,0,1,0,0
Now the pain has gone into my shoulder and upper arm on my left side.,0,0,1,0,0
Constant leg pain.,0,0,1,0,0
Also; some diarrhea.,0,0,1,0,0
I thought I was going to have heart attack or stroke.,0,0,0,0,1
I put weight on suddenly for no reason and ringing in my left ear increased.,0,0,1,0,0
"During this time I experienced extreme pain in both shoulders, sometimes in the neck also, causing me to wake several times each night.",0,0,1,0,0
I felt general malaise and depression.,0,0,1,0,0
"Severe lethargy, general body pain, severe pain of the hip joint, limping now.",0,0,1,0,0
"Сказала, что с ним простуда проходит очень легко и быстро.",0,0,0,1,0
"Burning of tongue, dry throat and mouth.",0,0,1,0,0
"At that point, I started having terrible, migratory joint pain all over my body that was very distinct and pronounced.",0,0,1,0,0
Анаферон давала и при простудах и для профилактики.,0,0,0,1,0
"I am always tired, but I really don't know if this is caused by the medication.",0,0,1,0,0
И часто выбрать что-то хорошее не просто.,0,0,0,0,0
Over the past three years the drug has definately worked but I have developed almost a dibilitating problem with both of my arms.,0,0,1,0,0
The pain stopped within days.),0,0,1,0,0
Последний раз покупала за 35 грн.,0,0,0,0,0
I have no energy.,0,0,1,0,0
"Наконец пришла наша педиатр, посмотрев нас сказала, что ОРВИ лечение врачей скорой помощи велела продолжать.",0,0,0,1,0
every joint in my body is in pain some times the muscle and joints in my angles hurt so much I cant walk in four years time I have gone from an active agile person to an artritic old woman I have to take codine/4 every night just so I can go to sleep.,0,0,1,1,0
Температура поднималась только к вечеру.,0,0,0,1,0
"Stomach queasy, but very mild, and goes away.",0,0,1,0,0
I renewed the prescription and no sooner had I started taking it again that I felt the stiff joints return.,0,0,1,0,0
I am menstruating with heavy bleeding every 11 days.,0,0,1,0,0
Lack libido.,0,0,1,0,0
(80 degrees is already bad) Husband starts sweating alot.,0,0,1,0,0
sleeplesness along with fatigue and not being able to get out of bed in the morning.,0,0,1,0,0
"I am depressed because of the pain, I can't do what I want to do, I have headaches and can't go to work.",0,0,1,0,0
"appetite increase, stomach feels empty all the time.",0,0,1,0,0
In October/November I noticed my hands were nowhere near as strong as they once were - thought it was old age.,0,0,1,0,0
Now I am in servere pain everywhere and trouble sitting or standing or sleeping because staying still increases pain so I have to keep moving around.,0,0,1,0,0
"Если конечно боли не связаны с нарушениями работы желудочно-кишечного тракта (отравлениями, острыми кишечными инфекциями, застоями).",0,0,0,1,0
"Валерьянка противопоказана той категории людей, которые страдают депрессией и другими умственными расстройствами.",0,0,0,0,1
"Чтобы спокойнее пережить такие минуты, существует множество успокоительных препаратов.",0,0,0,1,0
Общее впечатление : плохой RATING 1 NOTE,0,0,0,0,0
Excessive gas another sympton which persists.,0,0,1,0,0
I had been taking arthrotec before for my knee pain and it helped me a lot.,0,0,0,0,0
Время использования: 2015,0,0,0,0,0
"fuzzy vision, bad because I only have vision in one eye.",0,0,1,0,0
Stopped taking lipitor and depression left within days.,0,0,1,0,0
Constipation and stomach aches.,0,0,1,0,0
"Спасает меня всегда, когда необходимо быстро встать на ноги.",1,0,0,0,0
"I have vaginal bleeding and my vaginal skin burns a lot, my cycle was back (I'm menopausal ), breast pain Other symptoms I have: erithema, my skin is so dry I have little cuts on my hands, I 'm sweating a lot (usually I don't), pruritus ani etc I took it 3 times: the first for 3 days, then I stopped because it didn't make great improvements and I had diarrhea.",0,0,1,0,0
От эффекта я обалдела.,0,0,0,0,0
"Ringing in the ears, memory loss.",0,0,1,0,0
I literally thought I was dying.,0,0,1,0,0
"But, I too have joint pain in my knees, hips, lower back, and shoulders.",0,0,1,0,0
"I have been taking simvostatin for about 5 years,,since March 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",0,0,1,0,0
"Если вам нужно быстрое выздоровление, то этот препарат поможет вам бытро и эффективно!",1,0,0,0,0
Когда поивляетса температура принимать их бесполезно.,0,1,0,1,0
Some values indicate liver disease.,0,0,1,0,0
"Пользы нет, зато для щитовидки вред!",0,1,0,0,0
And it damaged my liver.,0,0,1,0,0
HAD CONSTANT LOWER BACK PAIN.,0,0,1,0,0
"Стоит недешево, а эффекта - ноль.",0,1,0,0,0
"Doctor wanted me to start this medication, 5mg/day, along with Mavik 1mg for blood pressure (mine was already averaging 106/70)to prevent arterial damage due to my type 2 diabetes.",0,0,0,1,0
"Muscle pain in left elbow, pain in feet.",0,0,1,0,0
a little shortness of breath at times.,0,0,1,0,0
"Препарат приятный на вкус, растворяешь в воде, выпиваешь, прячешься под одеяло и потеешь, выталкиваешь все микробы на поверхность))) Общее впечатление : Помагает снять симптомы ОРВИ RATING 4 NOTE",1,0,0,1,0
Have been on this drug for about 3 years but for the last 18 months I've been having problems with various muscles.,0,0,1,0,0
"I came of LIPEX 3 weeks ago, muscles feel better, energy levels picking up, but hip pain still throbbing.",0,0,1,0,0
"Первый раз когда я заболела и начала его принимать в 2011 году, мне в принципе хватило одной таблетке, почувствовав симптомы простуды я выпила таблетку и на следующий день симптомов уже не было, но я все равно пропила курс как положено.",1,0,0,1,0
"My leg pain seemed to improve after about a week but did not go away, and has now worsened again.",0,0,1,0,0
"Скажу сразу, как сказала мне одна знакомая - медик, на Украине нет эпидемии полиомиелита, она лично читала документы, и отчеты.",0,0,0,1,0
"Does anyone else have the pain in their toes, feet and shins?.",0,0,0,0,1
"Eye sight appeared foggy when it was perfect before, some loss of hair, aches and pains in my back, a cough, sore ankles when I exercise.",0,0,1,0,0
"А я работаю в торговле, меня поймут наверное коллеги, бывают такие покупатели которых нужно терпеть, иногда хочется прям убить, но нельзя, нужно соблюдать субординацию, стрессоустойчивость, ведь мы сами пошли на эту профессию и должны относится к этому спокойно.",0,0,0,1,0
Общее впечатление : При первых признаках простуды -эффективен.,1,0,0,1,0
"Если пью 1 таблетку, то через некоторое время все равно просыпаюсь, то есть эффект не длительный.",1,1,0,0,0
С тех пор простуду лечу только им.,1,0,0,1,0
I thought I had the flu for the first week when I first started taking 10 mg. about two years ago.,0,0,0,1,0
Severe skin rash to my upper thighs .,0,0,1,0,0
"Сам сон прерывистый, с глюками.",0,0,1,0,0
"У меня ребенок сам по себе спокойный был, а тут начала давать пантогам, он начал орать, капризничать, не спать по ночам.",0,0,1,0,0
I also had stomach problems and pain.,0,0,1,0,0
"Конечно же не хотелось что-бы то ни было принимать, даже разрешенное к применению во время беременности, но тут ещё старшая дочь пришла с температурой из садика, это подтолкнуло меня быстрее идти в аптеку.",0,0,0,0,1
"Этой зимой, у моего малыша резались зубки и с высокой температурой, которая ничем не сбивалась, загремели в больницу.",0,0,0,1,0
painfull stiff joints pins and needles on right arm.,0,0,1,0,0
COULD NOT WALK AFTER 60 DAYS.,0,0,1,0,0
Seem to be developing sever heat intolerance.,0,0,1,0,0
"Получается производители солгали написав в побочных действиях, что аллергия редкий случай.",0,0,1,0,0
"Вылечился и остался доволен, мне вот не так сильно повезло.",1,0,0,0,0
Даже с валерьянкой можно переборщить и впасть в депрессию.,0,0,0,0,0
"Approximately 4 months following my surgery, I developed an abrupt and chronic pain in my arms, hands and the back of my upper legs (from buttocks to knees).",0,0,1,0,0
"He has reduced feeling below the knees, he has fallen 4 times.",0,0,1,0,0
Лично мне Антигриппин помог за 2 дня встать на ноги.,1,0,0,0,0
"I've been taking Liptor for about a year with no major side effects, but recently I have been experiencing a sore, tingly tongue(Glossitis) and have ruled out everything from toothpaste to spicy foods.",0,0,1,0,0
in the garden) or tried to get on a ladder I got foot/leg cramps.,0,0,1,0,0
"I HAVE BEEN ON LIPITOR, 10 MG FOR 1 1/2 YEARS NOW AND AM NOW EXPERIENCING ANKLE, CALF, THIGH PAIN.",0,0,1,0,0
My GP and the surgeon who says I now need surgery on both ankles for the inflammed bursae are reluctant to connect my pain and disability.,0,0,0,1,0
"Может, кому-то и помогает, но, если бы эффект был, то хотя бы какая-то часть детей меньше болела, а так, пьют его практически все, а все равно целыми садиками (детсадами) болеют с осени и почти до самого лета.",0,0,0,0,0
Big weight gain in stomach area.,0,0,1,0,0
What's with all these older people (70's)complaining about the lack of sex drive?,0,0,0,0,1
"Так что принимая эти свечи следите за ребеночком, если он склонен к диатезу.",0,0,1,0,0
"Also experiencing short term memory loss, irratibility and fatigue.",0,0,1,0,0
"Oh yes, and I also suffered from: Gas, Constipation, EXTREME FATIGUE, weight gain and bloating, and occassional bouts of diaharrea.",0,0,1,0,0
"Hair loss, insomnia, tinnitus, dysphagia.",0,0,1,0,0
"Now the top outer thigh muscle starts to feel very warm, then get numb and lastly it starts to feel very cool (Like the icy hot patch).",0,0,1,0,0
Edema of hands and ankles.,0,0,1,0,0
"Два дня Септефрил принимала, на ночь выпила Флю-колд, утром Амиксин, и что-то из них мне помогло.",1,0,0,0,0
Вызывает сонливость в течении дня.,0,0,1,0,0
Body aches.,0,0,1,0,0
"Severe muscle cramps, charlie horse in my calves and feet so bad at night that it brings me out of bed screaming.",0,0,1,0,0
Боль в голове не прошла.,0,1,0,1,0
just starting to feel tired this week after 3 weeks on the medication and that is the only bad side effect.,0,0,1,0,0
My total cholesterol did drop from 6.5 mmol/l to 3.6 but my HDL also dropped to below 1 mmol/l actually making my good/bad cholesterol ratio worse.,0,0,1,0,0
"Fever, sweats, chills.",0,0,1,0,0
"I have endometriosis, so I'm not sure if that is something that doesn't agree with arthrotec.",0,0,0,1,0
Таблетки циклоферон быстро борются с инфекциями.,0,0,0,0,0
Along with a tennis elbow type pain that runs down into my hand.,0,0,1,0,0
"It felt like I was having a baby and broke out in a cold sweat, shaking uncontrollably, nauseated, several bowel movements.",0,0,1,0,0
About 2 months ago while I first told my doctor I lost some body balance and it might be due to lipitor buy my doctor told me the side effect was most likely by some other reason(s).,0,0,1,0,0
"No fatigue, memory is back, knees still hurt, but hopefully, they rebound too.",0,0,1,0,0
"nausea, no sleep, bad dreams,muscle and joint pain, tiredness.",0,0,1,0,0
А на щеках выступило какое-то высыпание.,0,0,1,0,0
"Swollen , burning feet and ankles.",0,0,1,0,0
"Мазь нужно закладывать в каждую ноздрю на несколько часов, но обычно через минут 15-20 начинаются сильные выделения из носа и приходится его очищать.",0,0,0,1,0
I have never in my life had high blood pressure.,0,0,1,0,0
"ago, and my foot pain improved a lot, but I still have some daily pain and discomfort when I walk.",0,0,1,0,0
Daily headaches.,0,0,1,0,0
"Malaise, exhaustion, severe muscle pain, severe depression and anxiety.",0,0,1,0,0
Stopped because of HIGH CPK.,0,0,1,0,0
muscle twitches about the same.,0,0,1,0,0
"However, within days of starting lipitor, I started feeling the adverse side effects Depression, anxiety, spaced-out feeling, lack of concentration, insomnia which are pretty much how I felt when I was experiencing major depression.",0,0,1,1,0
Loosing days of work.,0,0,0,0,0
"I have also noticed slight neck pain, but that could have other causes like my varied exercise routine.",0,0,1,0,0
"Every time I stand up I have to hold onto something for fear of falling over, I feel sick and light headed and I get those waves of nausea where you suddenly feel all clammy.",0,0,1,0,0
Now I have been back on for another 6 months and the left shoulder is terribly painful.,0,0,1,0,0
К тому же еще и иммунитет повышают.,1,0,0,1,0
"Но уже на вторые сутки применения я стала чувствовать себя лучше, не скажу, что хорошо, но лучше.",1,0,0,0,0
My arms are so weak I can hardly lift them.,0,0,1,0,0
"After taking lipitor for 1 week, my resting pulse jumped to between 100 and 105, and I started experiencing dizziness, lack of energy (tireness), and unexplained sweating.",0,0,1,0,0
Numbness started in left toe & went to right toe then went to all toes.,0,0,1,0,0
Charley horses in the abdomen while toileting.,0,0,1,0,0
"Made a BIG improvement in cholesterol and triglycerides, but in the three years I've been on it have had extreme fatigue, muscle weakness, depression.",0,0,1,0,0
"It really helped with pain in hand & arm, but the agitation is unbearable.",0,0,1,0,0
"Не лучше ли обратиться к травам (хмель в подушку настои успокоительных трав, валериану и т. д)Мне очень помогла методика Сильва (медитация) при чем когда переживала большое горе, потерю родного человека ( не могла спать, страх).",0,0,0,0,1
"Also, I've always been prone to leg and foot cramps,(twice a year) and am experiencing Some additional cramping, mostly upon waking.",0,0,1,0,0
No muscle pain or side effects.,0,0,1,0,0
pain in my left leg and most of my joints.,0,0,1,0,0
At this stage it is not clear what is better of the two evils: Lipitor or High LDL?,0,0,0,1,0
"started having a severe sudden onset headache in the back of head, resulted in trip to DR, BP was extrememly high, and pulse was high as well, after three shots, and 3 clonidine to bring down bp was recommend to visit ER.",0,0,1,0,0
"The only side effect that I experienced was the hungry feeling in my stomach ;however I have no complaints, just praise !",0,0,1,0,0
Took one pill and 20 minutes later had intense pelvic and back pain.,0,0,1,0,0
some chest pain left side.,0,0,1,0,0
Vision reduced greatly.,0,0,1,0,0
"I realize that a knee replacement is inevitable, and I need the medication, but the stomach pains are aggravating although bearable.",0,0,1,0,0
"I don't even have high cholesterol, but my cardiologist suggested I take Lipitor as a preventitive treatment.",0,0,0,1,0
"Они, конечно дороже, чем отечественные аналоги, но, я думаю, качество немного лучше.",0,0,0,0,0
"Так как имела проблемы с засыпанием, повышенную активность в течение дня.",0,0,0,1,0
"I was 34 years old when I was hospitalized for nearly 1 month, leaving me permanently and totally disabled.",0,0,1,0,0
"Неоднократно обследовалась; аллергии, новообразований нет.",0,0,0,0,1
"rhabdomyolosis w/cpk of 14,600 in aug./2006.",0,0,1,0,0
"day two of taking the product, and I have pain and tingling in my fingers as well as a major sharp pain in the side, which could be of of many things including simply gas - a common problem as reported here.",0,0,1,0,0
"Рекомендовать его не стану, так как нам он не помогает и покупать его тоже не буду, скорее всего будем пробовать что-то другое!",0,1,0,0,0
It is now one year after stopping and I was diagnosed with ALS (which tests later verified was incorrect) and I think that I am beginning to improve in speech and swallowing.,0,0,0,0,1
"At 45 days, my facial paralysis is 99% gone, I wake rested, my back and hip pain are slowly improving and my overall mental wellbein.",0,0,1,0,0
Иногда казалось что вирусы привыкли к лекарству и попросту на него не реагируют.,0,1,0,0,0
"Я сразу заметила, что с препарат мне не подходит - появилась сильная отечность и заложенность носа.",0,1,0,1,0
"Aching over my entire body, extreme fatigue, stiffness when getting up in the morning or getting up after being off my feet for awhile.",0,0,1,0,0
"I was diagnosed with high cholesterol when I was 19, I'm now 38 and started on Lipitor when I was 31.",0,0,0,0,1
"Когда корочка отпала, остался маленький рубчик.",0,0,1,0,0
Но стоит она очень недешево.,0,0,0,0,0
Severe pain in left foot and third and fourth toes.,0,0,1,0,0
Can't hardly walk when I first get up from sitting short periods or in the morning.,0,0,1,0,0
I am feeling like an old lady and I'm only 54 and blamed all this on menopause or arthritis.,0,0,0,1,0
muscles on the sides of my back were constantly painful; I could not sleep even with ambien and melatonin.,0,0,1,0,0
Muscle Pain.,0,0,1,0,0
"Просто препарат хорошо улучшает кровообращение в голове, из за этого такой эффект наступает –просто принимать его надо пораньше, и тогда бессонницы не будет.",1,0,1,0,1
"Мазь имеет удобную упаковку, с широкой крышечкой, которая плотно закрывается, густую консистенцию, я использую ее ватной палочкой.",0,0,0,0,0
"Ongoing stomach problems, had to have an endoscopy to understand why so much pain.",0,0,1,0,0
