,id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
4772,313.0,47.0,EffexorXR.47,10.0,For the first two weeks I could not drive and could barely leave my bed.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
4248,1496.0,206.0,cymbalta.206,2.0,"I know that I cannot quit ""cold turkey"" as withdrawals are severe.",0,1.0,0,0,0.0,0,0.0,0,5.0,snri
4501,42.0,7.0,EffexorXR.7,5.0,"By the next morning, I would barely be able to get out of bed, had dizziness, brain zaps, nausea, headaches, excessive sweating/urination that often lead to dehydration, etc.",0,1.0,0,0,0.0,0,0.0,0,1.0,snri
445,446.0,71.0,lexapro.71,2.0,I spend most of my spare time in bed sleeping .,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4819,360.0,55.0,EffexorXR.55,1.0,"Felt like on an LSD badtrip, but way worse.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
452,453.0,71.0,lexapro.71,9.0,"I've been taking one antidepressant or another since 1989)  Prozac was my favorite, but it stopped working after 10 years.",0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1374,1375.0,201.0,lexapro.201,5.0,Even if I get 10 hours sleep.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
3961,1209.0,163.0,cymbalta.163,2.0,Was switched to Cymbalta.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
14,15.0,2.0,lexapro.2,3.0,PROBABLY PERMANENT!,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
5916,1457.0,218.0,effexorXR.218,6.0,"I was a little surprised that there were initial, noticeable effects in 30 minutes.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
945,946.0,141.0,lexapro.141,14.0,"Depression also runs in my family,my grandmother ,84, Has finally taken anti depressants.",0,0.0,0,0,1.0,0,0.0,0,4.0,ssri
4353,1601.0,219.0,cymbalta.219,4.0,"I am experiencing hair loss and am wondering what the cause may be-could be Cymbalta, could be my age/hormones, a vitamin I might need, winter.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
4204,1452.0,196.0,cymbalta.196,2.0,love love love this medicine its made a tremendous difference in my life it doesnt really do anything for my pain but helps alot for my depression and moods.,0,0.0,1,0,1.0,1,0.0,0,5.0,snri
360,361.0,58.0,lexapro.58,5.0,I have switched off to wellbutrin.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
5680,1221.0,185.0,effexorXR.185,3.0,do not wean off effexor too soon as i had one very bad day and experienced mild halloucinations,0,1.0,0,0,0.0,0,0.0,0,5.0,snri
4020,1268.0,171.0,cymbalta.171,5.0,I was Determined NOT to remain depressed so I first tried 1/2mg ativan followed by an additional dose of 60 mg of cymbalta.,0,0.0,0,0,1.0,1,0.0,0,4.0,snri
5522,1063.0,164.0,effexorXR.164,9.0,I know the pain is real.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4701,242.0,38.0,EffexorXR.38,5.0,"I AM WEENING MYSELF OFF NOW AND IT IS HELL I HAD TO QUIT MY JOB AND I HOPE TO GET THIS CRAP OUT OF MY SYSTEM, BEWARE!",0,1.0,0,0,0.0,0,0.0,0,1.0,snri
5217,758.0,119.0,effexorXR.119,8.0,"I may drink more than I did before, but still nothing serious, I do get a buzz quicker, but still would never have more than 1 drink through the week, or 2 or 3 on a Friday evening.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
3849,1097.0,145.0,cymbalta.145,7.0,I had the same thing with Lexapro along with some other things.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5843,1384.0,209.0,effexorXR.209,2.0,Tried alot of other meds.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5899,1440.0,215.0,effexorXR.215,5.0,"Paxil made me gain weight, and Prozach interfered with my sleep and didn't seem to do much.",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5888,1429.0,214.0,effexorXR.214,4.0,they took me off everything & started me on EFFEXOR XR.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
490,491.0,77.0,lexapro.77,4.0,Just switched to Pristiq and hope to get rid of weight and regain sexual desire.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
862,863.0,132.0,lexapro.132,1.0,"Dizziness, nausea, headache, foggy, loss of appetite, weight loss, increased irritability and anger,",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
1539,48.0,10.0,zoloft.10,5.0,"I had to have a heart cath, echo, stress echo and several other heart test.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
4778,319.0,47.0,EffexorXR.47,16.0,It nearly ruined my life.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
2181,690.0,120.0,zoloft.120,3.0,Zoloft is helping.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
2295,804.0,139.0,zoloft.139,8.0,"For the first couple of weeks, I'd get headaches and have mild nausea after taking the pill.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4399,1647.0,222.0,cymbalta.222,9.0,Things that I would obsess over before no longer are a concern.,0,0.0,1,0,1.0,1,0.0,0,5.0,snri
506,507.0,80.0,lexapro.80,2.0,I would say that the drug did remove the initial anxiety and depression I was feeling.,0,0.0,1,0,1.0,1,0.0,0,3.0,ssri
5581,1122.0,173.0,effexorXR.173,5.0,its took the edge off i dont have panic attacks really anymore but i still cant sleep at night and i still get very nervous when its unessecarymaybe a dosage increase is needed but i was on zoloft a few years ago and it made me feel like a zombie so in comparison its alot better i hope things work out.,0,0.0,1,0,0.0,0,0.0,0,4.0,snri
4769,310.0,47.0,EffexorXR.47,7.0,Even cutting the dose in half caused me to have SEVERE shocks all day long.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
4300,1548.0,213.0,cymbalta.213,4.0,I feel like i have found my light at the end of the tunnel.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
1113,1114.0,167.0,lexapro.167,2.0,I began taking Lexapro after giving birth to a premature baby.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
3696,944.0,124.0,cymbalta.124,7.0,but i hope with time it will help me.,0,0.0,0,0,0.0,0,0.0,1,3.0,snri
4514,55.0,10.0,EffexorXR.10,3.0,"No one ever told me even as I was seeing my psych and psychologists weekly, and my physician, that what I was experiencing could be from the drug.",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1197,1198.0,178.0,lexapro.178,5.0,Heart palpitations for 2 weeks.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
433,434.0,70.0,lexapro.70,3.0,I started on 10mg and continued to have anxiety so the dosage was increased.,0,0.0,0,1,1.0,1,0.0,0,3.0,ssri
1837,346.0,61.0,zoloft.61,6.0,"The ""speed"" side effect was very unusual, and I could see it casuing addiction in some people.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5229,770.0,121.0,effexorXR.121,10.0,Enjoy life however you can with whatever aid you need!  ,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
3853,1101.0,146.0,cymbalta.146,4.0,I have been on Cymbalta for 2 days and I can all ready feel the positive effects.,0,0.0,1,0,0.0,0,0.0,0,4.0,snri
4102,1350.0,183.0,cymbalta.183,3.0,I have been taking Cymbalta (60 mg once a day) since late December 2007)  I was amazed at how quickly it began to lift my mood.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
2366,875.0,150.0,zoloft.150,12.0,Anything over and it does not help(but I see many take it at higher dosage and my psych.,0,0.0,0,1,0.0,0,0.0,0,4.0,ssri
1896,405.0,75.0,zoloft.75,5.0,It could have been any ssri though.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
2321,830.0,143.0,zoloft.143,2.0,the irritablility is less than the irritability I had from PMS before taking zoloft.,0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
1102,1103.0,164.0,lexapro.164,6.0,At times I felt very anxious for no reason and at different times in the day but these negative side effects paled next to the depression i was stuck in before lexapro.,1,0.0,1,0,1.0,1,0.0,0,4.0,ssri
4390,1638.0,221.0,cymbalta.221,24.0,"For now it has drastically changed my life for the better, so I will just have to cross that bridge when I get there.",0,0.0,1,0,0.0,0,0.0,0,5.0,snri
5137,678.0,109.0,effexorXR.109,4.0,"After other patients' ratings and experiences, I learned about Trazadone, I started to sleep, complete with vivid detailed dreams.",0,0.0,0,0,0.0,0,0.0,1,3.0,snri
156,157.0,25.0,lexapro.25,3.0,"It's been four days since I discontinued, and I'm still wiped out and dizzy with flu-like symptoms.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
4297,1545.0,213.0,cymbalta.213,1.0,"nausea about 4 hours after taking the med lasting rest of the day,sweating in the face, severe constipation.",1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5871,1412.0,213.0,effexorXR.213,3.0,Constipation was a problem for a few weeks as well.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5166,707.0,112.0,effexorXR.112,1.0,The intial dry mouth and headache went away in a few days.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
643,644.0,99.0,lexapro.99,10.0,I had used Wellbutrin before and experienced more constructive energy.,0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
1281,1282.0,186.0,lexapro.186,2.0,I would not be here today if it weren't for Lexapro.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
1068,1069.0,160.0,lexapro.160,5.0,Used to have severe depression now i dont.,0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
4266,1514.0,209.0,cymbalta.209,2.0,Immediate relief from depression on the second afternoon.,0,0.0,1,0,1.0,1,0.0,0,5.0,snri
4552,93.0,15.0,EffexorXR.15,3.0,This drug should really be banned by the FDA.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5256,797.0,124.0,effexorXR.124,7.0,Totally worth any of the minor side effects I feel now.,1,0.0,1,0,0.0,0,0.0,0,4.0,snri
1204,1205.0,178.0,lexapro.178,12.0,Xanax was the godsend to get me through the side effects.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
330,331.0,53.0,lexapro.53,6.0,"I've always had somewhat of a sweet tooth, but now I crave peanut butter cups with a vengance- it is the only thing that still tastes good to me, But, I am also eating like crazy.",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
4321,1569.0,216.0,cymbalta.216,4.0,I am feeling wonderful now.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
2170,679.0,118.0,zoloft.118,5.0,2nd time on med in 1999 it seemed to not even touch my anxiety/depression.,0,0.0,0,1,1.0,0,0.0,0,4.0,ssri
1935,444.0,83.0,zoloft.83,2.0,"I find that I am constantly clenching my jaw and it feels ""funny"" when I yawn or smile.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
622,623.0,96.0,lexapro.96,4.0,"I liked the feeling I had while taking it, but what made me quit was the sexual side effects and a 15 pound weight gain in 3 months.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
5713,1254.0,192.0,effexorXR.192,2.0,Then hives at same time every day for no reason.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
4389,1637.0,221.0,cymbalta.221,23.0,"I don't know how I will ever get off this drug when the time comes, because of the withdrawals.",0,1.0,0,0,0.0,0,0.0,0,5.0,snri
5037,578.0,93.0,effexorXR.93,8.0,after a while though 150 started to lose its effectiveness and subsequently i got moved up to 225)  now i feel like an emotional wall.,1,0.0,0,1,0.0,0,0.0,0,3.0,snri
4067,1315.0,176.0,cymbalta.176,8.0,I hope everyone is finding healing even if it is not through this particular drug.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5091,632.0,102.0,effexorXR.102,2.0,It also made me sweat and feel hot a lot more often. ,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
3736,984.0,131.0,cymbalta.131,7.0,"Despite helping with anxiety, I just didn't feel like my mood was lifted sufficiently and that I almost didn't feel like myself anymore- almost just too calm (where I like certain of my manic traits).",0,0.0,1,1,1.0,1,0.0,0,3.0,snri
755,756.0,114.0,lexapro.114,9.0,"My emotions feel muted, and my former compulsiveness is replaced with listlessness.",1,0.0,1,0,1.0,0,0.0,0,4.0,ssri
518,519.0,81.0,lexapro.81,1.0,Dialated pupils.,1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
4737,278.0,43.0,EffexorXR.43,4.0,I did not take any of the effexor yesterday as I hope to just take Wellbutrin but I am even having trouble typing these comments because I did not have a dose of effexor in the past 24 hours.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
32,33.0,4.0,lexapro.4,1.0,Plenty!,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
4467,8.0,1.0,EffexorXR.1,8.0,Tobacco cravings were rampant.,1,0.0,0,0,0.0,0,0.0,0,1.0,snri
1157,1158.0,173.0,lexapro.173,3.0,"I am sleeping better than ever before, no pounding heart.",0,0.0,1,0,1.0,1,0.0,0,5.0,ssri
744,745.0,113.0,lexapro.113,2.0,i have no problems with all the people in stores and i can speak infront of people a lot easier then before.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
1413,1414.0,207.0,lexapro.207,10.0,That was a mistake.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
4793,334.0,49.0,EffexorXR.49,1.0,WORST WITHDRAWAL EVER.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
3688,936.0,123.0,cymbalta.123,4.0,"My mind raced at 100 miles a minute, but my body was exhausted, so sleep was slim.",1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4665,206.0,30.0,EffexorXR.30,5.0,Cost hundreds of dollars to find out this medicine was CRAP!,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
783,784.0,117.0,lexapro.117,6.0,I recommend Lexapro.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
5448,989.0,155.0,effexorXR.155,10.0,"But now you see where once I took 1 med for mood, I now need 3 .",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
229,230.0,36.0,lexapro.36,5.0,"I've heard great things about what this drug can do for depression, but the side effects are a real possibility.",1,0.0,0,0,1.0,1,0.0,0,1.0,ssri
857,858.0,131.0,lexapro.131,3.0,Would not recommend quitting cold turkey.,0,0.0,0,0,0.0,0,0.0,1,4.0,ssri
2217,726.0,127.0,zoloft.127,2.0,Though I do have extreme withdrawal symptoms if I skip more than one day.,0,1.0,0,0,0.0,0,0.0,0,4.0,ssri
408,409.0,66.0,lexapro.66,4.0,"Doctor gives me 20mg tablets, I cut them in half.",0,0.0,0,0,0.0,0,0.0,1,3.0,ssri
170,171.0,26.0,lexapro.26,10.0,Works on 30% of the people who take it after eight weeks.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
540,541.0,85.0,lexapro.85,1.0,"My blood pressure rose more than 10 points after taking the first Lexapro 10 mg. My normal BP is about 110/70, it rose to 134/88)  I cut down to 5 mg, and my blood pressure stayed at about 124/84 until about 4 days after stopping.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
2072,581.0,105.0,zoloft.105,5.0,"After 3 days stopping 100 mg a day, I should not have been behind the wheel.",0,1.0,0,0,0.0,0,0.0,0,4.0,ssri
3607,855.0,113.0,cymbalta.113,3.0,Stopped taking it and two weeks later still irregular.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
5409,950.0,149.0,effexorXR.149,7.0,But I will continue to take it for now and see what happens!,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
5181,722.0,114.0,effexorXR.114,4.0,I experienced loss of good judgement and loss of guilt when I started taking effexor xr.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
4538,79.0,14.0,EffexorXR.14,1.0,"Complete loss of sexual function, personality disorder, ""brain freeze"" (Google for more info); others too numerous to mention (and which I'm trying to forget!).",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
4408,1656.0,223.0,cymbalta.223,7.0,My Doctor which me to cymbalta because of the neuropathy pain I was having.,0,0.0,0,0,1.0,1,0.0,0,5.0,snri
1161,1162.0,174.0,lexapro.174,3.0,I'm relieved to see that a lot of you are reporting clenching of the jaw.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
4345,1593.0,217.0,cymbalta.217,3.0,I was very depresed and suicidal.,0,0.0,0,0,1.0,0,0.0,0,5.0,snri
5265,806.0,126.0,effexorXR.126,1.0,"Pupils dialated, a little shaky, I started at a low dose and quickly went to a high dose because it wasnt helping.",1,0.0,0,1,0.0,0,0.0,0,4.0,snri
4579,120.0,18.0,EffexorXR.18,14.0,I felt suicidal.,0,1.0,0,0,0.0,0,0.0,0,1.0,snri
1427,1428.0,208.0,lexapro.208,1.0,"some dizziness, nausea, tiredness.",1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
1616,125.0,20.0,zoloft.20,6.0,"I laid on my sofa for hours, sometimes awake, sometimes asleep, feeling nauseated and  listless.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
2063,572.0,104.0,zoloft.104,5.0,"I still feel like ""myself"" but just less miserable and irritable.",0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
564,565.0,88.0,lexapro.88,14.0,"I couldn't sleep at night but all I wanted to do during the day was sleep, I had no appetite.",0,1.0,0,0,0.0,0,0.0,0,3.0,ssri
5096,637.0,103.0,effexorXR.103,5.0,"Before Effexor XR, I tried: paxil, citalopram, sertraline and trazadone.",0,0.0,0,0,0.0,0,0.0,1,3.0,snri
5279,820.0,128.0,effexorXR.128,5.0,Tried Zoloft first but had no reaction.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1588,97.0,16.0,zoloft.16,4.0,"feeling really weird on it sevre visual disturbances and extreme weakness

.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
1222,1223.0,178.0,lexapro.178,30.0,I've gradually taken down the dose by 2.5mgs each month just to be sure I don't experience withdrawals and guess what?,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
5707,1248.0,191.0,effexorXR.191,2.0,Woozy feeling when I miss dosing.,0,1.0,0,0,0.0,0,0.0,0,5.0,snri
4613,154.0,23.0,EffexorXR.23,7.0,I basically did the same thing on a day where I had a big commitment to my kids and knew I couldn't miss it.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5396,937.0,147.0,effexorXR.147,3.0,I do not mind these as they are not bad enough to be particularly unpleasant.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
2245,754.0,131.0,zoloft.131,1.0,"Memory loss, sweating.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
2331,840.0,145.0,zoloft.145,1.0,"No noticeable side effects until dosage was increased from 50 to 100mgs, then I noticed decrease in sex drive and increase in weight gain.",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
4592,133.0,20.0,EffexorXR.20,1.0,"wight gain, water retention, vivd dreams/ nightmares, crying, shaking, brain tremors or shocks, ( iseriously do not know how to adequtly describe it but it is debilitating), leg twitching, arm twitching, blurred vision, eye strain, think things hapened that really din not!, believe dreams to be true the next day, crying, memory loss, confusion, my husband has no compassion to my withdrawal symptoms.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
1172,1173.0,175.0,lexapro.175,10.0,My depression is at an all-time low and my anxiety getting better.,0,0.0,1,0,1.0,1,0.0,0,5.0,ssri
1650,159.0,27.0,zoloft.27,3.0,"After the first 3 weeks, the nightmares began, and became increasingly gorey and horrific, to the point I would become paranoid.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
325,326.0,53.0,lexapro.53,1.0,"jaw clenching at night, teeth grinding, nausea, constipation, food cravings, weight gain, total loss of sex drive, inability to O, insomnia, loss of taste.",1,0.0,0,0,0.0,0,0.0,0,2.0,ssri
1051,1052.0,157.0,lexapro.157,8.0,"Each seems as real as the other, So bizarre!",1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
3955,1203.0,162.0,cymbalta.162,1.0,"Constipation, vivid dreams and restless sleep patterns.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4276,1524.0,210.0,cymbalta.210,8.0,I have been on it now for five weeks and feel great.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
4117,1365.0,184.0,cymbalta.184,6.0,I did a rapid decline on my cymbalta because I lost my insurance.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
2304,813.0,140.0,zoloft.140,1.0,"weight gain that I cannot shake, but other than that it is much easier staying on an even keel in my PM week, and my family doesn't have to tolerate an anxious B**** who wants nothing but to run away during that week. ",1,0.0,1,0,1.0,1,0.0,0,4.0,ssri
1196,1197.0,178.0,lexapro.178,4.0,I vomited for three days straight.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
620,621.0,96.0,lexapro.96,2.0,"After about the first 2 weeks, my moods leveled out, I felt mentally numb.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
1215,1216.0,178.0,lexapro.178,23.0,Then 5 the next week (those 2 weeks were the worst) then I worked up to 10mg.,0,0.0,0,1,0.0,0,0.0,0,5.0,ssri
3902,1150.0,154.0,cymbalta.154,1.0,nausea/ weight loss the first month.,1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1189,1190.0,177.0,lexapro.177,7.0,maybe it never will but Im hopeful.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
328,329.0,53.0,lexapro.53,4.0,"I do not feel any better, I still have anxiety, severe foul moods, complete negative outlook on life.",0,0.0,0,1,1.0,0,0.0,0,2.0,ssri
4283,1531.0,211.0,cymbalta.211,1.0,Dry mouth.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
897,898.0,136.0,lexapro.136,4.0,I find that at night I have a harder time falling asleep and then durring the day im exhausted.,1,0.0,0,0,0.0,0,0.0,0,4.0,ssri
3857,1105.0,147.0,cymbalta.147,4.0,"Decreased appetite, which is rather nice.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
1123,1124.0,168.0,lexapro.168,2.0,Loss of appetite.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
5143,684.0,109.0,effexorXR.109,10.0,"Thus, the dosage climb.",0,0.0,0,0,0.0,0,0.0,1,3.0,snri
5675,1216.0,184.0,effexorXR.184,3.0,Tried Effexor XR and depression gone (only normal ups and downs).,0,0.0,1,0,1.0,1,0.0,0,5.0,snri
1614,123.0,20.0,zoloft.20,4.0,I awoke on day 4 with nausea and listlessness.,1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
1590,99.0,16.0,zoloft.16,6.0,"if ur considering taking this drug , just don't .",0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
4519,60.0,10.0,EffexorXR.10,8.0,But I've gotten better ever since.,0,0.0,0,0,0.0,0,0.0,1,1.0,snri
5940,1481.0,221.0,effexorXR.221,4.0,only problem i can isolate during normal usage is blurred vision.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
5688,1229.0,188.0,effexorXR.188,2.0,Freaky dreams for a few months after starting it.,1,0.0,0,0,0.0,0,0.0,0,5.0,snri
2024,533.0,96.0,zoloft.96,1.0,"loss of sex drive, increase in anxiety.",1,0.0,0,1,1.0,0,0.0,0,3.0,ssri
4172,1420.0,191.0,cymbalta.191,7.0,"For example: my 8-year-old spilled a whole glass of coke in my car and my reaction was ""Oh well, let's clean it up.""",0,0.0,0,0,0.0,0,0.0,1,5.0,snri
5117,658.0,106.0,effexorXR.106,3.0,"I am now on 150mg, with hope that is will just get better.",0,0.0,0,0,0.0,0,0.0,1,3.0,snri
1235,1236.0,179.0,lexapro.179,8.0,Despite the many side effects I love this drug.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
4855,396.0,61.0,EffexorXR.61,3.0,One of the side effects is Alopecia.,1,0.0,0,0,0.0,0,0.0,0,1.0,snri
809,810.0,121.0,lexapro.121,7.0,"Over the 10 years, it has done a great job at lowering my anxiety and evening me out.",0,0.0,1,0,1.0,1,0.0,0,4.0,ssri
978,979.0,147.0,lexapro.147,2.0,Saved my life.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
1745,254.0,48.0,zoloft.48,3.0,I have people who work for me that have seen a change and don't know I am taking an anti-depressant.,0,0.0,0,0,0.0,0,0.0,1,2.0,ssri
4870,411.0,63.0,EffexorXR.63,2.0,Also had no sexual desire.,1,0.0,0,0,0.0,0,0.0,0,1.0,snri
1714,223.0,42.0,zoloft.42,7.0,"I was sleeping at least 9 hours a day and still felt tired upon waking, yawned throughout much of the day, However, over time I felt it was becoming less and less effective.",1,0.0,0,1,0.0,0,0.0,0,2.0,ssri
3909,1157.0,156.0,cymbalta.156,1.0,"Racing brain, not sleep well, dry mouth, sexual disfunction, bad memory, bad dreams, endless energy.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
4849,390.0,60.0,EffexorXR.60,1.0,"always tired but cannot sleep at night, i wake up every hour.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
4518,59.0,10.0,EffexorXR.10,7.0,"Said I was too severely ill for them to help me, NICE!",0,0.0,0,0,0.0,0,0.0,1,1.0,snri
1322,1323.0,193.0,lexapro.193,9.0,Crises are quickly put into perspective.,0,0.0,0,0,0.0,0,0.0,1,5.0,ssri
5875,1416.0,213.0,effexorXR.213,7.0,I was feeling normal.,0,0.0,1,0,0.0,0,0.0,0,5.0,snri
4341,1589.0,216.0,cymbalta.216,24.0,Lets all remeber to pray for our country and the economy.,0,0.0,0,0,0.0,0,0.0,1,5.0,snri
174,175.0,28.0,lexapro.28,1.0,"Racing heart, severe anxiety, panic, nausea, speeded-up metabolism.",1,0.0,0,0,0.0,0,0.0,0,1.0,ssri
1569,78.0,12.0,zoloft.12,9.0,Zoloft was prescribed to me to help with depression and if I knew that there were reported cases that this anti-depressant could increase the risk of suicide I NEVER would have agreed to take the medication.,0,0.0,0,0,1.0,1,0.0,0,1.0,ssri
5238,779.0,122.0,effexorXR.122,9.0,"However, I worry about the day when I decide to go off of them and determine if my depression is more chronic or clinical.",0,0.0,0,0,1.0,1,0.0,0,4.0,snri
5167,708.0,112.0,effexorXR.112,2.0,But my blood pressure (which had always been lo or lo normal) rose to 148/80 so I had to discontinue.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
2177,686.0,119.0,zoloft.119,4.0,I loved the way I felt while I was taking it.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
217,218.0,34.0,lexapro.34,2.0,i took the 10 mg once and a right now a week and a half later.,0,0.0,0,0,0.0,0,0.0,1,1.0,ssri
4842,383.0,59.0,EffexorXR.59,5.0,I felt like I was always in a bad hash high and scarily disconnected from my body.,1,0.0,0,0,0.0,0,0.0,0,1.0,snri
4666,207.0,31.0,EffexorXR.31,1.0,"Weight gain, increased appetite.",1,0.0,0,0,0.0,0,0.0,0,1.0,snri
690,691.0,106.0,lexapro.106,1.0,"First week; high, Second week; good mood, headaches, chest pains; third week; break through depression and fatigue, fourth week; still very tired, Doctor upped dose from 10 to 20mg and now I'm dreadfully zombie like.",1,0.0,0,0,0.0,0,0.0,0,3.0,ssri
3616,864.0,115.0,cymbalta.115,1.0,definatly get real nausious.,1,0.0,0,0,0.0,0,0.0,0,3.0,snri
5094,635.0,103.0,effexorXR.103,3.0,I guess that's because it's an effective anti-anxiety drug for me.,0,0.0,1,0,0.0,0,0.0,0,3.0,snri
2099,608.0,111.0,zoloft.111,1.0,had no negative side-effects and loved Seratraline.,0,0.0,1,0,0.0,0,0.0,0,4.0,ssri
1106,1107.0,166.0,lexapro.166,1.0,All side effects went away within 3 weeks.,1,0.0,0,0,0.0,0,0.0,0,5.0,ssri
5472,1013.0,158.0,effexorXR.158,6.0,Lol.,0,0.0,0,0,0.0,0,0.0,1,4.0,snri
3821,1069.0,142.0,cymbalta.142,1.0,"Possibly dry mouth (whatever that is exactly), drowsiness for the first few weeks.",1,0.0,0,0,0.0,0,0.0,0,4.0,snri
3973,1221.0,164.0,cymbalta.164,9.0,"So, I will stick with it and see how it works out.",0,0.0,0,0,0.0,0,0.0,1,4.0,snri
1862,371.0,66.0,zoloft.66,5.0,i generally became more optimistic and active.,0,0.0,1,0,0.0,0,0.0,0,3.0,ssri
