sentences,EF,INF,ADR,DI,Finding
Developed severn calf cramps after a couple of weeks on Lipitor where I could bearly walk and after talking to a friend he told me he was prescribed Lipitor and had developed leg cramps and his doctor switched drugs.,0,0,1,0,0
One of the symptoms of my disease is persistent insomnia from the age of 5.,0,0,0,1,0
"Disorentatation,trouble brathing, extreme hot, redness and swelling, itching, later abominal cramps.",0,0,1,0,0
After 2 months being on Lipitor I experienced extreme pain and loss of muscle in left leg.,0,0,1,0,0
Developed an Allergy to almost all groups of allergens.,0,0,1,0,0
"Hadn't realised it was related until I read this but I get the hunger pangs too, I'm assuming this is the acids and gas in your stomach constantly churning over that make you feel like you're hungry.",0,0,1,0,0
in my opinion too expensive for sea water.,0,0,0,0,0
"Increase in blood pressure from below normal to slightly above normal, lack of sexual desire.",0,0,1,0,0
"By the way, my relative emphasized that the drug helps her maintain clarity of thinking, really improves memory.",1,0,1,0,0
Pain in both elbows.,0,0,1,0,0
"I was prescribed by their doctor, ordered to take 3 times a day after meals, with the words that this drug is very effective against a sore throat.",0,0,0,1,0
"Severe back pain muscles pain loss of energy, depression.",0,0,1,0,0
terrible muscle pain terrible mood changes could hardly walk or lift my arms.,0,0,1,0,0
Indigestion - never had it before and stopped when I stopped taking the statin.,0,0,1,0,0
ALL AND SOME NOT NOTED - KIDNEY-METAL MOODS-ANZITY-SUGAR LEVEL DROPS - STOMACH ULCER-JOINT PAIN- MEMORY TROUBLE- PUT ON MORE MEDS- LIPITOR ADMITED TO GIVING KIDNEY TROUBLES TO ME -I TOOK OTHER S WITH SAME TROUBLES AND MORE.,0,0,1,0,0
I also take Atacand for high blood pressure - have been on that one for years.,0,0,0,0,1
"I have either a feature of the body, or a lack of vitamins, but in the spring I get a cold more often than at any other time of the year.",0,0,0,1,0
"I think it's higher these days, because I've been in menopause longer.",0,0,0,0,1
"There are many rashes that itch, it is better not to disrupt.",0,0,0,1,0
"The focus of the rash on the back, almost always in one place.",0,0,0,1,0
on 10mg tightness and fatigue in forearms and legs.,0,0,1,0,0
"If I tuck something under my arm, I get a charley horse in my side.",0,0,1,0,0
Within one day I felt the pain lessen.,0,0,0,0,0
"Lipitor did a wonderful job on my cholesterol but after about 4 weeks, I developed what I thought were strained muscles from exercise.",0,0,1,0,0
I can't deal with this gas much longer.,0,0,1,0,0
"Saw HELL a year, got off them, but again almost everything repeats, a vicious circle, how to break it?",0,0,0,0,0
"The first time I stabbed the course of Cortexin in Paul godek because the baby has learned to sit, but to sit samostoyatelno not even trying, learned to stand, but stand she wasn't trying too.",0,0,0,1,0
"In General, this is a good remedy for herpes, but it should be taken as a course.",1,0,0,1,0
I had rather risk living with a 228 cholesterol level than deal with the memory loss.,0,0,1,0,0
Not sure whether it is the Lipitor but I am now tired to the point of exhaustion.,0,0,1,0,0
"Give ""Anaferon"" -one for treatment, another for prevention.",0,0,0,1,0
Extreme gas in stomach and intestines for several days afterward.,0,0,1,0,0
"I have been taking 20mg of lipitor for 1 year, It has lowered my cholestrol to 225 but I cannot deal with the agony of constant gas and loose stools.",0,0,1,0,0
"If you start to have any muscle problems, quit the drug while you still have a chance.",0,0,0,0,1
Slight muscle soreness in arms and legs.,0,0,1,0,0
I managed to drink two ingavirin tablets.,0,0,0,0,0
"(I thought it might be the Advil I had taken earlier kicking in) However, several days later,had a flare with joint pain in wrist.",0,0,0,0,0
"Experienced lethargy, tingling in arms, trouble sleeping, irritability, anxiety, mild depression.",0,0,1,0,0
MY SCAPULA AND SHOULDERS FELT LIKE THERE WAS SOMETHING VIBRATING UNDER MY SKIN.,0,0,1,0,0
Difficulty with memory at times (i.e.,0,0,1,0,0
"I have some acid reflux thats developed over the last few years, which may not be related since it runs in the family.",0,0,0,0,0
I ask my Dr about my hairloss and spots on my body&was told [Your age]whenI lost my ability to walk very far I ask my pharmacist what drug if any would cause this she said stop the Lipitor and get to your Dr a.s.a.p.,0,0,1,0,0
After consulting with my doctor he told me to stop taking Lipitor until the pain went away and to start taking it after the pain was gone.,0,0,1,0,0
My bad levels have decreased but now I am afraid I may have nerve damage or liver problems and after reading this sites comments will stop taking Lipitor.,0,0,0,0,1
basically felt rotton all day long.,0,0,1,0,0
"I dont think anything will completely remove the pain, and maybe shouldnt since it helps you to know whats going on.",0,0,0,0,0
"My elder brother, who has expired 15 days back in the age of 54 years, was put on the same medicine for blood pressure in the age of 45 years which definitely resulted into causing him ALS in the last three years before his tragic death without any cure.",0,0,1,0,0
"Vertigo, room spinning , dizziness, nausea, vision problems - seeing two or three of everything.",0,0,1,0,0
"Me, too, the drug did not fit The time of use: 5",0,0,0,0,0
"was on 10mg for 6 months,increased to 40mg for 6 months,reduced back to 10mg (because high CPK level)for rest of time taking med.",0,0,0,0,0
Discontinued this drug because of the tiredness factor.,0,0,1,0,0
So don't get sick and if herpes suddenly got rather attack his eyes!,0,0,0,1,0
Chronic pain in all my joints and muscles.,0,0,1,0,0
Then stopped Lipitor 3 days ago and noticed a very significant mitigation of the pain - about 80% resolved already.,0,0,1,0,0
"Here's the difference, more expensive does not mean better.",0,0,0,0,0
"At first, I thought that this might be gout, because it runs in my family, and my toes swell up occasionally.",0,0,0,1,1
"After I quit taking it, I still have muscle weakness in my legs and pain when I sit down or stand from a sitting position.",0,0,1,0,0
Most cramping stopped within a couple of days but there was a long tail - it has only been in the last two years that all cramping stopped (having been off since 2005).,0,0,1,0,0
I even questioned her about the liver damage it can cause but she said it hardly ever happens.,0,0,0,0,1
"After almost 1 year on 10 mg/day, woke up one morning with right foot turned at right angle.",0,0,1,0,0
My depression did come on rather sudde.,0,0,0,1,0
Once I had a chance to make the mistake of trying to be treated kagocel from the flu.,0,0,0,1,0
"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance.",0,0,1,0,0
i already have anemia due to the gastric bleed.,0,0,1,0,0
"Aches and pain from head to toe, very grouchy.",0,0,1,0,0
"The worst of all was feeling like I was walking through waist-deep mud, I simply could not walk.",0,0,1,0,0
"Since muscle pain is a symptom of the flu , I explained the pain to myself by immunizing the body.",0,0,1,1,0
"15 minutes after taking , i experienced severe stomach cramping.",0,0,1,0,0
Both of my shoulders are still very messed up.,0,0,1,0,0
"First of all, I noticed severe lower back pain.",0,0,1,0,0
Then my neck started getting stiff and the muscles are like boards they're so tight.,0,0,1,0,0
I just got scared and threw out the remaining capsules.,0,0,0,0,0
The conclusion is that one antiviral agent can be taken no more than 2 times a year.,0,0,0,0,0
"In decreasing order of severity: Extreme vertigo, short term memory loss, tendonitisis in heels, calf leg cramps, muscle loss, severe tintitinitis (ringing in ears).",0,0,1,0,0
Have not been able to use my treadmill for a month due to phlebitis.,0,0,1,0,0
Used this drug exclusively for prescription.,0,0,0,0,0
I had muscle cramps and muscle pain.,0,0,1,0,0
I have had several boughts of severe muscle cramps that lead to dehydration.,0,0,1,0,0
Severe pain in my calf muscles in my legs started about 7 months after taking the drug.,0,0,1,0,0
"Felt generally terrible, flu like symptoms, lower back ache, irritable, no motivation, and pain in knuckles, neck, and both upper legs.",0,0,1,0,0
"On the evening of 4/30, I suddenly got some serious chest pains, an elevated heart rate (I was laying down with my husband and this was similar to an ""I just finished running!""",0,0,1,0,0
"However I gradually noticed that during the day I would get very tired, and have to sleep, and I spend a lot of time driving for work, and also my in sex drive became non-existant ( I`m also told very low levels of chloresterol levels does this ).",0,0,1,0,0
"However, for months I attributed all my pains to my busy schedule and my exercise routine.",0,0,0,0,0
"Before use, the solution must be stirred.",0,0,0,0,0
On 10 mg. didnt seem to have any side effects and my cholestrol went from 256 to 190 in 30 days-I was amazed but then after another month my cholestrol went back up to 235 and my doctor decided to bump up my dose to 20 mg. thats when the severe muscle pain started and very debillitating-I went to a rheumotogologist thinking it was lupus or fibromalgyia as i felt like I always had the flu and she took a blood test and said I had muscle damage from the Lipitor.,0,0,1,0,1
I could barely get out of bed in the morning or walk up stairs.,0,0,1,0,0
"vertigo caused by cramping neck muscels,all the leg symptons noted on thi sight,arm and total muscel weakness, could not walk for three weeks,depression,excessive sleep reqmt,hair loss,memory (sht term)loss,loss of sex drv.",0,0,1,0,0
IOne of the reasons I left my job is because I was so weak all the time and had difficulty walking and driving.,0,0,1,0,0
My doctor told me there was a remote possibility that the Lipitor was agravating the fibromyalgia.,0,0,0,0,1
"Lucetam was prescribed to me by a neurologist, for constant dizziness and normalization of blood pressure.",0,0,0,1,0
The cold developed at lightning speed and by the evening I just had a nosebleed and a headache.,0,0,0,1,0
I slowly started experiencing pain in one shoulder joint then the other.,0,0,1,0,0
I stopped taking lipitor now for 40 days and joint pain is slowly improving and not as bad.,0,0,1,0,0
I had vague muscle aches and almost overnight developed low back pain where I had to roll out of bed in order to stand up without pain.,0,0,1,0,0
Took this drug for three years right after it was released -- bottom line lost all ability to control hands and muscle weakness.,0,0,1,0,0
I'm concerned I have some kind of permanent damage to my muscles.,0,0,1,0,0
"Rash with blisters, severe muscle aches and joint pain, extremely tired feeling, no energy, after taking medicine for two weeks.",0,0,1,0,0
"And so the drug is very good and, importantly, not very expensive.",1,0,0,0,0
"muscle weakness causing nerve damage and imbalance; stiffness similar to arthritis, s l o w walking and numbness.",0,0,1,0,0
In the cream only natural components and it is important for children and any allergies.,0,0,0,0,1
I thought it was carpal tunnel syndrome.,0,0,0,1,0
Some swelling of the legs.,0,0,1,0,0
"Some added gas/wind, otherwise I put down the extra tiredness due to my age of 57; I know I'm not 21 anymore!.",0,0,1,0,0
"Tiredness, both physical and mental.",0,0,1,0,0
I thought I had a flu bug that just would not go away.,0,0,0,0,1
"Most of the side effects everyone else has: weak legs, muscle and back soreness, ears ringing, feel bad, all usually in the mornings.",0,0,1,0,0
Relieved pain very well.,0,0,0,0,0
A week later I had several (22) episodes of the body flushes (within a 5 hour period) which sent me back to the hospital.,0,0,1,0,0
Sleep is still a problem... but we don't give up.,0,1,0,1,0
Ingavirin didn't help me much.,0,1,0,0,0
"fatigue,neuropathy, taste perversion, back pain,suicidal depression,weight loss, paranoia,general change in personality.",0,0,1,0,0
"tiredness, some back pain.",0,0,1,0,0
I wake up each morning feeling paralyzed all over my body.,0,0,1,0,0
"Got shingles, and was told by a doctor the shingles resulted from the depletion of CoQ10 caused by the Lipitor.",0,0,1,0,0
"In 2004, I was accidentally diagnosed with hepatitis C during tests.",0,0,0,1,0
severe nausea dizziness terrible stomach pain.,0,0,1,0,0
"I have gout and had been attributing the joint pain to that, but after bloodwork, my rheumatologist said it was not gout!",0,0,1,0,1
Have well controlled diabetes through diet+exercise (<5.5 HbA1c)!,0,0,0,1,0
"I've been post-menopausal for five years and have now had a six day period with all the accompanying tender breasts, bloating, cramping etc I had only been taking on an ""as needed"" basis so one or two a day approx.",0,0,1,0,0
A few weeks after taking lipitor my ankles and the soles of my feet feels like I was walking on hot coals I blamed my new shoes i bought.,0,0,1,0,0
Reduced cholesterol levels to normal BUT since taking lipitor I've developed horrible pain in both shoulders and left knee.,0,0,1,0,0
I was advised by the pharmacy stopgripan.,0,0,0,0,0
"The drug is only for one time, it will help the body, but then there is no point in wasting money.",0,1,0,0,0
"Eczema on hands and feet, rash on upper left torso, depression.",0,0,1,0,0
"It improves memory, increases physical and mental ability.",1,0,0,0,0
"Have had more loose stools, but tolerable.",0,0,1,0,0
Exhaustion after exercise such as skiing or hiking.,0,0,1,0,0
Wife says that I am a lot grouchier since I started taking it.,0,0,1,0,0
"While your immune system not developed in a child, in my opinion, it is useless something to try it ""whip"".",0,0,0,0,1
A general 'scared' feeling and sitting very still in the hope it would go away.,0,0,1,0,0
"On the morning of severe headache, eyes very sore and greatly decreased pressure.",0,0,1,0,0
"But it didn't make me actually vomit, and the burning sensation went away quickly.",0,0,1,0,1
"Two children of different ages, this is no joke.",0,0,0,0,0
Extreme tiredness and flatulence.,0,0,1,0,0
I think they should be used as a last resort.,0,0,0,0,0
"After 15 minutes, it becomes much easier for me, relieves the temperature, the nose breathes, it lasts up to 3 hours for me, with a simple Pharmacitron(the temperature is very difficult to bring down).",1,0,0,1,0
"I am 41, male, taking no meds (except 72 hours of Lipitor), with no history of smoking, diabetes, etc This drug (or class of drugs) is potentially very nasty.",0,0,0,1,0
"To meet the drug had almost immediately after birth, as a small neurological problem was in the face.",0,0,0,1,0
Helped us overcome the disease faster.,1,0,0,0,0
sleepy all or most sf the time.,0,0,1,0,0
Constant sleepiness.,0,0,1,0,0
"On the recommendation of a pediatrician, I began to smear the child's nose before going out or before going to kindergarten in order to prevent viral infection and flu.",0,0,0,1,0
"I drank an antihistamine on the doctor's recommendation, trying to get him out of his mind as soon as possible and forget about this drug at all.",0,0,0,0,0
"While we were in the hospital, the doctor told us that it is after taking this drug that a lot of children are admitted to emergency hospitals with severe allergic reactions.",0,0,1,0,0
"After 4 uneventful years on Lipitor, I started having intense shoulder and upper arm pain.",0,0,1,0,0
Bad feeling of dread and depression.,0,0,1,0,0
If I knew I would have went to bed with a sore knee instead - it hurt less than the cramps.,0,0,1,0,0
Overall impression: did not fit,0,0,0,0,0
"However, I start splashing it on her at the very beginning, I suspect that if the runny nose was in full swing, it would be useless.",0,0,0,1,0
"We have been doing prevention for three years with the whole family, but recently it has not helped.",0,1,0,1,0
sadness.,0,0,1,0,0
"The child is already restless and restless, but here he goes mad, rages, hysterics, does not listen to anyone.",0,0,1,0,0
Sever muscle pain?tendons too.,0,0,1,0,0
Prescribed it for High Cholesterol (just under 6) Within 2 weeks had sore feet (Faciitis) and continued to get worse.,0,0,1,0,1
"We began to use it on Friday and immediately the fever, the next day improved the condition of the child, BUT on Sunday morning after the next administration the rash has gone.",1,0,1,1,0
"back pain, aching joints and muscles, flatulence and wind,hair loss.",0,0,1,0,0
Unable to control weight.,0,0,1,0,0
"I was advised the drug ""Piracetam"" by a friend, as very good for improving brain circulation.",0,0,0,0,1
"I wish I would have known the side effects when I started taking it, instead of dealing with extreme pain for so many years!.",0,0,1,0,0
"When I started Lipitor, Immediately had lower back pain, then pain in my thighs (muscle cramping).",0,0,1,0,0
Insomnia because can not sleep from pain.,0,0,1,0,0
My doctor tested me for arthritis and other problems and all tests came back normal but thank goodness she took me off the Lipitor.,0,0,0,0,1
"I took myself off it 4 months ago, and am still in pain and cannot sleep well at night.",0,0,1,0,0
"And with half a pill of donormil, the next morning I experienced a hangover, which I last had 35 years ago in my Teens.",0,0,1,0,0
"tingling extremities, bruising, insomnia.",0,0,1,0,0
"I called the doctor to the house and put a candle in front of her, it happened as it should-diarrhea.",0,0,1,0,0
"In the morning, the child woke up all hot, screaming, the temperature was 38.",0,0,1,1,0
"slight flush, sedation, bed wetting.",0,0,1,0,0
"When the reception scheme is followed, it really helps.",1,0,0,0,0
"feelings of fatigue,muscle and joint pain,insomnia.",0,0,1,0,0
In November of 2005 I was prescribed Lipitor for elevated cholesterol.,0,0,0,0,1
"My blood reports were at critical levels, BP was very low 98/60, fever for over 6 weeks, weight loss of 10 lbs.,yellow color to my skin, couldn't walk straight,prostate infection, sweating, nausea, pain in stomach & back, urination effected, hoarseness/coughing, heart racing, disoriented.",0,0,1,0,0
This ointment was once bought by my mother when I caught a cold.,0,0,0,1,0
"The strangest thing is that the drug altevir is also an active substance, and there is a large list of side effects, but here only itching and allergies.",0,0,0,0,1
anyone switch to a different statin drug that did not cause loose stools and constant gas?.,0,0,1,0,0
"zetia gave me chest tightness, headache.",0,0,1,0,0
Now I have Rheumatoid Arthtitis.,0,0,1,0,0
"Before sending the child to kindergarten, I decided to strengthen his health and immunity a little, as everyone knows, ""went to the garden - started to get sick"".",0,0,0,0,1
"I saw them already two years ago, it was the same only paparat called groprinosin, after he had herpes on my lips in 2 days.",0,0,1,0,0
"After taking the drug, sleep came quickly enough-in 15-20 minutes.",1,0,0,1,0
"Within a week or two of taking the prescribe dose, I began developing something I never had before: eczema.",0,0,1,0,0
The patient warning indicates that this drug can cause an abortion.,0,0,0,0,0
"The effects diminished each day (I have pain almost all the time) and now my face and fingers are swollen and I am short of breath, cramping and bloated.",0,0,1,0,0
"depression, exercise intolerance, muscle weakness, memory problems, including 2 periods of amnesia, each lasting several hours, nausea and vomiting.",0,0,1,0,0
"Frequent headaches and stomache aches, daily.",0,0,1,0,0
Legs would go wobbly after one flight of stairs.,0,0,1,0,0
So I don't see any effect from this medication.,0,1,0,0,0
muscular pain in the back.,0,0,1,0,0
"As time has passed, I have developed foot, shin, knee, thigh and hip pain.",0,0,1,0,0
"It's destroyed my self-confidence, my sex life, my business.",0,0,1,0,0
Severe muscle pain.,0,0,1,0,0
"severe edema with swelling of limbs, vision problems, weakness, muscle pain, rhabdomyolysis/muscle loss, rapid pulse, cough, poor coordination while walking, dizziness, difficulty sleeping, increased sensitivity to other drugs, sweating, nausea, frequent headaches, numbness/tingling?aching/ heavy feeling in limps, difficulty walking due to swelling in legs and problems with coordination, fatigue, increased.",0,0,1,0,0
heel pain goiing into my ankle.,0,0,1,0,0
My period ended last week and this med made me have another one!.,0,0,1,0,0
unbearable stomach cramps on the fifth day -- vomiting for about 7 hours straight until I went to the Emergency Room.,0,0,1,0,0
"I had an extreme reaction - tunnel vision, vertigo, tingling and numbness (hands, legs, face), complete weakness in the right side of my body including loss of strength, and what I term as complete body flushes (like a hot flash without the hot).",0,0,1,0,0
"For prevention, I took another pill, and now I always carry ""Rinza""with me, you never know what.",0,0,0,1,0
pain in the back in shoulder muscles.,0,0,1,0,0
BECAUSE OF HEART DISEASE THE DOCTOR WANTED MY CHOLESTEROL DOWN TO 150 IT WAS AROUND 200.,0,0,0,1,0
My knee hurt.,0,0,1,0,0
"After they finished taking neootropic drugs, the neuropathologist advised them to leave kindinorm and take it for another month.",0,0,0,0,0
"Please be carefull with this drug and watch for all types of body pain,.",0,0,1,0,0
"It did lower my cholesterol, but I became so depressed that I called my doctor and told her I refused to take it anymore.",0,0,1,0,0
Of late I have ben getting pain on the sole of my feet and find it dificult to stand or walk for too long.,0,0,1,0,0
"followed by ulceration of the osophragus,and stomach, and possibly the gut.",0,0,1,0,0
"Jaundice,right upper quadrant abdominal pain,very elevated liver function tests,itching of the skin,weakness,loss of appetite.",0,0,1,0,0
"It turned out to be ineffective, although my daughter did not have any side effects from it.",0,1,0,0,0
I would rather take the risk of elevated lipids!.,0,0,0,0,1
"I once took barboval-It is a good sedative that calms a person in a depressed state, in mental disorders, and restores him to a normal state.",1,0,1,1,0
"false full feeling, very poor appetite.",0,0,1,0,0
"Overall impression: Expensive, painful for the child-zero effect!",0,1,0,0,0
"Immediately afterward side effects increased dramatically, severe muscle pain, burning, cramps, exhaustion, mild nausea, inability to concentrate.",0,0,1,0,0
After to Lower back surgeries and intense daily pain I am so relieved to get so rest.,0,0,0,0,0
I was also joking about developing alzheimers but was really terrified of my memory problems and slurred speech!,0,0,1,1,0
"Headaches,body aches,joint stiffness,bloating,excessive gas,cramping,irritability.",0,0,1,0,0
"For the first time, the child drank ""Amizonchik"" as an antiviral and an antibiotic, since they were treating bronchitis, but the child began to have diarrhea, and the doctor replaced the antibiotic and canceled Amizonchik.",0,0,1,1,0
"I heard information that it has a bad effect on memory, but I didn't notice.",0,0,0,0,1
"I have ongoing muscle pain in my biceps, worse when I have to keep them flexed for a bit and then straighten the arm out.",0,0,1,0,0
"Initially appeared on the face in about an hour the rash was on my chest, then back, and then appeared on his hands for a few hours.",0,0,1,0,0
"Severe chronic fatigue, muscle weakness, problems with memory, concentration.",0,0,1,0,0
"Within two weeks of this sudden increase in pain, I was waking me up at night in pain.",0,0,1,0,0
"For about 15 months I experienced SEVERE fatigue, and initially for about three months very bad headaches which diminished in intensity but never completely went away.",0,0,1,0,0
I have been off of it for 4 days and can barely walk.,0,0,1,0,0
"However, I have noticed in the ""patient info"" they give with my Rx that now warnings of NSAID's causing heart attacks and strokes are written where they were not before when I started this Rx.",0,0,0,0,1
A cold on the lips is my punishment from an early age.,0,0,0,1,0
I fail to comprehend why this medication is still permitted to be on the market as there is evidence that those who have been on long term have suffered irreversible muscle damage plus other permanent side effects.,0,0,0,0,1
I ask my doctor about these pains months ago and he said lipitor would not cause my problems.,0,0,1,0,0
In my 11th year I have now developed Tinnitus (ringing in the ears) as well as still all the above side effects.,0,0,1,0,0
"I am experiencing lower leg pain that is a throbbing,burning sensation.",0,0,1,0,0
but even more scarey it made me depressed!,0,0,1,0,0
"After ten years of misery I stopped taking lipitor/atorvastatin, on the advice of my doctor, for a week to relieve severe shoulder pain, which I extended to ten days when I noticed an amazing improvement in my general well-being and after the ten days felt so much better I stopped taking it altogether.",0,0,1,0,0
I was surprised to find that this drug noticeably lowers my pain level after about 45 minutes.,0,0,0,0,0
Feels like a 'panic attack'.,0,0,1,0,0
Cramps so bad that I felt like removing my intestines.,0,0,1,0,0
"No immediate side effects, but now after 3 months I am noticing frequent bad headaches and extreme tiredness.",0,0,1,0,0
"2 months later, the pain was back.",0,0,1,0,0
Being taking 40mg for 4 months now and symptoms began immediately with shortness of breath.,0,0,1,0,0
DEPRESSION!!,0,0,1,0,0
So I started drinking tablets and the disease was killed in the Bud.,1,0,0,0,0
can do many things without my arm aching now.,0,0,1,0,0
I was prescribed Voltaren-XR 100 MG for lower back pain.,0,0,0,0,0
"After two weeks of treatment, I noticed that it became much easier for me to go up to the ninth floor (the Elevator, unfortunately, did not work) and my General condition also improved.",1,0,0,0,0
"Since I'm waiting for the baby to arrive, not every cold spray will work for me.",0,0,0,0,0
I did not want to get up in the morning because of the eye pain.,0,0,1,0,0
"In addition to the flu, according to the instructions, Amizon is used for meningoencephalitis, rubella, chicken pox, mumps, infectious mononucleosis, viral hepatitis A and E, pneumonia, angina.",0,0,0,0,1
Also effected my equilibrium.,0,0,1,0,0
i had rlly bad sickness & ended up puking.,0,0,1,0,0
"Complications of chickenpox are extremely rare (in 0.01% of cases), and only those with immunodeficiency can develop herpetic encephalitis or meningitis.",0,0,0,1,1
What was my surprise when the virus was again detected in the tests!,0,1,0,0,0
I had an allergic reaction to this medication.,0,0,1,0,0
"Personally, I felt the same way about Anaferon until I encountered a tick bite in the summer.",0,0,0,1,0
This tool is effective and has not yet failed.,1,0,0,0,0
"The neurologist said that Cortexin often causes allergic reactions, because it is synthesized from the brain of animals, most often pigs and cows.",0,0,1,0,0
Not much -- occasional itchiness.,0,0,1,0,0
"Hair dryness, breakage and loss.",0,0,1,0,0
Finally after the muscles in my chest started aching and insomnia had set in.,0,0,1,0,0
"During the period of children's adaptation to kindergarten, the neurologist recommended them the sedative medication Tenoten children's.",0,0,0,0,0
"We bought it, but I didn't dare give it to the child for a long time.",0,0,0,0,0
Whether such a powerful drug should be used to treat the flu and even more so to drink it for prevention is a big question.,0,0,0,1,1
Constant pins and needles in the ball of the foot and the toes and occasionally would get very painful pins and needles over entire foot.,0,0,1,0,0
"been taking Lipitor for 15 years ,have experienced all manner of side effects from irregullar heartbeat ,sever fatigue and now have a fatty liver !!!!",0,0,1,0,0
"The combo of chemo and Lipitor caused my liver enzymes to rise, muscle and joint stiffness as well as sore ribs.",0,0,1,0,0
"Deep depression, insomnia, joint stiffness in hands and feet, inability to think clearly to the point I thought I would have to quit my job.",0,0,1,0,0
"But in the autumn, against the background of a cold, he appeared again, though in a light form.",0,0,0,1,0
"The first time it helped-there's no arguing, but the second and subsequent times-we did not move, only it became even worse from the loss of time that we had to drink an antibiotic.",0,1,0,0,0
Then about 20mins later i had MAJOR menstrual cramps & started bleeding.,0,0,1,0,0
unrelenting muscle pain- leg cramps - numbness in both legs - exhaustion - joints poping and cracking.,0,0,1,0,0
"I went to the doctor last week about the cramps, and he took me off Zocor and I am going to wait and see how things are doing.",0,0,1,0,0
Brain fog.,0,0,1,0,0
i wonder if there is a genetic component related to this--if some people with genetic variability suffered an interaction with statin (as the environmental agent) to produce this neurodegenerative disease.,0,0,0,0,1
"59 year old female with diabetes, heart disease, high blood pressure and high cholestrol/triglycerides.",0,0,0,1,0
I took this drug a few years ago and went off it because my hair started thinning.,0,0,1,0,0
Sometimes it makes you sick to use it.,0,0,1,0,0
"Muscle pain, depression, dizziness (fainting spells), hair loss, panic attacks.",0,0,1,0,0
Then the Allergy was treated for another week.,0,0,0,1,0
"In the morning, I started to Wake up with difficulty, I couldn't do anything.",0,0,1,0,0
"On the development of speech, there was no result and there is no (it has already been 3 months after the reception).",0,1,0,0,0
"In other places, there is no rash yet (I drank today), but the body itches, clearly like an Allergy.",0,0,1,0,0
Tingling in extremities and chronic fatigue.,0,0,1,0,0
HOWEVER: I had a very bad headache yesterday and Ibuprofen again didn't work.,0,0,1,0,0
Has anyone had severe chest pain?,0,0,0,0,1
Getting off cleared most up but woke up every morning with horriable pain in a different joint making it useless until it passed days later and suddenly landed in right shoulder.,0,0,0,0,1
Muscle atrophy in left shoulder so bad that I cannot lift objects.,0,0,1,0,0
"As a nootropic agent, Piracetam has a positive effect on the brain's metabolic processes.",0,0,0,0,0
"My symptoms gradualy got worse over the next 5-6 years, currently I have muscle twitching in both arms, loss of muscle mass in arms, hands and face with slurred speech.",0,0,1,0,0
Did help lower my bad cholesterol but caused me to crave sweets and carbohydrates.,0,0,1,0,0
Sight loss and very off balance.,0,0,1,0,0
"We feel the effect, but I can't say that the effect is from Mexicor.",1,0,0,0,0
"Our daughter did not fit the drug, the side was strongly expressed.",0,1,0,0,0
I then saw a neurologist who diagnosed me with statin induced myalgia.,0,0,0,1,0
"Some stomach irritation, feels a bit like my pressure is up (in my head mostly).",0,0,1,0,0
I now wonder if the pain will ever go.,0,0,1,0,0
"And to get to the lab, so that you can't take the tick for analysis.",0,0,0,0,0
"Finally I stopped 3 days ago due to a high muscle enzyme and now after reading this site I have .realized all my problems due to this med Have ankle pain, neurophaty, vision problems, very tired, muscle pain.",0,0,1,0,0
"leg pains,thigh cramps, fatique, shortness of breath,cannot walk,indigestion,sexual dysfunction, tired and ache all over.",0,0,1,0,0
"Originaly thought that the pain might be caused from a slip disc that I have, but the pain is different than experienced before.",0,0,1,0,0
About a week ago I was taking a bath and my muscles in my lower abdomen started to contract then the cramp got higher.,0,0,1,0,0
Felt no difference except sudden onset of pain after one month.,0,0,1,0,0
"Nausea, vomiting, chest pain,blood in urine, side effects were so bad I ended up in the emergency room on two occasions.",0,0,1,0,0
"Oxoline ointment , in my opinion, is one of the most excellent antiviral agents, both in the prevention and treatment of SARS.",0,0,0,1,0
"I also have 3 herniated discs that have been bothering me for years, and for which I have always taken a low dose of Vicodin (almost daily).",0,0,0,1,0
"Calves tire and burn Very quickly, requiring very frequent stops on light uphill walking and stairs.",0,0,1,0,0
I had diarrhea for a whole week;bad uterine cramps followed by heavy menstrual bleeding two weeks after my period.,0,0,1,0,0
"Pain in lower back, forearms and left shoulder.",0,0,1,0,0
"Doctor told me to discontinue Lipitor which I just did a couple days ago and I should know in a month or so if this is the cause (glossitis and other symptoms are listed as possible side effects, although in my case it's been a delayed reaction) Lipitor did bring my cholesterol down from 268 to 153 but I want the glossitis,headaches and dizziness to go away.",0,0,1,0,0
It did take away all of my pain and I was able to sleep very well through the night.,0,0,0,0,0
"If you type in the search engine ""amexin makes you sick "" gives out a Ukrainian site where 7 out of 10 reviews people write about nausea and a wild headache that can not be removed with a pill - here you have amexin!!!""",0,0,1,0,0
Went to hospital for my Tmj pain because it was getting out of control.,0,0,0,0,0
"Pain in knees, short term memory loss.",0,0,1,0,0
Since taking the smaller round tablet I have been having leg cramps.,0,0,1,0,0
"Briefly, my research during my advocacy efforts during his illness indicated that this drug may have contributed to the onset of his particular form of brain cancer (glial cell related cancer).",0,0,1,0,0
Swollen feet.,0,0,1,0,0
"Now, severe cramping.",0,0,1,0,0
"nausea,extreme hunger,stomach pain, abdominal pain, vaginal bleeding,cramps.",0,0,1,0,0
