sentences,EF,INF,ADR,DI,others,annotation,review_id,sentence_id,sent_start,sent_end
"Какой-то он неэффективный оказался, хотя у моей дочки и не было от него побочных эффектов.",0,1,0,0,0,INF[2],2533836,10,708,798
"После приема 3 х недель всё было супер, жизнь наладилась, кошмар начался после и продолжается больше года, сильная тревога, страхи, депрессия, беспокойство, просто Ад, а не жизнь.",0,0,1,0,0,ADR[1],2885113,1,0,179
"В результате мы узнали, что оказывается ребёнок переболел не просто орз, а каким-то вирусным заболеванием, которое вовремя не выявили и лечили по симптомам простуды.",0,0,0,1,0,DI[1]|Finding[6],6430802,12,824,989
"В общем пока допил всю упаковку, я думала, что помощь невролога нужна уже больше мне чем сыну.",0,0,0,0,0,NEUTRAL,2424525,6,764,858
"Общее впечатление : Курс прошёл,а горло так и болит...",0,1,0,1,0,INF[3]|DI[6],944009,11,1026,1080
"Или у ребенка иммунитет такой хороший, или все же это гриппферон помог, и сын не заразился от нас, хотя я с ним постоянно контактировала.",1,0,0,0,0,EF[2],591905,4,167,304
Поэтому пролечившись курс можно следующих 7-8 месяцев жить нормально не переживая за сквозняки и вирусы.,1,0,0,0,0,EF[1],2412180,3,264,368
"От постоянного использования капель эффекта никакого-привыкаешь и результата нет, и тем более слизистая оболочка страдает.",0,1,1,0,0,INF[3]|ADR[2],913153,2,84,206
Хотя упаковка отличная и инструкция вселяет надежду и помощь.,0,0,0,0,0,NEUTRAL,2427129,8,852,913
"Связываю своё состояние только с действием Амиксина, потому что после его отмены моё состояние резко пошло на улучшение.",0,0,0,0,0,NEUTRAL,828556,6,562,682
но вылезло куча побочки и это не шутки.,0,0,1,0,0,ADR[2],9008199,6,566,704
"И вот спустя 2 дня мы захрипели закашляли, боролись своими силами, но тщетно.",0,0,0,1,0,DI[5],4893288,4,214,291
Последний раз покупала за 35 грн.,0,0,0,0,0,NEUTRAL,2705356,4,309,342
"Продается он во флаконе, который вскрывается и в него устанавливается крышка с распылителем.",0,0,0,0,0,NEUTRAL,2695437,3,221,313
"Тошнило, в глазах мутнело и тд.",0,0,1,0,0,ADR[2],901487,6,441,472
Всем доброго здравия!,0,0,0,0,0,NEUTRAL,2513399,1,0,21
"Мой муж тоже подхватил какой-то вирус, принимал 2 дня и также поправился.",1,0,0,0,0,EF[6],635587,9,515,588
"По цене в аптеке он оказался 202 рубря, я его купила в аптеке ""Волгогфарм"".",0,0,0,0,0,NEUTRAL,2732647,5,317,392
"Нашли сильное воспаление, врач удивился что я раньше не пришла, ведь у меня должны были быть сильные боли.",0,0,0,1,0,DI[3],880567,2,101,207
"А еще после приема частенько болит желудок, особенно если выпить натощак.",0,0,1,0,0,ADR[2],110018,8,730,803
"В начале января переболели пневмонией (прикорневой) ребёнку 2года 8 мес, кололи цевтриаксон 5 дней в больнице, хотя нужно было 7!",0,0,0,1,0,DI[1],6275749,1,0,129
"Педиатры нам все рассказывали, что у сына простуда, и мы ни как ее не могли вылечить, а пошли к частному врачу выяснили, что у нас коклюш (один из компонентов АКДС), если бы мы вовремя не узнали что у нас коклюш, все могло бы закончиться очень плачевно.",0,0,0,1,0,DI[4],2525808,3,103,356
"Все эти 3 дня чувствовала головокружения и слабость, пропал аппетит.",0,0,1,0,0,ADR[6],76765,6,323,391
"Начала принимать Амиксин при первых симптомах:Першило горло, Слабость, небольшой озноб.",0,0,0,1,0,DI[2],828556,1,0,87
Для профилактики принимать в гораздо меньшей дозировке.,0,0,0,1,0,DI[2],580741,5,324,379
"А вот в качестве профилактики не увидела никакого результата, поэтому и оценку препарату ставлю четверку.",0,1,0,1,0,INF[6]|DI[7],4453482,14,1611,1716
"После первой недели сразу заметила, он стал более внимательным, начал отвечать на вопросы как ""разговаривают животные"", до этого, добиться от него хоть слова было очень трудно, только если хорошее настроение.",1,0,0,1,0,EF[1]|DI[4],2407197,3,159,367
Поэтому я бы порекомендовал Афобазол людям с небольшими нервными расстройствами.,0,0,0,1,0,DI[7],792635,11,684,764
Время использования: 4 года,0,0,0,0,0,NEUTRAL,822352,13,806,833
Причем насморк имеет бактериальную форму.,0,0,0,1,0,DI[1],2402827,3,145,186
"Давала прям как конфетки, ведь глицин сладенький.",0,0,0,0,0,NEUTRAL,2387405,7,361,410
"Как профилактическое средство не знаю работает или нет, а вот как лечебное средство работает, хоть конечно и не так эффективно как антибиотики))) Какой минус- маленький срок хранения((( Хранится только в холодильнике и после открытия капли годны только в течении 30 дней((( А в закрытом виде срок годности - 2 года!",0,0,0,1,0,DI[3],2389162,3,397,712
Общее впечатление : Для меня результата нет.,0,1,0,0,0,INF[4],588785,8,860,904
"Но если ты его взялся пить, то нужно пропить курсом.",0,0,0,0,0,NEUTRAL,609507,7,274,326
"Очень хорошее и действенное средство, когда нужно облегчить ноющую боль в сердце или успокоиться.",1,0,1,1,0,EF[7]|ADR[1]|DI[4],2685800,2,38,135
И лишь только азалептин-хорошо справляется с бессонницей но имеет побочных меньше чем аминазин.,1,0,0,1,0,EF[1]|DI[2],2702457,6,253,348
Начитавшись положительных отзывов купила циклоферон частоболеющему сыну для профилактики ОРВИ в период учебы в школе.,0,0,0,1,0,DI[3],4194932,1,0,117
Он не является панацеей от всех симптомв простуды.,0,0,0,1,0,DI[1],635587,3,96,146
"Конечно, может нужно его использовать в комплексе с внутренними препаратами, но как отдельное средство он нам не помог.",0,1,0,0,0,INF[3],591900,5,386,505
"Что я только не делала, и молоко пила с медом и травки заваривала.",0,0,0,0,0,NEUTRAL,108315,2,78,144
"Конечно, если набраться терпения и как следует пропотеть, то выздоровление наступит быстрее и без применения антибиотиков, но ребёнку это тяжело.",0,0,0,0,0,NEUTRAL,2414358,5,303,448
"Таким образом, по очереди заболели все.",0,0,0,0,0,NEUTRAL,240878,6,341,380
"Нужно выдавить полоску геля примерно 0,5см и нанести на слизистую носа.",0,0,0,0,0,NEUTRAL,610650,8,682,753
"Но опять эффекта конкретно от этих капель не видно, хуже конечно не стало, но насморк через какое-то время проходит.",0,1,0,1,0,INF[1]|DI[3],250977,10,557,673
Ей было три месяца и у нас нашли кисты в мозгу.,0,0,0,1,0,DI[5],886333,2,40,87
Хочу написать о побочных эффектах.,0,0,0,0,0,NEUTRAL,862550,1,0,34
вообще от этих лекарств толку никакого.,0,1,0,0,0,INF[4],2491980,5,116,155
Комментарии излишни.,0,0,0,0,0,NEUTRAL,2734199,7,454,474
"у маленкий ребенок, 1 год, простыли кашель сопли рекой, температура 38,5 ну и сразу вызвали детского педиатора на дом, нам прописал и свечи Генферон лайт.",0,0,0,1,0,DI[2],2688660,2,14,168
"Общее впечатление : Есть подозрение, что у ребенка ОРВИ.",0,0,0,1,0,DI[3],636267,11,891,947
"После прочтения отзывов ожидала от нашего курса лечения большего в плане развития речи, но вполне возможно стоит еще немного подождать Общее впечатление : Ожидала большего RATING 3 NOTE",0,0,0,1,0,DI[5],609740,7,531,702
"Если набрать в поисковике ""от амексина тошнит"" выдает украинский сайт, где 7 из 10 отзывов люди пишут про тошноту и дикую головную боль, которую нельзя снять таблеткой - вот вам и амексин!!!",0,0,1,0,0,ADR[3],901487,8,500,690
"Эффект наступил не сразу после начала приема данного препарата, однако спустя несколько дней я заметила, что стала более спокойно реагировать на стрессовые ситуации и что мой сон действительно улучшился, наконец-то я стала высыпаться и утром вставать отдохнувшей и полной сил.",1,0,0,1,0,EF[6]|DI[2],2662915,6,556,832
Никакого положительного воздействия на детский организм во время ОРВИ не наблюдала.,0,1,0,1,0,INF[1]|DI[2],2662704,2,45,128
В трехмесячном возрасте у моей малявке было красное горло.,0,0,0,1,0,DI[4],518153,1,0,58
Невролог назначила 1 таб на ночь.,0,0,0,0,0,NEUTRAL,2196209,1,0,33
"Начали его применять в пятницу и сразу спала температура, на следующий день улучшилось состояние ребёнка, НО в воскресенье утром после очередного введения препарата пошла сыпь.",1,0,1,1,0,EF[2]|ADR[4]|DI[5],2550809,2,54,230
"), но было фарингит (красное горло) - сидели на больничном.",0,0,0,1,0,DI[6],652119,8,276,335
"Общее впечатление : Помог с речью,но потом побочный эффект был!",1,0,0,0,0,EF[4],1111461,6,379,442
"Хорошее средство, удобный дозатор, подходит не только для промывания но и для орошения носа, например при сильно сухом воздухе.",1,0,0,0,0,EF[1],794482,5,276,403
"Несмотря на прочитанные мною отрицательные отзывы на медицинском форуме, я не жалею, эффектом довольна.",1,0,0,0,0,EF[9],619561,9,501,604
"Ребенок спал уже практически всю ночь, просыпался но криков таких не было.",1,0,0,1,0,EF[5]|DI[1],2460834,6,607,681
Иммунитет очень слабый и как результат с приходом холодов бахает на губах.,0,0,0,0,0,NEUTRAL,2501540,2,47,121
"Не знаю, связаны ли 2 факта, у ребенка начался сильный атопический дерматит.",0,0,1,0,0,ADR[1],2689254,6,456,532
"В общем итоге, деньги на ветер, а самочувствие не поправлено.",0,1,0,0,0,INF[1],655288,8,674,735
"Препарат до сих пор принимаем курсами всей семьей и с профилактической целью, и при простуде!",0,0,0,1,0,DI[3],2735484,7,559,652
"Амиксин мне прописывал врач для лечения простуды, для меня вообще не очень понятно, зачем стимулировать иммунитет, если организм болеет.",0,0,0,1,0,DI[4],2984622,1,0,136
Мне никак не помогло при этом я сразу обратилась в аптеку за лекарствами и сразу начала лечение.,0,1,0,0,0,INF[10],2733509,8,361,457
Циклоферон мне посоветовал врач в комплексной терапии для лечения герпеса.,0,0,0,1,0,DI[5],607716,1,0,74
"И главное, для нас, они не вызвали аллергию у дочки.",0,0,0,0,0,NEUTRAL,2432421,5,422,474
"Но врачей таких увольнять надо, кто мальчикам кагоцел дает.",0,0,0,0,0,NEUTRAL,2460904,7,792,851
"Мои любимые свечи Виферон не подошли дочке, развилась аллергия на масло какао, что бывает давольно часто.",0,0,1,0,0,ADR[1],2432421,1,0,105
Он именно распознает вирусы герпеса и борется с ними.,0,0,0,1,0,DI[1],609507,5,186,239
на мой взгляд дороговато для морской водички.,0,0,0,0,0,NEUTRAL,801280,11,665,710
"Невролог сказала, что Кортексин часто вызывает аллергические реакции, ведь его синтезируют из мозга животных, чаще свиней и коров.",0,0,1,0,0,ADR[2],2689254,7,533,663
Всем приветик!,0,0,0,0,0,NEUTRAL,2533836,1,0,14
"Проветриваю комнату, немного прогуливаюсь перед сном и если плохо засыпаю, то принимаю снотворное, которое способствует хорошему сну.",1,0,0,1,0,EF[1]|DI[2],2661222,5,412,545
В моем случае этот препарат абсолютно бесполезен.,0,1,0,0,0,INF[2],899066,8,853,902
"И только после этого, ровно через час, я избавилась от сыпи !",0,0,1,0,0,ADR[1],2818054,6,916,977
"После недели приема, я стал меньше нервничать, и мои руки стали заживать.",1,0,0,1,0,EF[2]|DI[8],792635,7,390,463
"Красивая упаковка, тубус, все удобно открывать, крем довольно приятный, но вот результата от него нет.",0,1,0,0,0,INF[6],588785,4,461,563
"Тогда да, мазь поможет не заболеть, не пропустит инфекцию через нос.",1,0,0,0,0,EF[2],2452343,13,780,848
Так что может это только мне он не очень помогает.,0,1,0,0,0,INF[2],2671902,6,566,616
Мне хватает при появлении болячек попринимать таблетки 2 дня как от герпеса не остается и следа.,1,0,0,1,0,EF[4]|DI[2],2412180,5,481,577
"Но он нам не подошел по одной интересной причине: его нельзя ни разгрызать и запивать водой, ни толочь и в разведенным виде пить.",0,1,0,0,0,INF[1],2706079,2,54,183
И опять мы болеем и лечимся.,0,1,0,0,0,INF[1],4540580,5,399,427
"Удобно что свечки маленькие, в отличии от некоторых других подобных свечей, ребенок и не почувствовал их при вводе, одежду не марали, следовательно они не текли, как иногда бывает.",0,0,0,0,0,NEUTRAL,2688660,5,466,646
"После того как с впрыснул это чудо средство - произошло действительно чудо только со знаком минус - из носа полилось как из ведра, а еще заболел живот.",0,0,1,0,0,ADR[1],2510430,3,220,371
"Так как в этот раз антибиотика не было, больше всех под сомнение попал Амизончик, как только я перестала его давать ребёнку, диарея прекратилась.",0,0,1,0,0,ADR[2],2633533,5,493,638
Довелось мне подхватить ОРВИ.,0,0,0,1,0,DI[1],2404082,4,260,289
"После первого раза подумала, совпадение, но когда это продолжалось по несколько раз и мы обходились лишь ""соплями"" или легким недомоганием 2-3 дня, то Афлубин стал для меня лучшим помощником в борьбе с простудой.",1,0,0,1,0,EF[1]|DI[4],2398170,4,335,547
"Если конечно боли не связаны с нарушениями работы желудочно-кишечного тракта (отравлениями, острыми кишечными инфекциями, застоями).",0,0,0,1,0,DI[3],647288,5,457,589
"Так что пьем перед прививками только Анаферон, который отлично справляется со своей работой.",1,0,0,0,0,EF[5],1068061,13,968,1060
"Могу сказать, что насморк с этим гелем проходит очень быстро, проверено мною лично.",1,0,0,1,0,EF[3]|DI[1],610650,5,482,565
"Получив его ""по наследству"" и имея свои проблемы со сном и нервами, пропив остаток, сказала бы, что он мне помог снять нервное напряжение, немного успокоится.",1,0,1,1,0,EF[2]|ADR[1]|DI[3],2439706,8,521,679
"пришлось их бросить, хоть с начало все так хорошо начиналось.",0,0,0,0,0,NEUTRAL,594839,4,687,748
"Начали мучить сердцебиения, раздражительность, плаксивость, бессонница.",0,0,0,1,0,DI[7],2491250,3,198,269
"Уже на второй день я заметила общее улучшения: прошел озноб, першение в горле, да и больному носу стало гораздо легче.",1,0,0,1,0,EF[6]|DI[5],2689273,5,356,474
Снимает симптомы и борется с вирусами.,0,0,0,0,0,NEUTRAL,587207,2,58,96
"Назначила капли в нос, капли от кашля Геделикс и Анаферон детский по 1таб.",0,0,0,1,0,DI[3],610701,5,143,217
Сегодня был первый опыт применения этого препарата.,0,0,0,0,0,NEUTRAL,2421166,1,0,51
Так же как и сдвигов в речевом развитии тоже не наблюдалось.,0,1,0,0,0,INF[2],938978,8,445,505
Чувство что ты проваливаешся куда то от этого становится страшно начинаешь бороться с этим часика два.,0,0,1,0,0,ADR[3],1326637,3,240,342
И естественно второй раз когда заболела на днях опять его купила.,0,0,0,0,0,NEUTRAL,3129222,3,53,118
"Просто препарат хорошо улучшает кровообращение в голове, из за этого такой эффект наступает –просто принимать его надо пораньше, и тогда бессонницы не будет.",1,0,1,0,0,EF[2]|ADR[1]|Finding[3],942872,10,515,672
"от кофе отказалась, вечно с красными опухшими глазами, злая, как собака.",0,0,0,1,0,DI[1],929986,18,719,791
Как то простыла я на работе.,0,0,0,1,0,DI[4],893239,1,0,28
"Вообще сложилось впечатление, что это всё плацеба, не помог ни разу ни один препарат.",0,0,0,0,0,NEUTRAL,2397151,12,736,821
Очень сильно пахнет спиртом.,0,0,0,0,0,NEUTRAL,2710914,5,195,223
Пропив одну коробку(10 флаконов) мы перестали болеть и ребёнок отходил в сад два месяца.,1,0,0,0,0,EF[1],885404,7,412,500
"Вылечился и остался доволен, мне вот не так сильно повезло.",1,0,0,0,0,EF[8],2515768,11,687,746
"Потом полдня ходил как зомби, тяжелая голова и тело, тошнота, за руль сесть не решился, сработал инстинкт самосохранения, пришлось поездку отложить, день потерян!",0,0,1,0,0,ADR[3],1133905,5,382,544
"В аптеках во всех продается, очень мазь популярная, цена доступная, ну и эффект, два-три дня и боль от герпеса уходит, а потом и он сам подсыхает и исчезает с лица.",1,0,0,1,0,EF[3]|DI[2],2724762,4,428,592
"Сходила к терапевту с симптомами: небольшое повышение температуры, насморк сильный и голова болит, наверное от насморка.",0,0,0,1,0,DI[1],3263317,7,383,503
"Я не аллергик и с таким явлением столкнулась впервые, симптомы не приятные, мало того, что простуда свалила с ног, еще и зуд начался.",0,0,1,1,0,ADR[1]|DI[3]|Finding[5],2984622,3,233,366
"После инфаркта у моего дедушки, нельзя было принимать определенные препараты и мы спасались только Глицином, так как он самый щадящий из серии успокоительных и не вызывает проблем с желудком.",0,0,0,1,0,DI[2],656242,5,453,644
"Мгновенно помогает: избавляет от симптомов (насморка, кашля, боли в горле...).",1,0,0,1,0,EF[1]|DI[3],271739,6,254,332
"Спустя 2 часа появилась отрыжка, голова не проходила, но животу стало намного легче.",0,0,1,0,0,ADR[6],2438387,8,474,558
Имею проблему заложенности носа справа.,0,0,0,1,0,DI[3],805646,6,360,399
"Общее впечатление : Азалептин, хорошое снатворное для людей страдающих бессоницей,и психическими заболеваниями.",1,0,0,1,0,EF[1]|DI[3],818785,6,626,737
"А вот Ново-пассит в таблетках немного эффективнее, но сильно в сон клонит.",1,0,1,0,0,EF[3]|ADR[1],792635,10,609,683
Не жалею и только рада!,0,0,0,0,0,NEUTRAL,1410682,12,896,919
Дочери 6 лет.,0,0,0,0,0,NEUTRAL,1528477,3,237,250
"Вот тебе и разница, дороже не значит лучше.",0,0,0,0,0,NEUTRAL,2390747,5,270,313
"В первый раз ребёнок пил ""Амизончик"" как противовирусное, и антибиотик, так как лечили бронхит, но у ребёнка началась диарея, и врач заменила антибиотик и отменила Амизончик.",0,0,1,1,0,ADR[5]|DI[6],2633533,2,61,235
Единственный минус- это запах.,0,0,0,0,0,NEUTRAL,2685800,4,153,183
"Я тоже пострадала от укусов комаров летом, тоже мазалась и тоже как чесалась так и чесалась.",0,1,0,0,0,INF[7],591900,6,506,598
"В то время как мы попали в больницу, доктор нам сообщил, что именно после приема этого препарата очень много детей поступает в больницы скорой помощи с тяжелыми аллергическими реакциями.",0,0,1,0,0,ADR[1],2886803,5,195,381
Мигрень не проходила неделю.,0,0,1,0,0,ADR[5],2196209,6,260,288
"Но если Вы болезнь переносите на ногах, то это не Ваше средство и не дай Бог, если за рулём транспортного средства, предупреждение на упаковке есть... Так как я болезнь переносила на ногах, то выпив в течение рабочего дня 2 таблетки, через час после применения последней меня начало ""вырубать"" в маршрутном такси, пришлось себя щипать за руку)))) В своей жизни применяла 2 раза лично для себя, членам своей семьи не давала вообще.",0,0,1,0,0,ADR[2],2800633,5,435,865
Не болейте!,0,0,0,0,0,NEUTRAL,950351,9,663,674
"Как то я простудилась, и заразила дочку(1,5г).",0,0,0,1,0,DI[2],2438387,1,0,46
"Наверное все из вас видели рекламу успокоительного и седативного средства Барбовал, который так часто рекламируют по телевизору.",0,0,0,0,0,NEUTRAL,2438938,1,0,128
"Вторую прививку мы сделали только через 3 месяца, и она была импортной.",0,0,0,0,0,NEUTRAL,2679540,6,382,453
Общее впечатление : эффективное средство!,1,0,0,0,0,EF[1],587207,7,413,454
"Выписал его мне мой лечащий гинеколог, у меня был обнаружен вирус высокой онкогенности(то есть тот который может вызвать онкологию).",0,0,0,1,0,DI[2]|Finding[5],2733948,4,207,339
Моему сыну кагоцел давали в качестве лекарства от какого-то простудного вируса в детском спортивном лагере.,0,0,1,0,0,ADR[1],2460904,1,0,107
Люблю пить когда очень горячий раствор.,0,0,0,0,0,NEUTRAL,2518701,4,306,345
"И на этот год я не раздумывая приобрела необходимое количество ""Эргоферона"".",0,0,0,0,0,NEUTRAL,822369,6,379,455
"После второй вакцинации на третий день после прививки у неё поднялась температура до 37.5, но упала самостоятельно, без применения жаропонижающих средств.",0,0,1,0,0,ADR[4],2394715,8,602,756
Одним из симптомов моего заболевания-с 5 лет упорная бессонница.,0,0,0,1,0,DI[3],2702457,2,41,105
"Препарат ""Ликопид"" покупала для лечения герпеса.",0,0,0,1,0,DI[3],2397151,2,13,61
"Во время беременности и после при любых простудных заболеваниях и ОРВИ принимала сама, лечила сынишку и всех остальных.",0,0,0,1,0,DI[1],2540685,1,0,119
Эффект значительный - облегчение и быстрое исчезновение синдромов простуды.,1,0,0,1,0,EF[2]|DI[1],2510045,8,474,549
"Собственно, это действие всех транквилизаторов, затормозить разум и сознание.",0,0,1,0,0,ADR[3],2528491,6,419,496
Общее впечатление : Быстродействующее средство RATING 4 NOTE,1,0,0,0,0,EF[2],616736,8,802,848
Кроме этого препарат обладает обширным спектром действия.,0,0,0,0,0,NEUTRAL,953794,7,435,492
Малышу моему понравилось.,0,0,0,0,0,NEUTRAL,610701,11,389,414
"А я работаю в торговле, меня поймут наверное коллеги, бывают такие покупатели которых нужно терпеть, иногда хочется прям убить, но нельзя, нужно соблюдать субординацию, стрессоустойчивость, ведь мы сами пошли на эту профессию и должны относится к этому спокойно.",0,0,0,1,0,DI[3],2665872,4,196,458
"Наступили холода, вместе с ними ослабление иммунитета и простуды.",0,0,0,1,0,DI[3],2499624,1,0,65
Конкретно успокаивают посильнее иных таблеток.,1,0,0,0,0,EF[2],3004353,1,0,46
"С одной стороны таблетки помогают, но с другой стороны сильно калечат.",1,0,0,0,0,EF[4],6430802,33,2111,2181
"Второй день принимаю, легче не становится.",0,1,0,0,0,INF[3],2696309,2,57,99
"Нет уж, это пустая трата денег, которая не поможет защитить ваше здоровье ни на толику.",0,1,0,0,0,INF[4],2408295,10,653,740
"), либо средствами из аптеки от насморка, кашля и боли в горле.",0,0,0,1,0,DI[2],6425181,6,369,438
"Назначили ликопид после очень затяжной болезни, из-за пониженного иммунитета, с хроническим тонзилитом.",0,0,0,1,0,DI[3],1607970,1,0,103
"Через два часа после приёма состояние значительно ухудшилось, к вечеру появились боль в области почек.",0,0,1,0,0,ADR[3],828556,2,88,190
"Но до курса лечения не было и этого, все объяснял только жестами.",0,0,0,0,0,NEUTRAL,609740,4,306,371
"Принимаю его уже несколько дней, но ни каких сдвигов не обнаружила.",0,1,0,0,0,INF[8],811884,3,162,229
"Так вот матирующего эффекта я не заметила, и сам герпес у меня прошел примерно за неделю.",0,1,0,1,0,INF[2]|DI[1],2523468,3,381,470
"Хотя подруге он очень помог, реально ребенок стал меньше болеть.",1,0,0,0,0,EF[4],1730783,12,731,795
Будьте осторожны в его применении.,0,0,0,0,0,NEUTRAL,3188437,12,961,995
"Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относится спокойней.",1,0,1,1,0,EF[1]|ADR[5]|DI[4],2538754,4,193,314
Общее впечатление : при сильной боли не будет эффективно RATING 4 NOTE,0,0,0,1,0,DI[2],824400,5,607,663
"И как правило всегда болеют друг за другом, младшая всегда заражается от старшей.",0,0,0,0,0,NEUTRAL,2532936,6,219,300
"Конечно, это плохо отображается на общем самочувствии, настроении и работоспособности.",0,0,0,0,0,NEUTRAL,2661222,2,142,228
"Вроде есть польза, а вроде бы и вред.",0,0,0,0,0,NEUTRAL,2657172,7,621,658
"Еще одно злоупотреблять так же нельзя, организм привыкнет и помогать перестанет.",0,0,0,0,0,NEUTRAL,2665699,6,509,589
"Хотел бы поделиться с вами мнение о порошке при простуде Stada ""Гриппостад"".",0,0,0,1,0,DI[3],950351,2,28,104
"Как я заметила, после приема снотворного можно быстро заснуть.",1,0,0,1,0,EF[6]|DI[4],2661222,3,229,291
Общее впечатление : Отличное средство RATING 4 NOTE,0,0,0,0,0,NEUTRAL,875711,12,777,814
"НО вот ректальные свечи ""Виферон"" (а также свечи ""Генферон лайт"") при болезнях помогают справится с инфекцией, если конечно, инфекция вирусная, а не бактериальная.",1,0,0,0,0,EF[2],2686291,4,388,551
Мой совет - если не хотите выбросить деньги на ветер трижды подумайте покупать этот препарат.,0,0,0,0,0,NEUTRAL,4194932,12,740,829
Мы принимали Киндинорм в комплексном лечении при нарушении речи.,0,0,0,1,0,DI[3],2460834,1,0,64
Надеюсь пройдет,0,0,0,0,0,NEUTRAL,3004353,4,153,168
Командировка сорвалась практически.,0,0,0,0,0,NEUTRAL,2510430,4,372,407
Подхватила генитальный герпес весной 2015.,0,0,0,1,0,DI[2],2734640,1,0,42
"После курса уколов сдвигов не наблюдалось, да и желание разговаривать опять куда-то пропало.",0,1,0,1,0,INF[2]|DI[1],2424557,6,474,566
"Когда я простыла и был заложен нос, врач мне прописал спрей Гриппферон.",0,0,0,1,0,DI[1],2467612,1,0,71
Рекомендую.,0,0,0,0,0,NEUTRAL,2420568,6,319,330
Постоянные внутренние переживания и чувство тревоги действительно очень сильно осложняли мне жизнь.,0,0,0,1,0,DI[6],792635,1,0,99
"А вот муж, на 5 день заболел и заразил меня.",0,1,0,0,0,INF[5],588478,8,558,602
"А сейчас и своему маленькому сынульке, если начинает болеть тоже их ставлю, легко и действенно, помогает всегда.",0,0,0,0,0,NEUTRAL,5801040,13,971,1083
Пришлось идти к другому врачу и настаивать на другом способе лечения.,0,0,0,0,0,NEUTRAL,655288,9,736,805
Далее рекомендовала принимать курсами по определенной схеме с профилактической целью.,0,0,0,1,0,DI[5],2735484,4,254,339
"А в остальном очень удобная штука, которая действительно помогает.",1,0,0,0,0,EF[2],893239,18,753,819
"мне так плохо было от них голова просто взрывалось, недомогание, усиление головокружение я думала умру!",0,1,1,0,0,INF[2]|ADR[1],800450,4,117,220
"Опаснее всего они протекают у детей, особенно если они попали в серьезную стрессовую ситуацию... Так случилось у нас!",0,0,0,1,0,DI[3],811512,2,19,136
"В общем это хорошее средство от герпеса, но его нужно принимать курсом.",1,0,0,1,0,EF[8]|DI[7],609507,22,926,997
"Таблетки маленькие, круглые слегка с бежевым оттенком.",0,0,0,0,0,NEUTRAL,2451285,5,494,548
"Лично у меня он сбивает температуру, убирает ломоту в костях, облегчает боль в горле, и снимает немного насморк.",1,0,0,1,0,EF[5]|DI[2],635587,4,147,259
Время использования: 1 неделю,0,0,0,0,0,NEUTRAL,2540419,9,721,750
"А  мы принимали в прошлом году, мне кажется, они более эффективные!!",1,0,0,0,0,EF[2],4453482,18,1863,1931
И вот после очередного больничного мы решили попробовать этот чудо препарат.,0,0,0,0,0,NEUTRAL,1730783,3,209,285
"Объясню почему, начала я его принимать для профилактики гриппа, т. к. сейчас сезон и только и говорят о новом гриппе.",0,0,0,1,0,DI[3]|Finding[4],3022901,2,141,258
Начала пить недавно.,0,0,0,0,0,NEUTRAL,1037212,1,0,20
"Но честно признаться, я не вижу ни каких результатов.",0,1,0,0,0,INF[2],2461123,9,457,510
"Спасибо одной знающей знакомой которая посоветовала мне кагоцел, сначала мы им пролечили ангину а потом принимали в качестве профилактического средства в течение месяца-каждую неделю два дня по одной таблетки согласно инструкции.",0,0,0,1,0,DI[1],2451285,4,264,493
"Я скажу, что результат есть, если принимать четко по схеме, а именно до еды.",1,0,0,0,0,EF[1],822720,3,192,268
Через 3 дня у ребенка поднялась температура.,0,0,1,0,0,ADR[3],240878,3,104,148
"На вкус мятные конфетки, коих много продается в отделах с жевачкой, растворяются достаточно быстро.",0,0,0,0,0,NEUTRAL,824400,2,108,207
"Пегасис-это противовирусный препарат, который помогает избавляться от различных вирусов, в том числе и гепатита C который до недавнего времени считался неизлечимым.",0,0,0,1,0,DI[2],2755968,1,0,164
"Так что не особенно помогает, и еще самое неприятное чувство сдавленности в почках как раз таки часа в 4-5 утра попробовала не принимать его все прошло никаких болей сдавленностей в почках.",0,1,1,0,0,INF[2]|ADR[5],1071769,3,226,415
У меня аллергии нет.,0,0,0,0,1,Other[6]|Finding[7],882854,18,657,677
Общее впечатление : Мне не помогает.Не нравится.,0,1,0,0,0,INF[4],902248,17,792,840
"Так вот этот не то что ей не помог, еще и усугубил ситуацию за счет экстракта той самой мяты, которая тоже является аллергеном.",0,1,0,0,0,INF[2]|Finding[6],2408295,7,346,473
"Смягчило, воспаление стало поменьше.",1,0,0,1,0,EF[8]|DI[6],835072,10,356,392
"Раньше же я не отлеживала суставы плеч ежедневно))) Температура высокая не поднимается, лишь с первого дня приема в глазах песок, не высыпаюсь, т. е. общая слабость.",0,0,1,0,0,ADR[4]|Finding[1],862550,4,178,343
При рецидиве пила только протефлазид.,0,0,0,0,0,NEUTRAL,2734640,12,494,531
"Затем голова стала тяжелой, в животе было вздутие.",0,0,1,0,0,ADR[7],2438387,7,423,473
"Мы использовали препарат в ампулах, разводили его водой и переливали во флакончик с пульвилизатором (купила в аптеке за 29р.).",0,0,0,0,0,NEUTRAL,877244,5,570,696
"Мы как и было положено стали его принимать, но у ребенка сильно изменилось поведение.",0,0,1,0,0,ADR[2],811512,7,562,647
"В состав входит римантадин-иммуномодулятор, что помогает по сравнению с остальными порошками от простуды на много эффективнее.",1,0,0,1,0,EF[5]|DI[6],587207,3,97,223
