sentences,EF,INF,ADR,DI,Finding
"And moreover, with the opposite effect-it causes congestion and suffocation.",0,1,1,0,0
I stopped taking it 3 days ago .,0,0,0,0,0
This month I did not even know I was about to start!,0,0,0,0,0
loss of appetite.,0,0,1,0,0
"lost feelings of joy,could not focus,weight loss,no cares for anything I used to love.",0,1,1,0,0
I had a little bit of a problem falling asleep last night.,0,0,1,0,0
"Even with the side effects, which aren't too bad and more just annoying, I can deal.",0,0,1,0,0
went back on the lexapro and within 3 weeks i felt much better and by week 6 i was back to even keel again.,1,0,0,0,0
"After a week of taking the baby, it's easier to stay in the garden, and even though we still cry there, the process of getting used to it is a little easier.",1,0,0,0,0
"It's been somewhat effective with the anxiety, but I find valium works much better for that.",1,0,0,1,0
I feel so much better emotionally and physically than I did when I was on Celexa.,1,0,0,0,0
On day 3 I tried to exercise and began sweating profusely after about 10 minutes.,0,0,1,0,0
Asked my doctor for a different drug after 30 days of taking Zoloft.,0,0,0,0,0
I can't believe how readily they just hand you whatever is in the cabinet.,0,0,0,0,0
None worth mentioning.,0,0,0,0,0
"I was told that I need to read the manual, it says side effects: bronchitis, sinusitis and laryngitis.",0,0,0,0,1
"I was overcome with panic and terror, I thought I was going crazy.",0,0,1,0,0
I also notice not worrying so much anymore about things .,1,0,0,1,0
"When i miss a day i feel very spaced out, thick, groggy, sad.",0,0,0,0,0
"My knees shake a bit and my dexterity seem a little impacted going down stairs, but it's worth feeling normal again.",1,0,1,0,0
"No matter what happened, I didnt seem to react.",0,0,1,0,0
This was my miracle on Christmas day.,1,0,0,0,0
It worked well but then I decided to try and get off of it .,1,0,0,0,0
"I am bi-polar, and have also taken Lamictal 100 mg once per day on and off in the past.",0,0,0,1,0
"before i knew it, i was dependent on sleep meds, and was being prescribed tranquilizer type meds too .",0,0,0,0,0
"for you to really feel the effects, so try and be patient!  ",0,0,0,0,0
"Well, I served glycine, but I didn't really feel the effect.",0,1,0,0,0
"I would like to try a different antidepressant because the loss of motivation and being tired all the time is making me feel lazy, worthless, and almost as depressed as before I started taking it.",0,1,1,0,0
"I've been on anti-depressants for at least 5years, and I've tried multiple ones but by far effexor was the worst.",0,0,0,0,0
"It was the time of my exams at university, and unfortunately I was unable to think and concentrate on anything and therefore failed. ",0,0,1,0,0
And it is not necessary to smear a nose.,0,0,0,0,0
"Overall health is better, but nasal congestion remains.",1,0,1,0,0
I don't explode when something stressful happens .,1,0,0,1,0
"It took a good 4 weeks, but I am so calm, comparatively speaking.",1,0,0,0,0
I cant stay home being stoned and exausted over this medicine.,0,0,1,0,0
I had no desire or energy to do anything but sleep.,0,0,1,0,0
"This has subsided after a month or so, Constipation .",0,0,1,0,0
I have to take alot of meds.,0,0,0,0,0
I have switched off to wellbutrin.,0,0,0,0,0
"This information is simply compiled from personal experience and remember that everyone reacts differently to these drugs so you may experience some/all/none ,or have other side effects i didn't mention.",0,0,0,0,0
My doctor and I decided to stop taking it.,0,0,0,0,0
I tapered down from 75mg very carefully and slowly.,0,0,0,0,0
Coping and attitude have improved.,1,0,0,0,0
ho hum!),0,0,0,0,0
"Drowsy throughout the day, sleeping for a long time, weird dreams, heart palpitations, minor muscle spasms, lower libido, skipped periods often, heavy periods when I did get them, migraines, feeling slightly more aggressive, lowered mental capacity.",0,0,1,0,0
The biggest complaint I have is the fatigue and loss of sex drive/orgasm and weight gain.,0,0,1,0,0
Tried Zoloft first but had no reaction.,0,0,0,0,0
thoughts of suicide decreased.,1,0,0,1,0
"Zoloft can be taken up to 350mg and still be safe, so if it has ever worked for you, please give a higher dose a try.",0,0,0,0,0
I feel ambivalent about it every so often.,0,0,0,0,0
"Put on a huge amount of weight,  Constantly constipated,  Not motivation.",0,0,1,0,0
"This drug was prescribed to my baby, he is 10 months old.",0,0,0,0,0
"The only issues I have, not really side effects, is that its a little harder to get out of bed in the morning, and some constipation.",0,0,1,0,0
I am also free of anxiety and my depression is lifting.,1,0,0,1,0
They were so bad I would involuntarily turn my head.,0,0,1,0,0
"Also, it can not be used often because the immune system gets used to it and does not fight the cold without help in the future.",0,0,0,1,0
I no longer have that sense of dread every morning and I am able to handle the stress of daily life.,1,0,0,1,0
I feel normal and rational when I am taking it.,1,0,0,0,0
"All of the sudden a hot flash shot throughout my body, my heart skipped several beats, and I felt like I was going to die for a minute.",0,0,1,0,0
"If a person knew how awful the withdrawal was, they would keep searching for other answers to their depression.",0,0,0,1,0
"I read all the side effects and was reluctant to start it, but knew that I needed to take something in order to function in life.",0,0,0,0,0
"Nausea is pretty much gone, and my sleep pattern seems to be normalizing now.",0,0,1,0,0
I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.,1,0,1,1,0
I did not have any withdrawal side effects.,0,0,0,0,0
"if you do, please email me!",0,0,0,0,0
I would really caution anyone who wants to begin any drug for depression without first finding out all the facts of this medicine.,0,0,0,1,0
"I'll miss those: very detailed, vivid, fascinating, cinematic-like dreams, Amazing, But, my friends complained that I acted completely out of character when I drank, and I don't remember anything I said or did, so I've decided this isn't right for me.",0,0,1,0,0
I don't do that.,0,0,0,0,0
"Still depressed, some times worse than others.",0,1,0,0,0
"naseua, lower sex drive, extreme fatigue.",0,0,1,0,0
I just can't go on indefinitely feeling like I was going to fall over or vomit all day.,0,0,1,0,0
I'm on 225mg a day and this drug is the only one that has ever worked for me.,1,0,0,0,0
"After putting on even a lot more weight because of the combination of the Cymbalta AND Prednisone, I have plans for stomach surgery within the next 2 months.",0,0,1,0,0
Had 5 friends pass away from December 2014 to May of 2015 started getting depressed.,0,0,0,0,0
never felt satisfied after eating.,0,0,1,0,0
"I won't off this medicine due to the horrible side effects, withdrawl symptoms and weight gain.",0,0,1,0,0
"This drug helped me for a while, it is powerful and addictive, and its half life is short, thus weaning yourself from it is an agony.",1,0,0,0,0
throwing things across the room in anger .,0,0,1,0,0
"Exhaustion, horrible anxiety, crying, unable to work or function.",0,0,1,0,0
"night sweats, major mood swings and moment of over excitement combined with rudeness.",0,0,1,0,0
"TRIED TAKING EFFEXOR, BUSPAR, ZOLOFT, TRAZADONE, XANAX AND NONE OF THEM WORKED UNTIL I STARTED TAKING CYBALTA.",0,0,0,0,0
intense increase in anxiety and agitation.,0,1,1,0,0
But I have to say that taking the Effexor has made me feel so much better.,1,0,0,0,0
I managed to drink two ingavirin tablets.,0,0,0,0,0
"my baby is hyperactive, but after 15 days I see that the drug activates the baby even more.",0,0,1,1,0
Be careful of taking this if you have bipolar disorder!,0,0,0,0,0
It gave me horrible nightmares and I kept waking up.,0,0,1,0,0
The immune system picks up well.,1,0,0,0,0
"I was feeling like my old self again, Then BOOM!",1,0,0,0,0
I am glad that I started Cymbalta before I came to this site.,0,0,0,0,0
"Vivid dreams, night sweats, extreme lethargy, decreased interest in sex, feeling emotionless, nausea.",0,0,1,0,0
It took about 14 days for the drug to kick in.,0,0,0,0,0
Could sleep later without restless legs then slept for another 12hrs.,0,0,1,0,0
so much gentler on my system.,0,0,0,0,0
"I had tried several times before to quit Cymbalta but because of the extreme withdrawal side effects, I was forced to stay on it.",0,0,0,0,0
"Would never ever ever take this again and I found a new doc, Don't be afraid to test the system and tell your doc no, that things aren't working and they aren't listening.",0,0,0,0,0
Getting someone addicted to this so they have to keep buying it is dangerous.,0,0,0,0,0
I was just weaning off Lexapro after 2 1/2 months because Lexapro stopped working and caused fatigue and my doc switched me to cymbalta.,0,0,0,0,0
"What I mean is that during the 4 months I was taking Cymbalta, I almost took my life.",0,0,0,0,0
"), and it is not easy for an owl if you are used to falling asleep after 3 am.",0,0,0,1,0
Zoloft withdrawal was one of the worst experiences that I ever had in my life!,0,0,0,0,0
I am now trying to wean off it am in my second week of hell.,0,0,0,0,0
"Reduced sex drive, 75% less ability to reach orgasm.",0,0,1,0,0
"After one week on 30mg, my MD increased my dosage to 60mg This did not help me!",0,1,0,0,0
For the past 9 months I have been on Prednisone to keep the swelling and itching at bay.,0,0,0,0,0
The Cymbalta is also taking care of more personal and specific issues that I feel a little embarrassed writing about.,1,0,0,0,0
"15 months later I'd gained 30 lbs, had horrible withdrawal effects each time I tried to come off of it including nausea, dizziness, fatigue, etc I finally had a dr help me wean off 7 months ago and since that time the depression has become worst than ever w/ suicidal thoughts at times, major irritability, lack of concentration, and a major loss of love and vigor for a life has dwindled.",0,0,1,0,0
"However, about a few days of use, noticed that the child became restless, agitated, didn't sleep well at night.",0,0,1,0,0
Thank God my husband loves me and is willing to supervise and take care of me.,0,0,0,0,0
I can live with a few side effects as long as it cures my depression.,0,0,1,1,0
just to name a few.,0,0,0,0,0
"Lexapro has helped me in my relationship with my wife of 25 years and 2 beautiful children (who by the way have inherited my anxiety, they are both on low doses of lexapro and doing great.",1,0,0,0,0
"I am on the low dose, 30mg daily.",0,0,0,0,0
"I gradually calmed down and sweated profusely, That said, Lexy ain't all bad.",0,0,1,0,0
I took my first and ONLY dose of Cymbalta (60 mg) at 8:00 AM yesterday after breakfast.,0,0,0,0,0
"With zoloft I now know what ""normal"" life is like.",1,0,0,0,0
"And you know, he helped me and significantly.",1,0,0,0,0
"Sex drive non-existant, headaches, facial muscle tension.",0,0,1,0,0
"To define best per my daughter, it's like getting off crack coccaine!",0,0,0,0,0
I started at 5 mg and after a week moved up to 10 mg. ,0,0,0,0,0
"I've been on it for several months now, my life is greatly improved.",1,0,0,0,0
Works great for me,1,0,0,0,0
"No appetite I went 3 days without eating and didn't realise until my partner was ramming a sandwich down me, now just a smaller appetite and still forget to eat.",0,0,1,0,0
"Instantly helps: relieves symptoms (runny nose, cough, sore throat...).",1,0,0,1,0
"Brain zaps,dizziness, couldn't sleep,u name it I had!",0,0,1,0,0
One P doc has told me this may be because I had Dysthmia and SAD.,0,0,0,0,0
I am only on 37.5 mg of Effexor XR and have taken it for 6 days.,0,0,0,0,0
The only way I can sum it up is to say I wish I could be put to sleep for a month or so while this gets out of my system.,0,0,0,0,0
"I love the effects of this med, except that now I am noticing weight gain (7lbs in last 2 mo.)",1,0,1,0,0
NO WAY!,0,0,0,0,0
Ostensibly for prevention.,0,0,0,1,0
PLEASE I MEAN PLEASE BEWARE OF THIS MED.,0,0,0,0,0
Terrible hostile thoughts (short term) and felt could lose control.,0,0,1,0,0
"I  have insisted on stopping the effexor, and now the doctor is pushing pristiq (the ""new and improved"" effexor).",0,0,0,0,0
Good remedy!,1,0,0,0,0
"I don't know, but I didn't feel the special effect of this drug, it's possible that everything depends on the body.",0,1,0,0,0
"Electrical shocks, headaches, tremors, frequent urination, nausea, major anxiety.",0,0,0,0,0
I do have scolosis in my T spine.,0,0,0,0,0
"A day later, my throat became inflamed.",0,0,1,0,0
I have given this drug an adequate trial time and I feel that it has not helped my depression.,0,1,0,1,0
"sweating,dizziness, severe dry mouth (coughing all night,can't talk without choking),itchy scalp,insomnia, constipation, hard stool, gas, racing thoughts, teeth grinding, agitation, severe loss of short term memory, moments of enhanced colors,tired all the time, blurry vision, extreme sensitivity to light and sound, insomnia and drunk feeling caused weak immune system, brief speedy moments periodically followed by extreme fatigue, one good day followed by three days of needing to sleep 15 hours, light headedness, loss of balance, complete loss of sex drive, void of emotion (And I am a singer songwriter, painter.)",0,0,1,0,0
"For me, i noticed within 2 days that the rumination was all but ceased.",1,0,0,1,0
Less anxiety and depression but less life.,0,0,1,1,0
I have been on almost the whole array of psychiatric drugs and withdrawal from this one is the worst I have ever encountered.,0,0,0,0,0
"It has improved my mood greatly, to the point of me being cheerful and having a positive outlook.",1,0,0,0,0
"Constipation, get some strange feeling in the head at times like nothing ever experienced, fatigue, weight gain.",0,0,1,0,0
30 mg worked initially then abruptly seemed to stop working after about 6 weeks/now on 60 mg I am happy to say I have not felt this good for years and years.,1,1,0,0,0
There needs to be a class actiom.,0,0,0,0,0
after only 3 x 75mg tablets of effexor xr.,0,0,0,0,0
The General impression : and treated and prevention bullshit!,0,1,0,1,0
I am a full time graduate student who works full time.,0,0,0,0,0
Very grateful for this drug!,1,0,0,0,0
My manic depression has driven to do things any normal person would never even think of doing and it seems as though I cannot live without the medicine.,1,0,0,1,0
"However, I'm now on 300mg and it's not working at all any more, and I'm really afraid of withdrawal.",0,1,0,0,0
"I feel bloated all the time, Very tired.",0,0,1,0,0
But... The composition of this medicine includes phenobarbital - a sleeping drug that is already addictive with 2 weeks of use.,0,0,0,0,1
I do not envy those who want to come off this drug but are afraid to.,0,0,0,0,0
"life saver for ""intrusive thoughts"" brought on by anxiety",1,0,0,1,0
"In short, when it came to cyclopherone, I drank it for a couple of weeks and suddenly fell ill with severe angina.",0,0,0,1,0
"Some people probably do need to be on it forever, but many do not.",0,0,0,0,0
I was able to stop taking it just a couple weeks ago after being on it for 2 years or so.,0,0,0,0,0
"If I could go back, I would have never taken this drug.",0,0,0,0,0
"After the first pill, my hearing was blunted and my temples were squeezed.",0,0,1,0,0
I have been on Wellbutrin for one month.,0,0,0,0,0
I loved what my senses were bringing me.,0,0,0,0,0
stop and smell the roses with a loved one.,1,0,0,0,0
"Maybe it helps someone, but if there was an effect, at least some of the children were less ill, and so, almost everyone drinks it, but still entire kindergartens are ill from autumn until almost the summer.",0,0,0,0,0
From what I've been reading it sounds like I have a long horrible road ahead of me.,0,0,0,0,0
Avoid at all costs and explore other options.,0,0,0,0,0
"occasional sleeplessness; @ 225 mg/day - very difficult to orgasm, not as bad @ lower doses.",0,0,1,0,0
Episodes of ravenous hunger and loss of appetite.,0,0,1,0,0
"I will not recommend it, as it does not help us and buying it will not, I will most likely try something else!",0,1,0,0,0
became pregnant surprisingly (by natural means).,0,0,0,0,0
My mood is a serious one with some laughter.,0,1,0,0,0
brain fog memory loss.,0,0,1,0,0
"All left after a couple of weeks, Erectile disfunction.",0,0,1,0,0
"People who the drug is working for (like myself), would rather be out enjoying our lives than on the computer writing about Zoloft.",0,0,0,0,0
I can barely walk up a couple of stairs without a deep burning and fatigue within my muscles.,0,0,1,0,0
"Overall impression: Expensive, painful for the child-zero effect!",0,1,0,0,0
The reason is weight gain.,0,0,1,0,0
"when I finally stopped taking this stuff after losing five years of my life to it, I now have joint pain that makes it difficult to do anything.",0,0,1,0,0
"Then I just couldn't handle the headaches it caused, so my doctor lowered my dose gradually over the last two years or so.",0,0,1,0,0
I'm slowly gaining back weight I struggled very hard to lose and its driving me even more down in the dumps.,0,0,1,0,0
Weight gain; supressed sex drive; lots of sleeping.,0,0,1,0,0
"My youngest daughter has a weak throat... Moreover, it is in a normal state, when it does not hurt, it is always loose and red.",0,0,0,1,0
"It is still present in my first aid kit and calms not only the nerves, but also the gastrointestinal tract.",1,0,0,1,0
I am going back to my old friend Lexapro.,0,0,0,0,0
I'm back in college.,0,0,0,0,0
The disheartening thing is that the people who are most likely to post on sites like this are the few that have had bad side effects.,0,0,0,0,0
I wanted to do nothing but sleep and sleep and sleep.,0,0,0,0,0
"Has helped me with my anxiety and depression, though I still do worry alot, maybe more than before.",1,0,0,1,0
I found this page just now and after reading many comments I had to post my own.,0,0,0,0,0
"I am also so fatigued that I am sleeping several times during the day, as well as 8-9 hours at night.",0,0,1,0,0
"doctor wants me to go up to 20mg, but i'm not sure about that.",0,0,0,0,0
Gained 20lbs in 4 months.,0,0,1,0,0
I seem to be quite fortunate.,0,0,0,0,0
I feel more energetic and my anxiety is now manageable.,1,0,0,1,0
Again I give Ismigen and again on the third day a sore throat.,0,0,1,0,0
"After 3 days my tongue was triple in size and a dark maroon color vivid dreams weird and wild,sores on tongue,no crying,head aches were gone.",0,0,1,0,0
Loss of appetite.,0,0,1,0,0
"If I thought it was bad before, I was SO SO wrong.",0,0,0,0,0
"I did half my dose for 2 weeks before quitting, though.",0,0,0,0,0
Still feel lightheaded now & then.,0,0,1,0,0
"My infant was prescribed ""rectal ""Viferon """" when we had a temperature, and the doctors thought it was because of the teeth.",0,0,0,1,0
The child's throat returned to normal in a few days.,1,0,0,0,0
I've been taking Zoloft for a year.,0,0,0,0,0
Now I don't wake up until morning but I am soaked with sweat.,0,0,1,0,0
"Dizziness, dry mouth, mild sour stomach(no vomitting), slight insomnia, weight loss, mild apathy, decreased sex drive, and fatigue.",0,0,1,0,0
"Not to mention the acid reflux, having bowel movements 5 times in the morning,abdominal cramping, couldent eat, no appetite.",0,0,1,0,0
some weight gain.,0,0,1,0,0
I'm on the slow decrease.,0,0,0,0,0
"Caused psychotic episodes, and had horrible withdrawal symptoms.",0,0,1,0,0
Cost hundreds of dollars to find out this medicine was CRAP!,0,0,0,0,0
"Horrible headaches, brain ""swishes"" or ""zapping"" when I was even a few hours late for a dose, constipation, horrible crying spells when going through withdrawal.",0,0,0,0,0
I am still feeling head pressure which is causing my moodiness but the doctor doesn't believe me.,0,0,1,0,0
Facing the possibility of a lifetime with no sexual enjoyment (and the impaired relationships this implies) has been devastating.,0,0,1,0,0
Be careful when using it.,0,0,0,0,0
"(The Feeling Good Handbook by David D, Burns, M,D.)",0,0,0,0,0
"I have not have a depressed moment since I've been on it, approx, 8 months.",1,0,0,1,0
"The tablets are inexpensive, two years ago I bought 100 rubles for 30 tablets.",0,0,0,0,0
"Chronic cough, weight gain, no sexual interest.",0,0,1,0,0
"Maybe this drug is really an effective immunostimulant, but it didn't work for us.",0,1,0,0,0
"Also, I am still experiencing some major depressive episodes and invasive thoughts, which makes me question if the cure is worse than the disease.",0,0,1,0,0
"I also stock up on pills, I already have a good remedy for flu and SARS, tested since last year.",1,0,0,1,0
"At no point was I informed that it *was* addictive in humans, despite non-human testing showing otherwise.",0,0,1,0,0
I am so afraid of the withdrawal & aftermath that I may be taking it the rest of my life.,0,0,0,0,0
I wasn't living; I was just existing.,0,0,0,0,0
"My anxiety is worse than before, and I've been getting more and more dizzy by the week .",0,1,1,0,0
My doctor just prescribed zoloft this week so I only have been on it two days.,0,0,0,0,0
Very hard to take a deep breath like someone is squeezing my lungs.,0,0,1,0,0
Have felt no effects at 25mg/day week one and 50mg/day week two.,0,1,0,0,0
"Not sure what ratio will work yet but if I can't sleep, I can't function so I will continue to find balance.",0,0,0,0,0
Im lucky I didnt die b/c I just stopped cold turkey one day and the brain zaps puking and overall feeling you get is like no other.,0,0,0,0,0
Effexor doesn't make me so absent-minded.,0,0,0,0,0
Initially I was on Effexor (YIKES!,0,0,0,0,0
"right now, what I'm dealing with is the inability to climax.",0,0,1,0,0
"I have a high tolerence to meds, I also take 2000-3000 mg lortab per day for pain and it just barely takes the edge off.",0,0,0,0,0
And it doesn't help anything.,0,1,0,0,0
"night sweats, yawning, vivid dreams (but not bad ones); the first week felt dizzy; slightly reduced libido but more difficulty in reaching orgasm.",0,0,1,0,0
"For me, this medication manages my depression if I take it at a low dose.",1,0,0,1,0
"Looked like I could have been in ""Night of the Living Dead"", Never, never, never again.",0,0,0,0,0
Unable to eat anything significant for the 3 days.,0,0,1,0,0
Its can be a very dangerous drug for those who have an intolerance to it.,0,0,0,0,0
It DOES get better!,0,0,0,0,0
Slept through life and gained weight.,0,0,1,0,0
Use with a mood stabilizer if Bipolar.,0,0,0,0,0
I didnt take cymbalta for long because it was turning me into a worse basket case than I already was.,0,0,0,0,0
None.,0,0,0,0,0
I also had some really strange images while trying to go to sleep last night.,0,0,1,0,0
"No weight issues, energy was good, sleep was amazing.",1,0,0,0,0
Gained 50 pounds when I have never been overweight in my life.,0,0,1,0,0
it's been a few weeks and still have horrible effects.,0,0,0,0,0
0,0,0,0,0,0
"Valver, this is the second vehicle attempted by me in the fight against herpes.",0,0,0,1,0
It has mellowed me but this is not what I want.,0,1,0,0,0
!,0,0,0,0,0
"After I injected this miracle drug-there really was a miracle only with a minus sign - my nose poured out like a bucket, and my stomach ached.",0,0,1,0,0
Heart palpitations for 2 weeks.,0,0,1,0,0
No longer on an emotional rollercoaster.,1,0,0,1,0
It is way better than Paxil.,0,0,0,0,0
I took 5mg for three days and when my Dr. heard what it was doing to me she said to stop it immediately.,0,0,0,0,0
The improvement in mood and outlook feels perfectly natural.,1,0,0,0,0
"Even the most innocuous of prescribed pain medication has vastly more therapeutic value, simply because Cymbalta has none.",0,1,0,0,0
Typical side-effects as body/brain adjusted but my issues are associated with discontinuing this medication.,0,0,1,0,0
I have been feeling really good.,1,0,0,0,0
Started weaning off cymbalta with shrinks help and he added 50 mg zoloft as I weaned off.,0,0,0,0,0
Cymbalta seems to have a lower threshold in terms of blocking feelings.,0,0,0,0,0
"My gynecologist advised me to drink Valvir 500, I felt better the next day, and by the time I took the last pill, everything was completely gone.",1,0,0,0,0
"At dose 75, I experience moments of bliss, and extreme colors.",0,0,1,0,0
"Unfortunately, I am being told by my physician that I am going to be gradually increased to 150mg/day since this is the typical treatment regime.",0,0,0,0,0
My baby started snotting and coughing.,0,0,0,1,0
"I only had the flu... Well, something like that.",0,0,0,1,0
"After 2 hours of tremendous pain and aching in the spine, sitting is very painful, the stomach ache, drink the first day and not want no more.",0,0,1,0,0
"Night Sweats, decreased sex drive, headaches, weight gain, fatigue, jaw clenching.",0,0,1,0,0
"- Most people don't start on 20mg, it was an emergency.",0,0,0,0,0
Lexapro is a good drug for anxiety.,1,0,0,1,0
I had to give it time to work and find the correct dosage for it to be effective.,0,0,0,0,0
The mucosa of the nose (more on the right)it was covered with a white coating with bleeding ulcers.,0,0,0,1,0
I thought about suicide nearly every day.,0,0,0,0,0
"You've done it, you've drunk it, and you can go to bed).",0,0,0,0,0
could miss a dose or two and no problem.,0,0,0,0,0
"I feel better at all costs, even on day 3 of admission Ingavirin, although take beginning at the first symptoms.",0,1,0,0,0
"Feel like it's time to try, tho - at 1:30 a,m, haha.",0,0,0,0,0
My doctor switched my dosage time to morning and I noticed a world of change.,0,0,0,0,0
I feel very speedy and my heart is racing.,0,0,1,0,0
"Both my therapist & psychiatrist are extremely puzzled by the instense sweating, as though they're hearing of this side effect for the first time.",0,0,0,0,0
Finally off of it for 2 weeks now and starting to feel more like myself,0,0,0,0,0
"When trying to decrease dose gradually, dizziness, migraines, head spinning, brain zaps, body weakness, nightmares.",0,0,0,0,0
However the inability to orgasm has been addressed by use of a prostate massager which works well despite being embarrassing.,0,0,1,0,0
No thank you.,0,0,0,0,0
We drank a month and the sleep returned to normal a little.,1,0,0,1,0
"I had a normal runny nose, so I did not notice the obvious effect of using Grippferon drops.",0,1,0,1,0
Within a few hours I was trippin from the side effects.,0,0,0,0,0
go off with the fairies - light & dizzy & cannot concentrate at all & get BAD BAD Withdrawals.,0,0,0,0,0
I found it very helpful.,1,0,0,0,0
The worst side effect that I still expirience are: Libido is nonexistan.,0,0,1,0,0
I feel hopeful and positive on a more daily basis.,1,0,0,0,0
Extreme Weight Gain 30 pounds.,0,0,1,0,0
Doc put me on something for that and it worked during the day but I wake up nightly with soaked clothes.,0,0,1,0,0
This has worked great for me.,1,0,0,0,0
"It definitely alleviated my suicidal thoughts and after 2 months, I felt I was in a grey area rather than deep black.",1,0,0,1,0
Within a week I felt my energy level increase and depressed/suicidal thoughts decrease.,1,0,0,1,0
I have discontinued my daily 10 mg dose to see if I can lose the weight.,0,0,0,0,0
I have never in my life had such a hard time getting motivated (even with anxiety and depression).,0,0,1,0,0
"Never had thoughts of ""suicide"" only thoughts of ""suing"" the pharmaceutical company.",0,0,0,0,0
"Nights were the worst, especially before my period, Now it's almost unnoticeable.",0,0,0,0,0
Completely silenced the endless tape loop in my head that kept telling me about all the horrible things that would probably happen.,1,0,0,1,0
"our doggie is very sick, and i was up with her all night last nite, didn't sleep.",0,0,1,0,0
I would only recommend that suicidal people with absolutely NO HOPE whatsoever take this.,0,0,0,0,0
Probably because of the ads.,0,0,0,0,0
"I sleep at night, no nightmares and my dreams are , REALLY VIVID as I am a VISUAL ARTIST.",0,0,1,0,0
"I will go back on them if I have to, as they did keep my super sad thoughts at bay.",1,0,0,0,0
"The drug has helped with the depression, however the side effects are awful.",1,0,1,1,0
But oddly enough in the instructions to the drug says that Allergy is very rare.,0,0,1,0,0
horrible for me,0,0,0,0,0
Finally came across Lexapro.,0,0,0,0,0
Sleepiness.,0,0,1,0,0
I like this anti depresant better than Paxil which made me a zombie.,0,0,0,0,0
 continued.,0,0,0,0,0
"Fortunately, the daughter was happy to accept them.",0,0,0,0,0
During the first few months of taking Cymbalta (30 mg) I used to wake up at least 2X during the night to change pajamas & sheets/bedding due to intense sweating & was losing lots of sleep.,0,0,1,0,0
Anyone please email me ideas.,0,0,0,0,0
"This was only acceptable because my depression symptoms went away,completely.",1,0,0,1,0
Nothing moves or excites me.,0,0,1,0,0
This stuff is very scary.,0,0,0,0,0
Don't ever run out.,0,0,0,0,0
I have suffered many side effects from the prednisone used to treat the symptoms.,0,0,0,0,0
My doctor is immediately switching me from Effexor to Cymbalta because he says it's easier to withdraw from the latter.,0,0,0,0,0
"mild nausea and stomach upset, mild headache.",0,0,1,0,0
It is a big problem i think in the economy.,0,0,0,0,0
"mosy of my side effects were in the first week or so starting effexor xr and whenever the dosage is raised, i experienced extreme headaches was extremely tired, very nausous, no appetite,a mild ""high"" feeling no sex drive mainly because i was way to tired.",0,0,1,0,0
I do not get any negative effects if I take my dose a couple of hours late.,0,0,0,0,0
"Overall impression: Convenient and efficient, especially in the spring RATING 4 NOTE",0,0,0,0,0
And when the body is under stress and in General the night on the flight did not sleep!,0,0,0,1,0
I imagine this is what it feels like to be on crack.,0,0,1,0,0
"Also, affects sleep patterns, I'm exhausted earlier, but can't sleep well.",0,0,1,0,0
This medicine works wonderfully for it's intended purpose.,1,0,0,0,0
So it doesn't keep me up like the doc told me it would.,0,0,0,0,0
"ive been unable to be in health relationships because of my fears,and would someday like a to jave a decent relationship.",0,0,0,0,0
"But still, even though we did not complete the course of treatment (8 weeks), I want to note that there have been changes for the better, that's for sure.",1,0,0,0,0
"Nausea (for about 1 week), headaches, brain ""zaps"" occasionally, extreme sleepiness, vivid dreams, loss of sex drive.",0,0,1,0,0
"One plus can be given to children from birth, does no harm, and mothers quietly it seems that give to protect.""""",0,0,0,0,0
Just to think that I went through all that physical and mental anguish to get off a drug.,0,0,0,0,0
I was unable to hold my body vertical.,0,0,1,0,0
"Mild sleeplessness, unsatisfying yawns that went away after a month or so.",0,0,1,0,0
Changed my life.,1,0,0,0,0
And boy did they arrive with a vengence!,0,0,0,0,0
"I will say that the result is there if you take it clearly according to the scheme, namely before eating.",1,0,0,0,0
"In my case, Piracetam helped to cope with intense mental stress, when I solved their housing problems, while working, caring for a toddler (2.5 years) and for the supine in-law.",1,0,0,1,0
It should be noted that the drug has an anti-allergic effect.,0,0,0,0,0
After about five days all of these completely disappeared.,0,0,0,0,0
Yay.,0,0,0,0,0
"I was without Cymbalta for about 4 days, and I felt horrible.",0,0,0,0,0
The long dark wet winters don't bother me.,1,0,0,0,0
COMPLETELY DESTROYED SEXUALLY FUNCTIONING .,0,0,1,0,0
But during the summer I usually just work and relax.,0,0,0,0,0
"i suffer from upset stomach, headache (always over my lft eye) terrible highs and lows and hot flashes.",0,0,0,0,0
During the first week I could not be around my 4 year old son because of extreme anger!,0,0,0,0,0
its hard but if you can hang in there then do it.,0,0,0,0,0
A cold on the lips is my punishment from an early age.,0,0,0,1,0
"I started on 30mg and went up to 60mg Couldn't tolerate 60mg, it rendered me completely sleepless and with metallic taste in my mouth.",0,0,1,0,0
"Nausea, a light-headed feeling, and dizziness but only at first.",0,0,1,0,0
"For the first two weeks I felt very spacey and drugged, a feeling similar to taking extasy.",0,0,1,0,0
"True, there was still a small wound, but the lip did not swell, did not spread, further herpes did not go.",1,0,0,1,1
"it turns out that does not cheap out, in a package only 2 records, each for 1 day turns out.",0,0,0,0,0
I also have the worst headaches and while I have the headaches my right eye is blurry.,0,0,1,0,0
I have had a hard time falling asleep on this drug.,0,0,1,0,0
"tight jaw,elevated blood pressure(went away),electric shocks in head on higher doseof 225mg,twitching in my sleep,hard to cry,need more sexual stimulation to orgasm,blurry vision.",0,0,1,0,0
