synset_id	sense_id	sense_term
8159-N	8159-N-723986	гомеопатический лечение
8159-N	8159-N-196582	гомеотерапия
141541-N	141541-N-213981	синдром альцгеймер
4325-N	4325-N-685086	отравление пищевой продукт
4325-N	4325-N-685085	отравление пища
4325-N	4325-N-685087	отравление продукт питание
4325-N	4325-N-745293	токсикоинфекция
109068-N	109068-N-122413	аллергологический реакция
109068-N	109068-N-120651	аллергический заболевание
109068-N	109068-N-122318	аллергический состояние
151774-N	151774-N-738599	лежачий больной
124454-N	124454-N-741807	появление сыпь
8509-N	8509-N-115496	ишемический болезнь
9473-N	9473-N-123597	анестезирование
9473-N	9473-N-681010	анестезирующий действие
109334-N	109334-N-707697	прыщик
133856-N	133856-N-188711	речевой нарушение
133856-N	133856-N-182520	дефект речь
133856-N	133856-N-741560	речевой расстройство
9400-N	9400-N-214399	минусовой зрение
8883-N	8883-N-116919	стоматологический помощь
8883-N	8883-N-210407	зубоврачебный дело
8883-N	8883-N-679464	лечение заболевание полость рот
126870-N	126870-N-199333	кондом
109990-N	109990-N-136470	грудной жаба
9407-N	9407-N-119686	гипертонический болезнь
110468-N	110468-N-217332	параноидальный психоз
3729-N	3729-N-747426	омертвение конечность
124017-N	124017-N-167689	гельминт
124017-N	124017-N-136061	глиста
136318-N	136318-N-723375	почечный гемодиализ
136318-N	136318-N-196876	диализ почка
6259-N	6259-N-111164	миеломный болезнь
6259-N	6259-N-110529	рака кровь
6259-N	6259-N-100899	белокровие
111428-N	111428-N-146384	перевязывание
111428-N	111428-N-146383	перевязка
119526-N	119526-N-183945	колотье
146293-N	146293-N-704778	болезнетворный организм
146293-N	146293-N-705250	возбудитель инфекция
146293-N	146293-N-101907	возбудитель инфекционный болезнь
146293-N	146293-N-138380	зараза
146293-N	146293-N-121018	патогенный микроорганизм
146293-N	146293-N-121019	болезнетворный микроорганизм
8510-N	8510-N-155361	триппер
109331-N	109331-N-709494	мокнущий лишай
138079-N	138079-N-697868	фейслифтинг
4359-N	4359-N-136954	дифтерит
1062-N	1062-N-106266	медико-санитарный помощь
1062-N	1062-N-187069	услуга здравоохранение
1062-N	1062-N-121767	медицинский мера
1062-N	1062-N-102049	врачебный помощь
1062-N	1062-N-106313	медицинский уход
1062-N	1062-N-120924	медико-оздоровительный услуга
1062-N	1062-N-204004	медицинский обеспечение
1062-N	1062-N-106282	медицинский помощь
1062-N	1062-N-106322	медицинский обслуживание
1062-N	1062-N-106276	медицинский деятельность
1062-N	1062-N-106336	медобслуживание
1062-N	1062-N-120929	медпомощь
1062-N	1062-N-179891	медуслуга
1062-N	1062-N-106294	медицинский услуга
148386-N	148386-N-720121	чувство тяжесть
148386-N	148386-N-720123	болезненный тяжесть
148386-N	148386-N-155560	тяжесть
109812-N	109812-N-195400	воспаление брюшина
136417-N	136417-N-196826	воспаление кожа
148622-N	148622-N-721401	кислородный терапия
148622-N	148622-N-721400	кислородотерапия
129698-N	129698-N-134161	ванна
147471-N	147471-N-123569	врожденный порок
114693-N	114693-N-153862	спазма
9869-N	9869-N-121791	грыжевой выпячивание
133287-N	133287-N-187448	прямой массаж сердце
148860-N	148860-N-722703	остановка кровь
6962-N	6962-N-752094	пониженный слух
6962-N	6962-N-214466	понижение острота слух
6962-N	6962-N-178517	ослабление слух
6962-N	6962-N-752093	нарушенный слух
6962-N	6962-N-116319	дефект слух
7000-N	7000-N-110317	работа в сверхурочный время
4705-N	4705-N-110230	психиатрический экспертиза
2283-N	2283-N-736273	хронический течение
2283-N	2283-N-114105	хронический болезнь
141880-N	141880-N-214959	газ в кишечник
113976-N	113976-N-152407	светолечение
7514-N	7514-N-104195	иммунопрофилактика
7918-N	7918-N-122059	психотерапевтический помощь
4035-N	4035-N-108073	онкологический заболевание
4035-N	4035-N-690807	онкологический процесс
4035-N	4035-N-690809	раковый процесс
4035-N	4035-N-110554	раковый заболевание
4035-N	4035-N-690808	онкопроцесс
4035-N	4035-N-121787	злокачественный процесс
4035-N	4035-N-139698	канцер
4035-N	4035-N-165070	онкозаболевание
111236-N	111236-N-103476	душевнобольной
111236-N	111236-N-191666	психопатка
111236-N	111236-N-184709	психический больной человек
111236-N	111236-N-150489	психический больной
137082-N	137082-N-199709	чешуйчатый лишай
153540-N	153540-N-749500	упражнение для растяжка
153540-N	153540-N-749499	упражнение на растяжка
8161-N	8161-N-188489	инфлюэнца
144274-N	144274-N-736457	доброкачественный образование
144274-N	144274-N-161613	доброкачественность
144274-N	144274-N-681202	доброкачественный опухоль
6087-N	6087-N-119475	нейтронный терапия
6087-N	6087-N-119245	медицинский рентгенорадиологический процедура
6087-N	6087-N-106319	медицинский облучение
128086-N	128086-N-725862	полип слизистый оболочка
108862-N	108862-N-167895	воспалительный процесс
9444-N	9444-N-196640	вливание
9444-N	9444-N-721315	введение раствор
9444-N	9444-N-729787	инъекция лекарство
9444-N	9444-N-742692	укольчик
9444-N	9444-N-155881	укол
9224-N	9224-N-691498	респираторный вирусный заболевание
9224-N	9224-N-118404	острый респираторный заболевание
9224-N	9224-N-691494	острый респираторный вирусный заболевание
9224-N	9224-N-691495	респираторно-вирусный инфекция
9224-N	9224-N-122124	острый респираторный инфекция
9224-N	9224-N-691493	острый респираторный вирусный инфекция
9224-N	9224-N-182510	орви
9224-N	9224-N-182509	орв
9224-N	9224-N-122282	респираторно-вирусный заболевание
9224-N	9224-N-691497	респираторный вирусный инфекция
109003-N	109003-N-206099	ячмень на глаз
109003-N	109003-N-726491	глазной ячмень
9456-N	9456-N-119818	несвертываемость кровь
128285-N	128285-N-737718	провал в сознание
137887-N	137887-N-727605	губной герпес
137887-N	137887-N-141561	лихорадка
137887-N	137887-N-202774	простуда на губа
9239-N	9239-N-118625	свинка
8764-N	8764-N-116420	проказа
