sentences,EF,INF,ADR,DI,others,annotation,review_id,sentence_id,sent_start,sent_end
"Мы с мужем лечил уреаплазмоз чтобы забеременеть, врач выписал кучу таблеток и среди них изопринозин.",0,0,0,1,0,DI[3],1158967,1,0,100
выписались в очередной раз.,0,0,0,1,0,DI[2],4893288,6,885,1010
"Конечно, это плохо отображается на общем самочувствии, настроении и работоспособности.",0,0,0,0,0,NEUTRAL,2661222,2,142,228
"Правда может показаться дороговатым, но за прекрасное действие можно и потратиться, особенно когда болеешь и хочется быть в строю как можно раньше.",1,0,0,0,0,EF[2],2663253,11,373,520
"У моей младшей дочки слабое горло... Причем, оно и в нормальном состоянии, когда не болит, всегда рыхлое и красное.",0,0,0,1,0,DI[6],643275,1,0,115
"Таблетки ацикловира (герпевир - то же самое, только дешевле) показаны при опоясывающем лишае - заболевании, вызываемом вирусом герпеса третьего типа.",0,0,0,1,0,DI[2],2445572,5,499,648
"Как я заметила, после приема снотворного можно быстро заснуть.",1,0,0,1,0,EF[6]|DI[4],2661222,3,229,291
"Я согласна с тем, что на разных людей одинаковые средства действуют по-разному.",0,0,0,0,0,NEUTRAL,591900,2,127,206
"НО вот ректальные свечи ""Виферон"" (а также свечи ""Генферон лайт"") при болезнях помогают справится с инфекцией, если конечно, инфекция вирусная, а не бактериальная.",1,0,0,0,0,EF[2],2686291,4,388,551
"Пропив 5 упаковок это примерно 500-600 рублей пять лет назад, я как болела, так и продолжала болеть.",0,1,0,0,0,INF[4],592814,7,517,617
И поверьте (или даже точнее проверьте) настойка валерианы отлично отпускает желудочную боль и спазмы!!!,0,0,0,1,0,DI[4],647288,6,590,693
Надеюсь пройдет,0,0,0,0,0,NEUTRAL,3004353,4,153,168
"После длительного лечения различными антибиотиками вплоть до уколов и стационарного лечения, иммунитет был посажен напроч.",0,0,0,1,0,DI[3],2451285,2,116,238
Вот так выглядит пакетик.,0,0,0,0,0,NEUTRAL,2489974,3,138,163
"У нас ребенок очень часто болеет, и наступил момент когда мы начали гнойной ангиной болеть 2 раза в 3 месяца!",0,0,0,1,0,DI[1],953794,1,0,109
Принимаю для профилактики пару таблеток в неделю осенью и весной и практически не болею.,1,0,0,1,0,EF[5]|DI[1],3396668,4,178,266
Рекомендую.,0,0,0,0,0,NEUTRAL,2420568,6,319,330
"Преследует меня проблема герпеса, особенно в холодное время года.",0,0,0,1,0,DI[2],2537356,1,0,65
"Успокаивает очень хорошо, никаких головных болей, как у меня были от других средств, пропила в течение месяца, эффект очень ощутимый, стала менее раздражительной, более спокойной.",1,0,0,1,0,EF[8]|DI[2]|Finding[10],264987,8,509,688
"То муж на работе грипп подхватит, и снова все болеют.",0,0,0,1,0,DI[1],884467,5,281,334
"С противовирусными свечками Кипферон знаком давно, первый раз столкнулись с ними когда у жены был воспалительный процесс, очень дорогие по стоимости, но врач рекомендовал как найлучший препарат.",0,0,0,1,0,DI[3],591673,1,0,194
Далее рекомендовала принимать курсами по определенной схеме с профилактической целью.,0,0,0,1,0,DI[5],2735484,4,254,339
"У нас в семье, он тоже не всем помогает.",1,1,0,0,0,EF[1]|INF[5],2700413,4,224,264
"Кричал как никогда, грудь не брал, укачивала на руках - спать хочет, а не может, что-то болит у него явно.",0,0,1,0,0,ADR[1],1268796,7,302,408
"Опаснее всего они протекают у детей, особенно если они попали в серьезную стрессовую ситуацию... Так случилось у нас!",0,0,0,1,0,DI[3],811512,2,19,136
"А позже выяснилось, что у ребёнка просто резались зубки, и температура из-за этого повысилась тогда.",0,0,0,1,0,DI[5],624086,9,445,545
"Перепробовали очень много иммуномодуляторов: интерферон, ануферон, афлубин, арбидол, различные настойки.",0,0,0,0,0,NEUTRAL,255563,4,136,240
"Лично у меня он сбивает температуру, убирает ломоту в костях, облегчает боль в горле, и снимает немного насморк.",1,0,0,1,0,EF[5]|DI[2],635587,4,147,259
"Я часто беру его во время поездок на поезде, обычно не могла спать, то люди ходят по пол-ночи, то стук колёс, но пить в поезде старалась по пол-таблетки.",0,0,0,1,0,DI[7],616736,5,507,660
"А  мы принимали в прошлом году, мне кажется, они более эффективные!!",1,0,0,0,0,EF[2],4453482,18,1863,1931
"Меня при этом одолевает сухость во рту, чувство тошноты.",0,0,1,0,0,ADR[1],2472239,3,173,229
"Объясню почему, начала я его принимать для профилактики гриппа, т. к. сейчас сезон и только и говорят о новом гриппе.",0,0,0,1,0,DI[3]|Finding[4],3022901,2,141,258
"Начала принимать по инструкции, но улучшения через сутки никакого не настало, стало только хуже.",0,1,0,0,0,INF[1],646265,6,454,550
"Невролог назначил ребенку 3.7 лет пропить энцефабол, 1ч.",0,0,0,0,0,NEUTRAL,1111461,1,0,56
"Так вот, я продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму.",1,0,0,0,0,EF[2],255563,9,689,783
Так что может это только мне он не очень помогает.,0,1,0,0,0,INF[2],2671902,6,566,616
Буквально на следующий день после начала лечения отек ушел.,1,0,0,1,0,EF[1]|DI[4],4074238,10,697,756
"у мужа началась диарея, он вообще в панике т. к никогда не пил таблеток кроме цитрамона.",0,0,1,0,0,ADR[1],1158967,2,101,189
"Наверно как и у многих, у меня вечная проблема герпеса, до беременности вообще только немного подует ветер и все все губы в герпетическом высыпании .",0,0,0,1,0,DI[2],2543328,1,0,149
Конечно лучше его использовать как только почувствовали первые признаки недомогания.,0,0,0,1,0,DI[1],2446305,2,112,196
"""Глиатилин"" в ампулах, внутривенно, дало побочный эффект.",0,0,0,0,0,NEUTRAL,1136698,1,0,57
Общее впечатление : Мне не помогает.Не нравится.,0,1,0,0,0,INF[4],902248,17,792,840
"Незнаю может и самовнушение, но для меня этот препарат оказывает положительное действие.",1,0,0,0,0,EF[2],818395,4,129,217
"Смягчило, воспаление стало поменьше.",1,0,0,1,0,EF[8]|DI[6],835072,10,356,392
"Раньше же я не отлеживала суставы плеч ежедневно))) Температура высокая не поднимается, лишь с первого дня приема в глазах песок, не высыпаюсь, т. е. общая слабость.",0,0,1,0,0,ADR[4]|Finding[1],862550,4,178,343
"Вторая таблетка принятая по инструкции вызвала тошноту, головокружения и сухость во рту ( язык просто прилип к небу).",0,0,1,0,0,ADR[2],1400882,6,496,613
"Очень часто врачи не хотят делать дополнительных исследований для выяснения причины в заболевании, а иногда их подводит и их ""профессионализм"".",0,0,0,0,0,NEUTRAL,886355,10,456,599
"На начальном этапе ОРВИ может помочь, а при бактериальной инфекции лучше незамедлительно начать прием антибиотиков.",0,0,0,1,0,DI[3],2407176,12,552,667
"Мы как и было положено стали его принимать, но у ребенка сильно изменилось поведение.",0,0,1,0,0,ADR[2],811512,7,562,647
"В состав входит римантадин-иммуномодулятор, что помогает по сравнению с остальными порошками от простуды на много эффективнее.",1,0,0,1,0,EF[5]|DI[6],587207,3,97,223
"Эффекта ноль, вообще не помог, не отечность, не насморк не снял.",0,1,0,1,0,INF[2]|DI[3],2390747,2,96,160
"У меня развился затяжной бронхит, так как я считал, что поправился, а на деле лишь сбил симптомы и заболел сильнее по новой спустя лишь пару дней после казавшегося излечения.",0,0,0,1,0,DI[6],2657172,2,153,327
"Чем живу- о том пишу :) Если сейчас простуда, то пишу о том, что мне нравится с лекарств и что помогает.",0,0,0,1,0,DI[2],882269,1,0,104
"Так что не особенно помогает, и еще самое неприятное чувство сдавленности в почках как раз таки часа в 4-5 утра попробовала не принимать его все прошло никаких болей сдавленностей в почках.",0,1,1,0,0,INF[2]|ADR[5],1071769,3,226,415
"У мамы после него всегда болит желудок, поэту принимает редко Проконсультироваться надо с врачом так как есть противопоказания и желательно уточнить дозировку данного препарата именно для вас.",0,0,1,0,0,ADR[3],2700413,8,638,830
"Температура сохраняется, сопли ручьем, горло режет ножами, голова раскалывается.",0,1,0,1,0,INF[2]|DI[3],942554,3,111,191
Общее впечатление : Не понравился,0,0,0,0,0,NEUTRAL,1313970,3,375,408
"После применения капель сильно заложило нос, просто начала задыхаться, до потери сознания.",0,0,1,0,0,ADR[5],2461263,1,0,90
Вот и сейчас я решила применять его для профилактики себе и детям.,0,0,0,1,0,DI[1],2499624,7,473,539
Ребенку становится намного легче уже через день после их применения.,1,0,0,0,0,EF[1],650293,12,559,627
"Кстати у детских шипучек неплохие вкусы разные и детям нравятся как они шипят и растворяются в кипятке, поэтому они охотно их выпивают.",0,0,0,0,0,NEUTRAL,273111,7,659,794
"У папы в холодильнике всегда стоит Корвалдин, он часто мучается бессонницей, решила и я попробовать это лекарство, чтобы сердечко не болело и сон нормализовался.",0,0,0,1,0,DI[7],2399213,2,192,353
Боль в голове не прошла.,0,1,0,1,0,INF[7]|DI[6],2698684,13,487,511
Итого вся пачка всего на 2 дня.,0,0,0,0,0,NEUTRAL,2380047,9,614,645
Эффекта я не увидела никакого.,0,1,0,0,0,INF[3],938978,6,301,331
Люблю пить когда очень горячий раствор.,0,0,0,0,0,NEUTRAL,2518701,4,306,345
"Цвет напитка желтоватый, а вкус ромашковый с привкусом меда.",0,0,0,0,0,NEUTRAL,246591,4,273,333
Время использования: 3 месяца,0,0,0,0,0,NEUTRAL,824781,9,664,693
"Муж приобрел в аптеке шипучие таблетки Антигриппин NatureProduct, в его состав входит парацетомол, а это первое средство для понижения температуры.",0,0,0,1,0,DI[3],874652,3,85,232
"Первый раз когда я заболела и начала его принимать в 2011 году, мне в принципе хватило одной таблетке, почувствовав симптомы простуды я выпила таблетку и на следующий день симптомов уже не было, но я все равно пропила курс как положено.",1,0,0,1,0,EF[5]|DI[2],612803,5,198,434
"Меня не только успокоили эти таблетки, но и отбили охоту отвечать на вопросы и разговаривать, оставалось только тупо лежать и смотреть телек.",0,0,1,0,0,ADR[2],2528491,7,497,638
"Препарат приятный на вкус, растворяешь в воде, выпиваешь, прячешься под одеяло и потеешь, выталкиваешь все микробы на поверхность))) Общее впечатление : Помагает снять симптомы ОРВИ RATING 4 NOTE",1,0,0,1,0,EF[2]|DI[3],656346,6,490,671
"Начинаем лечиться, в течении пяти, примерно, дней общая симптоматика идет на спад.",1,0,0,0,0,EF[2],4540580,2,52,134
"Ну и действительно, циклоферон за 2 дня полностью на ноги поставил!",1,0,0,0,0,EF[1],5967832,5,417,484
И снова горло не прошло и ни чего не помогало.,0,1,0,0,0,INF[2],518153,8,484,530
"На второй день приема началась очень сильная головная боль, боль в глазах, тошнота, в глазах рябило, кружилась голова.",0,0,1,0,0,ADR[5],1263885,3,112,230
"Из своего опыта хотел бы порекомендовать начать лечиться им уже тогда, когда только чувствуете, что начинает болеть горло.",0,0,0,1,0,DI[5],2522797,10,695,817
"После приема 1 таблетки начался сильный менингеальный симптом - голова начала сама по себе подниматься вверх, и было не возможно ее опустить.",0,0,1,0,0,ADR[1],2399525,1,0,141
"В общем я бы не рекомендовала его покупать, так как несколько раз покупали и результат был один и тот же, никакой!",0,1,0,0,0,INF[1],905423,6,610,724
"Все по схеме свечи, противогерпесные таблетки, уколы имуноглобулина человеческого.",0,0,0,0,0,NEUTRAL,1904875,3,113,195
Но у современных препаратов довольно таки высокая цена.,0,0,0,0,0,NEUTRAL,942872,6,275,330
Когда нервничаю мне он очень помогает успокоиться.,1,0,0,1,0,EF[1]|DI[14],2445498,8,508,558
В итоге.,0,0,0,0,0,NEUTRAL,2659756,9,399,407
"В первый раз, когда ребенок заболел обычным орви, нам сразу же врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"", обычно должны сразу же выписать к нему Линекс, для улучшения пищеварения, но никто нам ничего не прописал, и сразу же через пару часов у ребенка был понос, всё летело напрямую, памперсы не успевала менять, изначально не поняла, что это аллергия на антибиотик, но как отменила, то точно удостоверилась в этом, больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка, дочка вообще у меня не переносит, как оказалось антибиотики, сразу наносится удар ей по пищеварению",0,0,1,1,0,ADR[2]|DI[1],2719942,2,19,650
"Наверное просто не надо запускать простуду, а лечить при первых симптомах.",0,0,0,1,0,DI[4],610701,15,631,705
"К сожалению хочу сказать, что при действительно серьезных проблемах с нервной системой она оказалась бесполезной, все равно что ""мертвому припарка"".",0,1,0,0,0,INF[4],2491250,5,355,503
"Мне очень понравилось средство, у ребенка насморк, который 2 недели не проходил, прошел за 3 дня, я была удивленна, что перепробывали все и толку не было, а тут 3 дня и все.",1,0,0,1,0,EF[3]|DI[1],646909,2,81,254
Эффективны и нам они помогли в комплексе с другими лекарственными препаратами.,1,0,0,0,0,EF[2],2525665,5,309,387
"И, если честно, мне не помогло.",0,1,0,0,0,INF[3],2445928,7,390,421
"Утром выпил-день свободен) Я могу сказать, что болезненное состояние прошло уже на 2 день (сегодня я выпила 2 таблетку).",1,0,0,0,0,EF[4],2424679,10,539,659
Тем более.,0,0,0,0,0,NEUTRAL,608150,11,611,621
Запах эвкалипта(о котором я могу говорить бесконечно )и лаванды(которая успокаивет) очень нравится детям.,0,0,1,0,0,ADR[3],2428518,7,393,498
"Второй и третий день, тоже самое, плюс головокружение, но тут уже не было сомнений, что это побочный эффект от Ремантадина.",0,0,1,0,0,ADR[2],3022901,4,366,489
"Общее впечатление : Похоже, и правда помогает от вирусов RATING 3 NOTE",1,0,0,0,0,EF[2],884467,11,633,689
"Я работаю в аптеке и мне как бонус подарили препарат под названием Инфлюцид в таблетках, якобы попробуйте сами и рекомендуйте покупателям.",0,0,0,0,0,NEUTRAL,646265,1,0,138
"Все повторилось, никакого спокойного обволакивающего засыпания.",0,1,0,1,0,INF[4]|DI[1],2427129,5,612,675
"Из-за частых простудных заболеваний ребенку в возрасте 3,5 лет педиатр назначил препарат Имунорикс.",0,0,0,1,0,DI[4],1058674,1,0,99
"Я испугалась, так как стала совсем нервной.",0,0,1,0,0,ADR[1],608150,10,567,610
"В итоге, пришлось спасаться от простуды этим средством.",0,0,0,1,0,DI[2],2500754,3,148,203
При первом же недомогании пошла в аптеку.,0,0,0,1,0,DI[4],2420568,2,56,97
Например тот же Амизон или Ацц.,0,0,0,0,0,NEUTRAL,2395998,6,580,611
"Кроме того, я заметила, когда лечу дочку Тонзилгоном от горла, то параллельно у нее становится мягче кашель.",0,0,0,1,0,DI[4],643275,13,626,734
"Да я соглашусь, что для профилактики он подходит может быть я не пробовала, но ни как ни для лечения.",0,0,0,1,0,DI[3],2419250,2,57,158
"Так и валяются остатки этих капсул в аптечке, нужно будет выкинуть.",0,0,0,0,0,NEUTRAL,2433935,10,791,858
"Общее впечатление : помог, но в комплексе!",1,0,0,0,0,EF[1],878817,5,527,569
Переезд и в связи с этим смена школы.,0,0,0,0,0,NEUTRAL,811512,3,137,174
Врач прописал Ингавирин в качестве иммуномодулятора для повышения иммунитета.,0,0,0,1,0,DI[3],1263885,1,0,77
Время использования: 1-2 дня,0,0,0,0,0,NEUTRAL,271761,13,705,733
"После приёма препарата, через 15-20 минут меня клонило ко сну, чувствовалась усталость в глазах, а всё из-за того, что в Барбовале находится - фенобарбитал.",0,0,1,0,0,ADR[6],880939,3,494,650
Пробовал на себе.,0,0,0,0,0,NEUTRAL,895731,1,0,17
"Специфический запах как у всех капель конечно же присутствует, если не разбавить немного водой можно обжечь слизистые, с этим надо осторожно.",0,0,1,0,0,ADR[4],2700413,6,387,528
"Однако, ни профилактического, ни лечебного эффекта я совершенно не заметила.",0,1,0,1,0,INF[1]|DI[2],1484511,2,195,271
"Болят суставы, плечи, пальцы, сначала думала ""отлежала"", но они то пройдут, то снова заболят.",0,0,1,0,0,ADR[2],862550,3,84,177
"Выпила вторую таблетку, как прописано через сутки-На меня сразу напали все болезни мира-Глаза изнутри выдавливало, кашель сорвал всё горло, я себя буквально по частям отрывала от дивана, что бы подняться, лицо отекло, слабость ужасная.",0,0,1,0,0,ADR[1],828556,4,263,498
В трехмесячном возрасте у моей малявке было красное горло.,0,0,0,1,0,DI[4],518153,1,0,58
"Посоветовали попить тавегил, но я не понимаю при чем тут он и как он может снять боль в спине.",0,0,1,0,0,ADR[1],1607970,6,508,602
"Для меня это очень хорошее снотворное, хотя я посмотрела отзывы других людей и оказывается, что они мало кому подходят.",1,0,0,0,0,EF[2],2516885,8,500,619
"Уже после недели, может чуть больше, я почувствовала явные улучшения в самочувствии.",1,0,0,0,0,EF[3],655424,5,247,331
"Сразу после прививки у ребенка глаза собрались в кучу... Через 3 часа поднялась температура, но это были цветочки... Темп.",0,0,1,0,0,ADR[2],2679540,2,63,185
"У девушки в аптеке я попросила что - нибудь более эффективное, так как по занятости болеть нам некогда и требуется быстрое устранение симптомов простуды, мне любезно предложили препарат ""Helpex"".",0,0,0,1,0,DI[2],2514396,3,217,412
"Я уже точно знаю, что если успеть при первых признаках заболевания принять порошочек, то с большей вероятностью заболеть не получиться!",1,0,0,0,0,EF[2],916237,2,107,242
"Советовали нам его давно еще для профилактики, слышала о нем много положительных отзывов.",0,0,0,1,0,DI[2],2421166,2,52,141
Общее впечатление : Отличный иммуномодулятор!,1,0,0,0,0,EF[3],953794,11,792,837
"Они, конечно дороже, чем отечественные аналоги, но, я думаю, качество немного лучше.",0,0,0,0,0,NEUTRAL,2443835,3,174,258
Добрый день читатели Отзовика.,0,0,0,0,0,NEUTRAL,2460790,1,0,30
"Распыляла его в нос течении четырех дней, результата на меня не какого не оказал, слизистая еще больше раздражалось.",0,0,1,0,0,ADR[2],2410110,13,772,888
Пока пил по схеме - не болел.,1,0,0,0,0,EF[8],4194932,2,118,147
"Многие врачи мне не советуют её делать ребёнку дальше, так как после первого тура у нас была рвота и температура, забрали в больницу там подхватили орви, назначили антибиотики, боюсь даже представить, что было бы после второго тура, наверно все видели новости о мальчике, у которого капли вызвали миокардит вроде, и он скончался, и это не один случай, в Киеве уже троих не стало, считаю это просто хотят уничтожить генофон, таким вот оружием, вызывая искусственный иммунодефицит!",0,0,1,0,0,ADR[3]|Finding[1],2692315,4,411,890
"Раньше я при простуде всегда использовала ""Грипго"", но со временем очевидно, организм привыкает к препарату и перестает на него реагировать.",0,0,0,1,0,DI[1],2514396,1,0,140
"И это от одной таблетки, пить больше не буду.",0,0,0,0,0,NEUTRAL,450633,4,369,414
При запущенной простуде.,0,0,0,1,0,DI[2],3129222,2,28,52
"Моему ребенку 3 года, почти не говорит, в активном словарном запасе около 20 слов всего, неусидчивый, внимание рассеянное.",0,0,0,1,0,DI[5],2407197,1,0,122
"Брызгали детям в ротик 5-6 раз в день, на второй день были заметны улучшения, а на пятый день нас выписали с больничного.",1,0,0,0,0,EF[3],877244,6,697,818
"Так случилась, во время беременности простудилась.",0,0,0,1,0,DI[1],2410110,1,0,50
"Ребенок пил препарат легко и просто, не говорил, что они горькие там или не приятные, после окончания курса, через недели две вновь заболел, поэтому я прямо расстроилась, так надеялась на эффект все же.",0,1,0,0,0,INF[1],5993938,4,672,874
"Так что принимая эти свечи следите за ребеночком, если он склонен к диатезу.",0,0,1,0,0,ADR[6],594098,9,614,690
"Барбовал принимала в течение 1,5 месяцев.",0,0,0,0,0,NEUTRAL,2404812,1,0,41
"Наверное надо было в начале простуды их купить, но только сейчас вспомнила и надеюсь что с помощью их уже завтра смогу выйти по делам, а во вторник провести уже полноценный день!",0,0,0,1,0,DI[4],882269,3,179,357
"Арпетол - маленькие белые таблетки от вируса, гриппа, герпеса, бронхита.",0,0,0,1,0,DI[2],271739,1,0,72
"Пользы нет, зато для щитовидки вред!",0,1,0,0,0,INF[5],1484511,8,872,908
"После удаления небольшой паппиломы на лице (которая появилась повторно спустя 6 месяцев), дерматолог упомянула этот препарат, сказала, можно попробовать.",0,0,0,1,0,DI[5],1410682,1,0,153
С этим препаратом я познакомилась в 2009 году - когда была беременна.,0,0,0,0,0,NEUTRAL,2396436,1,0,69
Второй раз у дочки резко поднялась температура.,0,0,0,1,0,DI[1],2407176,8,348,395
"Пришла с работы - слезы градом, насморк такой, что носового платка на раз не хватает.",0,0,0,1,0,DI[5],913556,2,24,109
Подхватила генитальный герпес весной 2015.,0,0,0,1,0,DI[2],2734640,1,0,42
"Не хотелось никуда ходить, краситься и даже одеваться.",0,0,1,0,0,ADR[5],76765,9,453,507
"Пожаловавшись медсестре, и попросив что нибудь от температуры, она мне дала свечку Виферон.",0,0,0,1,0,DI[5],1263039,4,259,350
"Я проверилась, все в порядке.",0,0,0,0,0,NEUTRAL,2544941,2,75,104
"Есть различные вкусы, но по-моему мнению, с лимоном пить больше всего приятнее, остальное все сложно и неприятно по вкусу.",0,0,0,0,0,NEUTRAL,894297,3,157,279
Менструальный цикл после приема римантадина сбивается (нет месячных).,0,0,1,0,0,ADR[1],211588,3,223,292
"Теперь это псевдолекарство обхожу стороной, толку ноль от него.",0,1,0,0,0,INF[3],2428403,5,298,361
Температура у ребёнка спала где-то через час после применения.,1,0,0,1,0,EF[1]|DI[2],624086,8,382,444
Одной из причин моего психического расстройства врачи признали применение данного препарата.,0,0,0,1,0,DI[2],2404812,4,179,271
"И ещё после приёма Лавомакса появилась слабость, рези в желудке, которые в свою очередь вызвали (понос), очень сильно крутило в костях и неприятная ноющая боль в суставах, шум в ушах и потемнение в глазах, тошнота и потеря сознания, жар, поднялась температура резко до 38, пот, лихорадка и дрожь.",0,0,1,0,0,ADR[3],2818054,2,321,617
"Кстати, моя родственница делала акцент, что ей препарат помогает сохранить четкость мышления, реально улучшает память.",1,0,1,0,0,EF[2]|ADR[3],2534526,5,262,380
Как были проблемы со сном так и остались.,0,1,0,1,0,INF[1]|DI[2],2537351,5,394,435
Общее впечатление : побочных эффектов масса,0,0,0,0,0,NEUTRAL,211588,7,438,481
"Мгновенно помогает: избавляет от симптомов (насморка, кашля, боли в горле...).",1,0,0,1,0,EF[1]|DI[3],271739,6,254,332
Пошла сдавать повторно анализы - опять стафилококк.,0,0,0,1,0,DI[6],591856,13,569,620
"И плюс промывала нос, потому что насморк был ужасный.",0,0,0,1,0,DI[6],3263317,17,1261,1314
"Моя двух годовалая дочка постоянно болеет Лор- заболеваниями, ОРЗ, синуситами, отитами.",0,0,0,1,0,DI[3],2546207,1,0,87
Курс мы проходили летом и к осеннему обострению были готовы и к моему удивлению дочка не заболела.,1,0,0,0,0,EF[2],5801796,8,790,888
"После приема действительно становилось легче, и горло меньше болело и нос не так закладывало.",1,0,0,1,0,EF[4]|DI[3],246591,5,334,427
"Если вам нужно быстрое выздоровление, то этот препарат поможет вам бытро и эффективно!",1,0,0,0,0,EF[3],587207,6,326,412
"Нам не помогал, болели часто.",0,1,0,0,0,INF[2],2448225,3,122,151
Следующее узи показало полный порядок.,1,0,0,0,0,EF[5],1740396,4,214,252
"3 таблетки 1,5 тыс.",0,0,0,0,0,NEUTRAL,822853,5,187,206
"В общем итоге, деньги на ветер, а самочувствие не поправлено.",0,1,0,0,0,INF[1],655288,8,674,735
Всем доброго времени суток.,0,0,0,0,0,NEUTRAL,2551330,1,0,27
При этом не справляется с поставленной перед ним задачей - ОРВИ.,0,0,0,1,0,DI[1],2572533,5,174,238
"Оксолиновая мазь, на мой взгляд, - одно из самых прекрасных противовирусных средств, как при профилактике, так и при лечении ОРВИ.",0,0,0,1,0,DI[2],910656,1,0,130
А вот Ново - пассит действительно успокаивающе действовал на мою нервную систему.,1,0,0,0,0,EF[1],2380047,14,811,892
"Я какие только средства не перепробовала: и Герпевир, и Зовиракс и еще какое-то средство было, а еще врач мне порекомендовал еще на ранней стадии появления герпеса присушивать его спиртом, вернее спиртовым раствором (кстати, помог).",0,0,0,1,0,DI[3],832817,3,201,433
Эффекта ноль.,0,1,0,0,0,INF[5],2659756,3,163,176
"В течение часа на участках, где недавно были сделаны уколы (курс уколов) вздулись красные пузырьки, типа сыпи -крапивницы (видимо, воспаленные участки, где были сделаны уколы, оказались чувствительны).",0,0,1,0,0,ADR[4]|Finding[6],183478,3,99,300
"Уже четвертый день нахожусь в состоянии сильной интоксикации: диарея, рвота, несосредоточенность за рулем, в первый день после приема была высокая температура, мышечная слабость (трудно было нести 4 кг пакет), сильное потовыделение с ознобом.",0,0,1,0,0,ADR[4],1097205,3,130,372
"Сама бы я ему эту разрекламированную пустышку никогда не дала, но не догадалась спросить, чем именно его лечат, когда сообщил, что простыл, понадеялась на квалифицированный персонал, а зря.",0,1,0,1,0,INF[2]|DI[4],2460904,2,108,297
Обе попытки выпоить ребенку суспензию заканчивались тем что малыша вырвало и запах был именно парацетамола.,0,0,1,0,0,ADR[2],2550136,7,381,488
"И так с появление ребенка в нашей семье и частыми простудными и вирусными заболеваниями в нашей аптечке надолго и крепко поселился ""Афлубин"".",0,0,0,1,0,DI[1],2457636,2,101,242
Анаферон давала и при простудах и для профилактики.,0,0,0,1,0,DI[1],810713,2,30,81
"Почему я уверена, что именно ликопид нам помог?",0,0,0,1,0,DI[6],4893288,10,1292,1663
"Первый раз столкнулся с препаратом когда лечили бабушку, уже довольно пожилая и возможно по-старости ее последнее время беспокоила гипертония.",0,0,0,1,0,DI[1],618094,1,0,142
Я поставила ее вечером.,0,0,0,0,0,NEUTRAL,594098,3,180,203
Иногда казалось что вирусы привыкли к лекарству и попросту на него не реагируют.,0,1,0,0,0,INF[4],2457636,6,496,576
"Но уже на вторые сутки применения я стала чувствовать себя лучше, не скажу, что хорошо, но лучше.",1,0,0,0,0,EF[4],3263317,14,1024,1121
Один раз мне довелось совершить эту ошибку: пытался лечиться кагоцелом от гриппа.,0,0,0,1,0,DI[1],2428403,1,0,81
"Сама принимала глицин в трудной ситуации, чтобы успокоиться - когда умер папа 1,5 года назад.",0,0,0,1,0,DI[1],822352,7,428,521
"Когда я почувствовала легкое недомогание и ощущение того, что болезнь надвигается начала прием ангрикапса.",0,0,0,1,0,DI[3],2433935,8,622,728
"Пока свой иммунитет не выработается у ребенка, по-моему, бесполезно чем-то пытаться его ""подстегнуть"".",0,0,0,0,0,NEUTRAL,653736,4,684,786
"Был сложный период в жизни, нервы шалили не на шутку, по ночам не спала .",0,0,0,1,0,DI[3],2538754,1,0,73
"Спасибо одной знающей знакомой которая посоветовала мне кагоцел, сначала мы им пролечили ангину а потом принимали в качестве профилактического средства в течение месяца-каждую неделю два дня по одной таблетки согласно инструкции.",0,0,0,1,0,DI[1],2451285,4,264,493
"Принимала римантадин курсом по инструкции, после каждого приема чувствовала сильный приступ тошноты и затуманенность сознания, несколько раз думала в обморок упаду.",0,0,1,0,0,ADR[2],211588,1,0,164
Таблетки должны были помочь ослабленному иммунитету ребенка.,0,0,0,1,0,DI[1],2525665,3,211,271
"Если пью 1 таблетку, то через некоторое время все равно просыпаюсь, то есть эффект не длительный.",1,1,0,0,0,EF[4]|INF[5],2671902,2,55,152
"Касатьльно вакцины против ветрянки - не вижу смысла, так как это заболевание не представляет опасности для жизни ребенка.",0,0,0,1,0,DI[5],2450448,8,624,745
"После первого брызга произошло чудо-наши сопельки исчезли, я подумала-надо же, какой чудо спрей, за одно применение сопли прошли... НО не тут то было... после второго брызга и последующих сопли начали литься в двойном обьеме, я в шоке, вместо того чтоб сопли прошли они начали течь еще намного больше... Ерунда в общем дорогая, и бестолковая... Больше никогда не куплюэтот препарат.",0,1,0,1,0,INF[2]|DI[3],589250,4,421,803
Именно таким неприятным моментом стало для меня выздоравливание от пневмонии.,1,0,0,1,0,EF[8]|DI[7],1086939,2,96,173
"От постоянного использования капель эффекта никакого-привыкаешь и результата нет, и тем более слизистая оболочка страдает.",0,1,1,0,0,INF[3]|ADR[2],913153,2,84,206
"У ребенка после первого приема покраснели брови, а после второго высыпало все тело, ребенку три месяца, ужасно перепугалась, скорее всего и зуд тела был, потому что совершенно спокойный ребенок капризничал весь день.",0,0,1,0,0,ADR[1],1313970,1,0,216
"После приёма препарата Лавомакс, появилась страшная сыпь по всему телу в виде мелких водяных болячек, красного цвета, по виду похожая на герпес, которая пять дней не СХОДИЛА и сильно чесалась, зудела и доставляла очень неприятные ощущения, а так же по всему лицу эта сыпь в большом количестве ВЫСЫПАЛО и оставила шрамы .",0,0,1,0,0,ADR[2],2818054,1,0,320
